Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C)
2021-12-10 14:50:06,GET,CYCLE/COOL,-255,0/113,-1/-1,27.5
2021-12-10 14:50:09,GET,CYCLE/COOL,-255,0/116,-1/-1,27.5
2021-12-10 14:50:12,GET,CYCLE/COOL,-255,0/119,-1/-1,27.5
2021-12-10 14:50:15,GET,CYCLE/COOL,-255,0/122,-1/-1,27.75
2021-12-10 14:50:18,GET,CYCLE/COOL,-255,0/125,-1/-1,27.25
2021-12-10 14:50:21,GET,CYCLE/COOL,-255,0/128,-1/-1,27.5
2021-12-10 14:50:24,GET,CYCLE/COOL,-255,0/131,-1/-1,27.5
2021-12-10 14:50:27,GET,CYCLE/COOL,-255,0/134,-1/-1,27.75
2021-12-10 14:50:30,GET,CYCLE/COOL,-255,0/137,-1/-1,27.5
2021-12-10 14:50:33,GET,CYCLE/COOL,-255,0/140,-1/-1,28.0
2021-12-10 14:50:36,GET,CYCLE/COOL,-255,0/143,-1/-1,27.75
2021-12-10 14:50:39,GET,CYCLE/COOL,-255,0/146,-1/-1,28.25
2021-12-10 14:50:42,GET,CYCLE/COOL,-255,0/149,-1/-1,28.0
2021-12-10 14:50:45,GET,CYCLE/COOL,-255,0/152,-1/-1,27.75
2021-12-10 14:50:48,GET,CYCLE/COOL,-255,0/155,-1/-1,27.75
2021-12-10 14:50:51,GET,CYCLE/COOL,-255,0/158,-1/-1,27.5
2021-12-10 14:50:54,GET,CYCLE/COOL,-255,0/161,-1/-1,28.25
2021-12-10 14:50:57,GET,CYCLE/COOL,-255,0/164,-1/-1,27.5
2021-12-10 14:51:00,GET,CYCLE/COOL,-255,0/167,-1/-1,28.25
2021-12-10 14:51:03,GET,CYCLE/COOL,-255,0/170,-1/-1,28.0
2021-12-10 14:51:06,GET,CYCLE/COOL,-255,0/173,-1/-1,28.0
2021-12-10 14:51:09,GET,CYCLE/COOL,-255,0/176,-1/-1,28.25
2021-12-10 14:51:12,GET,CYCLE/COOL,-255,0/179,-1/-1,28.25
2021-12-10 14:51:15,GET,CYCLE/COOL,-255,0/182,-1/-1,28.25
2021-12-10 14:51:18,GET,CYCLE/COOL,-255,0/185,-1/-1,28.0
2021-12-10 14:51:21,GET,CYCLE/COOL,-255,0/188,-1/-1,28.5
2021-12-10 14:51:24,GET,CYCLE/COOL,-255,0/191,-1/-1,28.25
2021-12-10 14:51:27,GET,CYCLE/COOL,-255,0/194,-1/-1,28.0
2021-12-10 14:51:30,GET,CYCLE/COOL,-255,0/197,-1/-1,28.0
2021-12-10 14:51:33,GET,CYCLE/COOL,-255,0/200,-1/-1,27.75
2021-12-10 14:51:36,GET,CYCLE/COOL,-255,0/203,-1/-1,28.5
2021-12-10 14:51:39,GET,CYCLE/COOL,-255,0/206,-1/-1,28.25
2021-12-10 14:51:42,GET,CYCLE/COOL,-255,0/209,-1/-1,28.25
2021-12-10 14:51:45,GET,CYCLE/COOL,-255,0/212,-1/-1,28.25
2021-12-10 14:51:48,GET,CYCLE/COOL,-255,0/215,-1/-1,28.0
2021-12-10 14:51:51,GET,CYCLE/COOL,-255,0/218,-1/-1,28.25
2021-12-10 14:51:54,GET,CYCLE/COOL,-255,0/221,-1/-1,28.5
2021-12-10 14:51:57,GET,CYCLE/COOL,-255,0/224,-1/-1,28.25
2021-12-10 14:52:00,GET,CYCLE/COOL,-255,0/227,-1/-1,27.75
2021-12-10 14:52:03,GET,CYCLE/COOL,-255,0/231,-1/-1,28.0
2021-12-10 14:52:06,GET,CYCLE/COOL,-255,0/234,-1/-1,28.5
2021-12-10 14:52:09,GET,CYCLE/COOL,-255,0/237,-1/-1,28.0
2021-12-10 14:52:12,GET,CYCLE/COOL,-255,0/240,-1/-1,28.0
2021-12-10 14:52:15,GET,CYCLE/COOL,-255,0/243,-1/-1,28.5
2021-12-10 14:52:18,GET,CYCLE/COOL,-255,0/246,-1/-1,28.75
2021-12-10 14:52:21,GET,CYCLE/COOL,-255,0/249,-1/-1,28.5
2021-12-10 14:52:24,GET,CYCLE/COOL,-255,0/252,-1/-1,27.75
2021-12-10 14:52:27,GET,CYCLE/COOL,-255,0/255,-1/-1,28.5
2021-12-10 14:52:30,GET,CYCLE/COOL,-255,0/258,-1/-1,28.25
2021-12-10 14:52:33,GET,CYCLE/COOL,-255,0/261,-1/-1,28.25
2021-12-10 14:52:36,GET,CYCLE/COOL,-255,0/264,-1/-1,28.75
2021-12-10 14:52:39,GET,CYCLE/COOL,-255,0/267,-1/-1,28.25
2021-12-10 14:52:42,GET,CYCLE/COOL,-255,0/270,-1/-1,28.0
2021-12-10 14:52:45,GET,CYCLE/COOL,-255,0/273,-1/-1,28.0
2021-12-10 14:52:51,GET,IDLE/OFF,0,0/0,0.0/-1,27.75
2021-12-10 14:54:11,SET '20',CYCLE/IDLE,1,0/0,-1/-1,31.0
2021-12-10 14:54:14,GET,CYCLE/COOL,-255,0/3,-1/-1,31.0
2021-12-10 14:54:17,GET,CYCLE/COOL,-255,0/6,-1/-1,31.0
2021-12-10 14:54:20,GET,CYCLE/COOL,-255,0/9,-1/-1,30.75
2021-12-10 14:54:23,GET,CYCLE/COOL,-255,0/12,-1/-1,29.25
