Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C),Ambient(C)
2021-12-21 15:12:59,GET,CYCLE/COOL,-209,0/96,-1/-1,21.48,0.0
2021-12-21 15:13:02,GET,CYCLE/COOL,-219,0/99,-1/-1,21.7,0.0
2021-12-21 15:13:05,GET,CYCLE/COOL,-223,0/102,-1/-1,21.72,0.0
2021-12-21 15:13:08,GET,CYCLE/COOL,-225,0/105,-1/-1,21.7,0.0
2021-12-21 15:13:11,GET,CYCLE/COOL,-216,0/108,-1/-1,21.42,0.0
2021-12-21 15:13:14,GET,CYCLE/COOL,-224,0/111,-1/-1,21.57,0.0
2021-12-21 15:13:17,GET,CYCLE/COOL,-229,0/114,-1/-1,21.65,0.0
2021-12-21 15:13:20,GET,CYCLE/COOL,-217,0/117,-1/-1,21.29,0.0
2021-12-21 15:13:23,GET,CYCLE/COOL,-223,0/120,-1/-1,21.38,0.0
2021-12-21 15:13:26,GET,CYCLE/COOL,-222,0/123,-1/-1,21.3,0.0
2021-12-21 15:13:29,GET,CYCLE/COOL,-236,0/126,-1/-1,21.61,0.0
2021-12-21 15:13:32,GET,CYCLE/COOL,-230,0/129,-1/-1,21.4,0.0
2021-12-21 15:13:35,GET,CYCLE/COOL,-233,0/132,-1/-1,21.41,0.0
2021-12-21 15:13:38,GET,CYCLE/COOL,-237,0/135,-1/-1,21.47,0.0
2021-12-21 15:13:41,GET,CYCLE/COOL,-229,0/138,-1/-1,21.21,0.0
2021-12-21 15:13:44,GET,CYCLE/COOL,-236,0/141,-1/-1,21.34,0.0
2021-12-21 15:13:47,GET,CYCLE/COOL,-237,0/144,-1/-1,21.31,0.0
2021-12-21 15:13:50,GET,CYCLE/COOL,-240,0/147,-1/-1,21.34,0.0
2021-12-21 15:13:53,GET,CYCLE/COOL,-229,0/150,-1/-1,21.02,0.0
2021-12-21 15:13:56,GET,CYCLE/COOL,-241,0/153,-1/-1,21.27,0.0
2021-12-21 15:13:59,GET,CYCLE/COOL,-247,0/156,-1/-1,21.37,0.0
2021-12-21 15:14:02,GET,CYCLE/COOL,-238,0/159,-1/-1,21.1,0.0
2021-12-21 15:14:05,GET,CYCLE/COOL,-239,0/162,-1/-1,21.07,0.0
2021-12-21 15:14:08,GET,CYCLE/COOL,-239,0/165,-1/-1,21.02,0.0
2021-12-21 15:14:11,GET,CYCLE/COOL,-238,0/168,-1/-1,20.98,0.0
2021-12-21 15:14:14,GET,CYCLE/COOL,-233,0/171,-1/-1,20.8,0.0
2021-12-21 15:14:17,GET,CYCLE/COOL,-235,0/174,-1/-1,20.83,0.0
2021-12-21 15:14:20,GET,CYCLE/COOL,-241,0/177,-1/-1,20.93,0.0
2021-12-21 15:14:23,GET,CYCLE/COOL,-238,0/181,-1/-1,20.82,0.0
2021-12-21 15:14:26,GET,CYCLE/COOL,-241,0/184,-1/-1,20.88,0.0
2021-12-21 15:14:29,GET,STABLE/COOL,-251,185/187,20.62/21.09,21.09,0.0
2021-12-21 15:14:32,GET,STABLE/COOL,-255,185/190,20.83/21.21,21.21,0.0
2021-12-21 15:14:35,GET,STABLE/COOL,-249,185/193,20.96/21.23,20.96,0.0
2021-12-21 15:14:38,GET,STABLE/COOL,-243,185/196,20.77/21.18,20.77,0.0
2021-12-21 15:14:41,GET,STABLE/COOL,-246,185/199,20.63/20.91,20.83,0.0
2021-12-21 15:14:44,GET,STABLE/COOL,-246,185/202,20.66/20.92,20.8,0.0
2021-12-21 15:14:47,GET,STABLE/COOL,-228,185/205,20.31/20.89,20.31,0.0
2021-12-21 15:14:50,GET,STABLE/COOL,-249,185/208,20.47/20.81,20.81,0.0
2021-12-21 15:14:54,GET,STABLE/COOL,-254,185/211,20.81/21.03,20.91,0.0
2021-12-21 15:14:57,GET,STABLE/COOL,-255,185/214,20.58/20.9,20.9,0.0
2021-12-21 15:15:00,GET,STABLE/COOL,-246,185/217,20.62/20.98,20.65,0.0
2021-12-21 15:15:03,GET,STABLE/COOL,-241,185/220,20.45/20.73,20.49,0.0
2021-12-21 15:15:06,GET,STABLE/COOL,-241,185/223,20.17/20.62,20.48,0.0
2021-12-21 15:15:09,GET,STABLE/COOL,-244,185/226,20.49/20.66,20.54,0.0
2021-12-21 15:15:12,GET,STABLE/COOL,-246,185/229,20.38/20.56,20.56,0.0
2021-12-21 15:15:15,GET,STABLE/COOL,-235,185/232,20.28/20.48,20.28,0.0
2021-12-21 15:15:18,GET,STABLE/COOL,-233,185/235,20.19/20.38,20.22,0.0
2021-12-21 15:15:21,GET,STABLE/COOL,-240,185/238,20.23/20.39,20.39,0.0
2021-12-21 15:15:24,GET,STABLE/COOL,-235,185/241,20.22/20.64,20.24,0.0
2021-12-21 15:15:27,GET,STABLE/COOL,-239,185/244,20.06/20.39,20.35,0.0
2021-12-21 15:15:30,GET,STABLE/COOL,-245,185/247,20.29/20.47,20.47,0.0
2021-12-21 15:15:33,GET,STABLE/COOL,-247,185/250,20.49/20.62,20.51,0.0
2021-12-21 15:15:36,GET,STABLE/COOL,-248,185/253,20.19/20.52,20.51,0.0
2021-12-21 15:15:39,GET,STABLE/COOL,-234,185/256,20.15/20.51,20.15,0.0
2021-12-21 15:15:42,GET,STABLE/COOL,-246,185/259,20.44/20.62,20.44,0.0
2021-12-21 15:15:45,GET,STABLE/COOL,-255,185/262,20.34/20.85,20.8,0.0
2021-12-21 15:15:48,GET,STABLE/COOL,-255,185/265,20.73/20.96,20.73,0.0
2021-12-21 15:15:51,GET,STABLE/COOL,-255,185/268,20.74/20.97,20.93,0.0
2021-12-21 15:15:54,GET,STABLE/COOL,-255,185/271,20.78/20.96,20.78,0.0
2021-12-21 15:15:57,GET,STABLE/COOL,-253,185/274,20.39/20.66,20.46,0.0
2021-12-21 15:16:00,GET,STABLE/COOL,-255,185/277,20.35/20.92,20.79,0.0
2021-12-21 15:16:03,GET,STABLE/COOL,-255,185/280,20.42/20.7,20.67,0.0
2021-12-21 15:16:06,GET,STABLE/COOL,-255,185/283,20.43/20.71,20.71,0.0
2021-12-21 15:16:09,GET,STABLE/COOL,-255,185/286,20.62/20.84,20.84,0.0
2021-12-21 15:16:12,GET,STABLE/COOL,-255,185/289,20.46/20.92,20.73,0.0
2021-12-21 15:16:15,GET,STABLE/COOL,-255,185/292,20.66/20.89,20.66,0.0
2021-12-21 15:16:18,GET,STABLE/COOL,-255,185/295,20.79/21.02,20.97,0.0
2021-12-21 15:16:21,GET,STABLE/COOL,-255,185/298,20.68/20.86,20.75,0.0
2021-12-21 15:16:24,GET,STABLE/COOL,-255,185/301,20.48/21.06,20.48,0.0
2021-12-21 15:16:27,GET,STABLE/COOL,-255,185/304,20.28/20.62,20.52,0.0
2021-12-21 15:16:30,GET,STABLE/COOL,-255,185/307,20.44/20.63,20.56,0.0
2021-12-21 15:16:33,GET,STABLE/COOL,-255,185/310,20.5/20.69,20.69,0.0
2021-12-21 15:16:36,GET,STABLE/COOL,-255,185/313,20.47/20.62,20.56,0.0
2021-12-21 15:16:39,GET,STABLE/COOL,-255,185/316,20.29/20.66,20.29,0.0
2021-12-21 15:16:42,GET,STABLE/COOL,-255,185/319,20.19/20.4,20.19,0.0
2021-12-21 15:16:45,GET,STABLE/COOL,-255,185/322,20.15/20.45,20.36,0.0
2021-12-21 15:16:48,GET,STABLE/COOL,-255,185/325,20.31/20.62,20.62,0.0
2021-12-21 15:16:51,GET,STABLE/COOL,-255,185/328,20.38/20.57,20.53,0.0
2021-12-21 15:16:54,GET,STABLE/COOL,-255,185/331,20.04/20.45,20.35,0.0
2021-12-21 15:16:57,GET,STABLE/COOL,-255,185/334,20.26/20.55,20.38,0.0
2021-12-21 15:17:00,GET,STABLE/COOL,-254,185/337,19.87/20.24,20.06,0.0
2021-12-21 15:17:03,GET,STABLE/COOL,-255,185/340,20.1/20.21,20.11,0.0
2021-12-21 15:17:06,GET,STABLE/COOL,-255,185/343,20.05/20.54,20.45,0.0
2021-12-21 15:17:09,GET,STABLE/COOL,-255,185/346,20.24/20.51,20.51,0.0
2021-12-21 15:17:12,GET,STABLE/COOL,-255,185/349,20.19/20.51,20.34,0.0
2021-12-21 15:17:15,GET,STABLE/COOL,-255,185/352,20.02/20.5,20.5,0.0
2021-12-21 15:17:18,GET,STABLE/COOL,-255,185/355,20.13/20.59,20.46,0.0
2021-12-21 15:17:21,GET,STABLE/COOL,-255,185/358,20.26/20.56,20.13,0.0
2021-12-21 15:17:24,GET,STABLE/COOL,-255,185/361,20.03/20.41,20.33,0.0
2021-12-21 15:17:27,GET,STABLE/COOL,-255,185/364,20.24/20.49,20.5,0.0
2021-12-21 15:17:30,GET,STABLE/COOL,-255,185/367,20.25/20.5,20.23,0.0
2021-12-21 15:17:33,GET,STABLE/COOL,-255,185/370,20.12/20.41,20.29,0.0
2021-12-21 15:17:36,GET,STABLE/COOL,-255,185/373,20.02/20.55,20.52,0.0
2021-12-21 15:17:39,GET,STABLE/COOL,-255,185/376,20.49/20.72,20.37,0.0
2021-12-21 15:17:42,GET,STABLE/COOL,-255,185/379,20.31/20.72,20.61,0.0
2021-12-21 15:17:45,GET,STABLE/COOL,-255,185/382,20.61/20.89,20.82,0.0
2021-12-21 15:17:48,GET,STABLE/COOL,-255,185/385,20.54/20.89,20.7,0.0
2021-12-21 15:17:51,GET,STABLE/COOL,-255,185/388,20.49/20.74,20.56,0.0
2021-12-21 15:17:54,GET,STABLE/COOL,-255,185/391,20.56/20.83,20.66,0.0
2021-12-21 15:17:57,GET,STABLE/COOL,-255,185/394,20.58/20.83,20.89,0.0
2021-12-21 15:18:00,GET,STABLE/COOL,-255,185/397,20.12/20.89,19.94,0.0
2021-12-21 15:18:03,GET,STABLE/COOL,-193,185/400,18.5/19.94,18.12,0.0
2021-12-21 15:18:06,GET,STABLE/COOL,-144,185/403,17.34/18.12,17.42,0.0
2021-12-21 15:18:09,GET,STABLE/COOL,-123,185/406,16.85/17.42,16.96,0.0
2021-12-21 15:18:12,GET,STABLE/COOL,-114,185/409,16.65/16.98,16.79,0.0
2021-12-21 15:18:15,GET,STABLE/COOL,-104,185/412,16.51/16.79,16.72,0.0
2021-12-21 15:18:18,GET,STABLE/COOL,-92,185/415,16.29/16.72,16.39,0.0
2021-12-21 15:18:21,GET,STABLE/COOL,-79,185/418,16.11/16.44,16.17,0.0
2021-12-21 15:18:24,GET,STABLE/COOL,-55,185/421,15.83/16.17,15.95,0.0
2021-12-21 15:18:27,GET,STABLE/COOL,-67,185/424,15.95/16.35,16.3,0.0
2021-12-21 15:18:30,GET,STABLE/COOL,-75,185/427,16.3/16.67,16.71,0.0
2021-12-21 15:18:33,GET,STABLE/COOL,-60,185/430,16.18/16.71,16.59,0.0
2021-12-21 15:18:36,GET,STABLE/COOL,-63,185/433,16.59/16.83,16.82,0.0
2021-12-21 15:18:38,SET '15',CYCLE/COOL,-74,0/0,-1/-1,16.99,0.0
2021-12-21 15:18:41,GET,CYCLE/COOL,-97,0/3,-1/-1,17.55,0.0
2021-12-21 15:18:44,GET,CYCLE/COOL,-111,0/6,-1/-1,17.68,0.0
2021-12-21 15:18:47,GET,CYCLE/COOL,-121,0/9,-1/-1,17.76,0.0
2021-12-21 15:18:50,GET,CYCLE/COOL,-130,0/12,-1/-1,17.81,0.0
2021-12-21 15:18:53,GET,CYCLE/COOL,-129,0/15,-1/-1,17.62,0.0
2021-12-21 15:18:56,GET,CYCLE/COOL,-137,0/18,-1/-1,17.92,0.0
2021-12-21 15:18:59,GET,CYCLE/COOL,-146,0/21,-1/-1,18.1,0.0
2021-12-21 15:19:02,GET,CYCLE/COOL,-153,0/24,-1/-1,18.13,0.0
2021-12-21 15:19:05,GET,CYCLE/COOL,-159,0/27,-1/-1,18.15,0.0
2021-12-21 15:19:08,GET,CYCLE/COOL,-163,0/30,-1/-1,18.04,0.0
2021-12-21 15:19:11,GET,CYCLE/COOL,-169,0/33,-1/-1,18.04,0.0
2021-12-21 15:19:14,GET,CYCLE/COOL,-169,0/36,-1/-1,17.94,0.0
2021-12-21 15:19:17,GET,CYCLE/COOL,-176,0/39,-1/-1,18.15,0.0
2021-12-21 15:19:20,GET,CYCLE/COOL,-185,0/42,-1/-1,18.13,0.0
2021-12-21 15:19:23,GET,CYCLE/COOL,-175,0/45,-1/-1,17.76,0.0
2021-12-21 15:19:26,GET,CYCLE/COOL,-191,0/48,-1/-1,18.05,0.0
2021-12-21 15:19:29,GET,CYCLE/COOL,-192,0/51,-1/-1,17.97,0.0
2021-12-21 15:19:32,GET,CYCLE/COOL,-191,0/54,-1/-1,17.85,0.0
2021-12-21 15:19:35,GET,CYCLE/COOL,-189,0/57,-1/-1,17.69,0.0
2021-12-21 15:19:38,GET,CYCLE/COOL,-178,0/60,-1/-1,17.32,0.0
2021-12-21 15:19:41,GET,CYCLE/COOL,-186,0/63,-1/-1,17.44,0.0
2021-12-21 15:19:44,GET,CYCLE/COOL,-189,0/66,-1/-1,17.42,0.0
2021-12-21 15:19:47,GET,CYCLE/COOL,-198,0/69,-1/-1,17.55,0.0
2021-12-21 15:19:50,GET,CYCLE/COOL,-191,0/72,-1/-1,17.29,0.0
2021-12-21 15:19:53,GET,CYCLE/COOL,-198,0/75,-1/-1,17.38,0.0
2021-12-21 15:19:56,GET,CYCLE/COOL,-203,0/78,-1/-1,17.42,0.0
2021-12-21 15:19:59,GET,CYCLE/COOL,-193,0/81,-1/-1,17.08,0.0
2021-12-21 15:20:02,GET,CYCLE/COOL,-188,0/84,-1/-1,16.88,0.0
2021-12-21 15:20:05,GET,CYCLE/COOL,-185,0/87,-1/-1,16.74,0.0
2021-12-21 15:20:08,GET,CYCLE/COOL,-190,0/90,-1/-1,16.81,0.0
2021-12-21 15:20:11,GET,CYCLE/COOL,-191,0/93,-1/-1,16.77,0.0
2021-12-21 15:20:14,GET,CYCLE/COOL,-195,0/96,-1/-1,16.78,0.0
2021-12-21 15:20:17,GET,CYCLE/COOL,-206,0/99,-1/-1,16.99,0.0
2021-12-21 15:20:20,GET,CYCLE/COOL,-204,0/102,-1/-1,16.88,0.0
2021-12-21 15:20:23,GET,CYCLE/COOL,-200,0/105,-1/-1,16.73,0.0
2021-12-21 15:20:26,GET,CYCLE/COOL,-208,0/108,-1/-1,16.85,0.0
2021-12-21 15:20:29,GET,CYCLE/COOL,-181,0/111,-1/-1,16.13,0.0
2021-12-21 15:20:33,GET,CYCLE/COOL,-215,0/114,-1/-1,16.92,0.0
2021-12-21 15:20:36,GET,CYCLE/COOL,-192,0/117,-1/-1,16.28,0.0
2021-12-21 15:20:39,GET,CYCLE/COOL,-202,0/120,-1/-1,16.48,0.0
2021-12-21 15:20:42,GET,CYCLE/COOL,-200,0/123,-1/-1,16.36,0.0
2021-12-21 15:20:45,GET,CYCLE/COOL,-201,0/126,-1/-1,16.35,0.0
2021-12-21 15:20:48,GET,CYCLE/COOL,-200,0/129,-1/-1,16.26,0.0
2021-12-21 15:20:51,GET,CYCLE/COOL,-206,0/132,-1/-1,16.38,0.0
2021-12-21 15:20:54,GET,CYCLE/COOL,-207,0/135,-1/-1,16.35,0.0
2021-12-21 15:20:57,GET,CYCLE/COOL,-209,0/138,-1/-1,16.36,0.0
2021-12-21 15:21:00,GET,CYCLE/COOL,-206,0/141,-1/-1,16.23,0.0
2021-12-21 15:21:03,GET,CYCLE/COOL,-199,0/144,-1/-1,16.01,0.0
2021-12-21 15:21:06,GET,CYCLE/COOL,-206,0/147,-1/-1,16.16,0.0
2021-12-21 15:21:09,GET,CYCLE/COOL,-200,0/150,-1/-1,15.95,0.0
2021-12-21 15:21:12,GET,CYCLE/COOL,-210,0/153,-1/-1,16.16,0.0
2021-12-21 15:21:15,GET,CYCLE/COOL,-209,0/156,-1/-1,16.1,0.0
2021-12-21 15:21:18,GET,CYCLE/COOL,-221,0/159,-1/-1,16.36,0.0
2021-12-21 15:21:21,GET,CYCLE/COOL,-226,0/162,-1/-1,16.42,0.0
2021-12-21 15:21:24,GET,CYCLE/COOL,-226,0/165,-1/-1,16.35,0.0
2021-12-21 15:21:27,GET,CYCLE/COOL,-222,0/168,-1/-1,16.23,0.0
2021-12-21 15:21:30,GET,CYCLE/COOL,-218,0/171,-1/-1,16.07,0.0
2021-12-21 15:21:33,GET,CYCLE/COOL,-225,0/174,-1/-1,16.22,0.0
2021-12-21 15:21:36,GET,CYCLE/COOL,-212,0/177,-1/-1,15.84,0.0
2021-12-21 15:21:39,GET,CYCLE/COOL,-221,0/180,-1/-1,16.02,0.0
2021-12-21 15:21:42,GET,CYCLE/COOL,-226,0/183,-1/-1,16.12,0.0
2021-12-21 15:21:45,GET,CYCLE/COOL,-229,0/186,-1/-1,16.15,0.0
2021-12-21 15:21:48,GET,CYCLE/COOL,-229,0/189,-1/-1,16.09,0.0
2021-12-21 15:21:51,GET,CYCLE/COOL,-235,0/193,-1/-1,16.2,0.0
2021-12-21 15:21:54,GET,CYCLE/COOL,-231,0/196,-1/-1,16.06,0.0
2021-12-21 15:21:57,GET,CYCLE/COOL,-240,0/199,-1/-1,16.25,0.0
2021-12-21 15:22:00,GET,CYCLE/COOL,-240,0/202,-1/-1,16.19,0.0
2021-12-21 15:22:03,GET,CYCLE/COOL,-244,0/205,-1/-1,16.25,0.0
2021-12-21 15:22:06,GET,CYCLE/COOL,-248,0/208,-1/-1,16.3,0.0
2021-12-21 15:22:09,GET,CYCLE/COOL,-248,0/211,-1/-1,16.27,0.0
2021-12-21 15:22:12,GET,CYCLE/COOL,-226,0/214,-1/-1,15.66,0.0
2021-12-21 15:22:15,GET,CYCLE/COOL,-233,0/217,-1/-1,15.82,0.0
2021-12-21 15:22:18,GET,CYCLE/COOL,-232,0/220,-1/-1,15.75,0.0
2021-12-21 15:22:21,GET,CYCLE/COOL,-236,0/223,-1/-1,15.82,0.0
2021-12-21 15:22:24,GET,CYCLE/COOL,-226,0/226,-1/-1,15.55,0.0
2021-12-21 15:22:27,GET,CYCLE/COOL,-229,0/229,-1/-1,15.59,0.0
2021-12-21 15:22:30,GET,STABLE/COOL,-218,231/232,15.32/15.32,15.32,0.0
2021-12-21 15:22:33,GET,STABLE/COOL,-228,231/235,15.51/15.63,15.53,0.0
2021-12-21 15:22:36,GET,STABLE/COOL,-246,231/238,15.63/15.95,15.95,0.0
2021-12-21 15:22:39,GET,STABLE/COOL,-245,231/241,15.89/16.24,15.89,0.0
2021-12-21 15:22:42,GET,STABLE/COOL,-255,231/244,16.02/16.32,16.16,0.0
2021-12-21 15:22:45,GET,STABLE/COOL,-255,231/247,15.77/16.06,16.06,0.0
2021-12-21 15:22:48,GET,STABLE/COOL,-246,231/250,15.75/16.03,15.81,0.0
2021-12-21 15:22:51,GET,STABLE/COOL,-250,231/253,15.5/15.88,15.88,0.0
2021-12-21 15:22:54,GET,STABLE/COOL,-255,231/256,16.19/18.19,18.19,0.0
2021-12-21 15:22:57,GET,STABLE/COOL,-255,231/259,17.04/18.22,17.04,0.0
2021-12-21 15:23:00,GET,STABLE/COOL,-255,231/262,16.88/17.52,17.52,0.0
2021-12-21 15:23:03,GET,STABLE/COOL,-255,231/265,18.01/19.98,19.98,0.0
2021-12-21 15:23:06,GET,STABLE/COOL,-255,231/268,20.24/20.69,20.34,0.0
2021-12-21 15:23:09,GET,STABLE/COOL,-255,231/271,20.42/20.97,20.97,0.0
2021-12-21 15:23:12,GET,STABLE/COOL,-255,231/274,20.99/21.32,21.32,0.0
2021-12-21 15:23:15,GET,STABLE/COOL,-255,231/277,21.28/21.89,21.89,0.0
2021-12-21 15:23:18,GET,STABLE/COOL,-255,231/280,21.74/21.99,21.99,0.0
2021-12-21 15:23:21,GET,STABLE/COOL,-255,231/283,21.44/21.87,21.53,0.0
2021-12-21 15:23:24,GET,STABLE/COOL,-255,231/286,21.5/21.76,21.59,0.0
2021-12-21 15:23:27,GET,STABLE/COOL,-255,231/289,21.42/21.98,21.97,0.0
2021-12-21 15:23:30,GET,STABLE/COOL,-255,231/292,21.69/22.0,21.72,0.0
2021-12-21 15:23:33,GET,STABLE/COOL,-255,231/295,21.12/21.49,21.2,0.0
2021-12-21 15:23:36,GET,STABLE/COOL,-255,231/298,21.18/21.58,21.54,0.0
2021-12-21 15:23:39,GET,STABLE/COOL,-255,231/301,20.7/21.52,20.7,0.0
2021-12-21 15:23:42,GET,STABLE/COOL,-255,231/304,19.21/20.35,19.21,0.0
2021-12-21 15:23:45,GET,STABLE/COOL,-255,231/307,18.64/19.23,18.64,0.0
2021-12-21 15:23:48,GET,STABLE/COOL,-255,231/310,17.92/18.57,17.92,0.0
2021-12-21 15:23:51,GET,STABLE/COOL,-255,231/313,17.88/18.09,17.88,0.0
2021-12-21 15:23:54,GET,STABLE/COOL,-255,231/316,17.08/17.81,17.29,0.0
2021-12-21 15:23:57,GET,STABLE/COOL,-255,231/319,16.85/17.4,16.85,0.0
2021-12-21 15:24:00,GET,STABLE/COOL,-255,231/322,16.45/16.8,16.71,0.0
2021-12-21 15:24:03,GET,STABLE/COOL,-255,231/325,16.22/16.73,16.43,0.0
2021-12-21 15:24:06,GET,STABLE/COOL,-255,231/328,15.79/16.09,16.02,0.0
2021-12-21 15:24:09,GET,STABLE/COOL,-255,231/331,15.57/15.89,15.89,0.0
2021-12-21 15:24:12,GET,STABLE/COOL,-255,231/334,15.21/15.66,15.21,0.0
2021-12-21 15:24:15,GET,STABLE/COOL,-255,231/337,15.24/15.59,15.55,0.0
2021-12-21 15:24:18,GET,STABLE/COOL,-255,231/340,15.32/15.63,15.45,0.0
2021-12-21 15:24:21,GET,STABLE/COOL,-255,231/343,15.29/15.45,15.45,0.0
2021-12-21 15:24:24,GET,STABLE/COOL,-255,231/346,15.16/15.6,15.46,0.0
2021-12-21 15:24:27,GET,STABLE/COOL,-255,231/349,15.48/15.62,15.62,0.0
2021-12-21 15:24:30,GET,STABLE/COOL,-254,231/352,15.0/15.44,15.0,0.0
2021-12-21 15:24:33,GET,STABLE/COOL,-255,231/355,14.8/15.02,15.01,0.0
2021-12-21 15:24:36,GET,STABLE/COOL,-255,231/358,15.13/15.43,15.43,0.0
2021-12-21 15:24:39,GET,STABLE/COOL,-255,231/361,15.12/15.31,15.31,0.0
2021-12-21 15:24:42,GET,STABLE/COOL,-255,231/364,15.16/15.67,15.58,0.0
2021-12-21 15:24:45,GET,STABLE/COOL,-255,231/367,15.08/15.46,15.08,0.0
2021-12-21 15:24:48,GET,STABLE/COOL,-255,231/370,15.04/15.36,15.31,0.0
2021-12-21 15:24:51,GET,STABLE/COOL,-255,231/373,15.08/15.4,15.24,0.0
2021-12-21 15:24:54,GET,STABLE/COOL,-251,231/376,14.91/15.14,14.91,0.0
2021-12-21 15:24:57,GET,STABLE/COOL,-255,231/379,14.85/15.15,15.15,0.0
2021-12-21 15:25:00,GET,STABLE/COOL,-255,231/382,14.97/15.2,15.03,0.0
2021-12-21 15:25:03,GET,STABLE/COOL,-252,231/385,14.93/15.22,14.93,0.0
2021-12-21 15:25:06,GET,STABLE/COOL,-249,231/388,14.84/14.99,14.87,0.0
2021-12-21 15:25:09,GET,STABLE/COOL,-242,231/391,14.66/14.85,14.71,0.0
2021-12-21 15:25:12,GET,STABLE/COOL,-252,231/394,14.73/14.94,14.94,0.0
2021-12-21 15:25:15,GET,STABLE/COOL,-255,231/397,14.81/15.04,15.04,0.0
2021-12-21 15:25:18,GET,STABLE/COOL,-236,231/400,14.42/14.89,14.58,0.0
2021-12-21 15:25:21,GET,STABLE/COOL,-238,231/403,14.39/14.64,14.64,0.0
2021-12-21 15:25:24,GET,STABLE/COOL,-251,231/406,14.57/15.1,14.96,0.0
2021-12-21 15:25:27,GET,STABLE/COOL,-253,231/409,14.3/15.07,15.03,0.0
2021-12-21 15:25:30,GET,STABLE/COOL,-241,231/412,14.63/15.02,14.73,0.0
2021-12-21 15:25:33,GET,STABLE/COOL,-250,231/415,14.61/14.98,14.98,0.0
2021-12-21 15:25:36,GET,STABLE/COOL,-255,231/418,14.81/15.13,15.13,0.0
2021-12-21 15:25:39,GET,STABLE/COOL,-237,231/421,14.56/14.99,14.65,0.0
2021-12-21 15:25:42,GET,STABLE/COOL,-251,231/424,14.79/15.02,15.02,0.0
2021-12-21 15:25:45,GET,STABLE/COOL,-243,231/427,14.53/14.88,14.78,0.0
2021-12-21 15:25:48,GET,STABLE/COOL,-239,231/430,14.71/14.95,14.73,0.0
