Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C)
2021-12-08 13:20:53,GET,STABLE/HEAT,13,0/122,30.0/30.0,30.0
2021-12-08 13:20:56,GET,STABLE/HEAT,13,0/125,29.75/30.25,30.0
2021-12-08 13:20:59,GET,STABLE/HEAT,10,0/128,29.75/30.5,30.25
2021-12-08 13:21:02,GET,STABLE/HEAT,10,0/131,29.5/30.25,30.25
2021-12-08 13:21:05,GET,STABLE/HEAT,13,0/135,29.75/30.25,29.75
2021-12-08 13:21:08,GET,STABLE/HEAT,9,0/138,29.75/30.5,30.0
2021-12-08 13:21:11,GET,STABLE/HEAT,13,0/141,29.75/30.5,29.75
2021-12-08 13:21:14,GET,STABLE/HEAT,10,0/144,30.0/30.25,30.25
2021-12-08 13:21:17,GET,STABLE/HEAT,10,0/147,30.0/30.25,30.25
2021-12-08 13:21:20,GET,STABLE/HEAT,10,0/150,29.75/30.25,30.25
2021-12-08 13:21:23,GET,STABLE/HEAT,10,0/153,30.0/30.25,30.25
2021-12-08 13:21:26,GET,STABLE/HEAT,12,0/156,29.75/30.25,30.25
2021-12-08 13:21:29,GET,STABLE/HEAT,12,0/159,29.75/30.25,30.0
2021-12-08 13:21:32,GET,STABLE/HEAT,9,0/162,30.0/30.25,30.0
2021-12-08 13:21:35,GET,STABLE/HEAT,12,0/165,29.75/30.25,30.0
2021-12-08 13:21:38,GET,STABLE/HEAT,9,0/168,30.0/30.25,30.5
2021-12-08 13:21:41,GET,STABLE/HEAT,9,0/171,30.0/30.25,29.5
2021-12-08 13:21:44,GET,STABLE/HEAT,12,0/174,29.75/30.25,30.0
2021-12-08 13:21:47,GET,STABLE/HEAT,9,0/177,30.0/30.25,30.0
2021-12-08 13:21:50,GET,STABLE/HEAT,9,0/180,30.0/30.25,30.0
2021-12-08 13:22:11,SET '=OFFSET 4.00',STABLE/HEAT,8,0/201,29.75/30.25,30.25
2021-12-08 13:22:11,SET '+OFFSET -0.00',STABLE/HEAT,8,0/201,-1/-1,30.25
2021-12-08 13:22:11,SET '-OFFSET 0.00',STABLE/HEAT,8,0/201,-1/-1,30.25
2021-12-08 13:22:11,SET '32',CYCLE/HEAT,8,0/0,-1/-1,30.25
2021-12-08 13:22:14,GET,CYCLE/HEAT,11,0/3,-1/-1,30.0
2021-12-08 13:22:17,GET,CYCLE/HEAT,15,0/6,-1/-1,30.0
2021-12-08 13:22:20,GET,CYCLE/HEAT,18,0/9,-1/-1,29.75
2021-12-08 13:22:23,GET,CYCLE/HEAT,21,0/12,-1/-1,30.25
2021-12-08 13:22:26,GET,CYCLE/HEAT,23,0/15,-1/-1,30.0
2021-12-08 13:22:29,GET,CYCLE/HEAT,25,0/18,-1/-1,30.0
2021-12-08 13:22:32,GET,CYCLE/HEAT,28,0/21,-1/-1,30.25
2021-12-08 13:22:35,GET,CYCLE/HEAT,31,0/24,-1/-1,30.25
2021-12-08 13:22:38,GET,CYCLE/HEAT,34,0/27,-1/-1,29.75
2021-12-08 13:22:41,GET,CYCLE/HEAT,36,0/30,-1/-1,30.25
2021-12-08 13:22:44,GET,CYCLE/HEAT,38,0/33,-1/-1,30.5
2021-12-08 13:22:47,GET,CYCLE/HEAT,40,0/36,-1/-1,30.25
2021-12-08 13:22:50,GET,CYCLE/HEAT,45,0/39,-1/-1,30.5
2021-12-08 13:22:53,GET,CYCLE/HEAT,48,0/42,-1/-1,30.0
2021-12-08 13:22:56,GET,CYCLE/HEAT,49,0/45,-1/-1,30.5
2021-12-08 13:22:59,GET,CYCLE/HEAT,50,0/48,-1/-1,30.5
2021-12-08 13:23:02,GET,CYCLE/HEAT,55,0/51,-1/-1,30.5
2021-12-08 13:23:05,GET,CYCLE/HEAT,53,0/54,-1/-1,30.75
2021-12-08 13:23:08,GET,CYCLE/HEAT,58,0/57,-1/-1,30.75
2021-12-08 13:23:11,GET,CYCLE/HEAT,56,0/60,-1/-1,31.0
2021-12-08 13:23:14,GET,CYCLE/HEAT,58,0/63,-1/-1,30.75
2021-12-08 13:23:17,GET,CYCLE/HEAT,62,0/66,-1/-1,31.0
2021-12-08 13:23:20,GET,CYCLE/HEAT,61,0/69,-1/-1,31.25
2021-12-08 13:23:23,GET,CYCLE/HEAT,61,0/72,-1/-1,30.75
2021-12-08 13:23:26,GET,CYCLE/HEAT,63,0/75,-1/-1,30.75
2021-12-08 13:23:29,GET,CYCLE/HEAT,65,0/78,-1/-1,31.25
2021-12-08 13:23:32,GET,STABLE/HEAT,64,80/81,31.25/31.5,31.5
2021-12-08 13:23:35,GET,STABLE/HEAT,68,80/84,31.0/31.5,31.25
2021-12-08 13:23:38,GET,STABLE/HEAT,66,80/87,31.0/31.75,31.25
2021-12-08 13:23:41,GET,STABLE/HEAT,69,80/90,31.0/31.5,31.5
2021-12-08 13:23:44,GET,STABLE/HEAT,67,80/93,31.5/31.75,31.5
2021-12-08 13:23:47,GET,STABLE/HEAT,67,80/96,31.5/31.75,31.75
