Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C)
2021-12-08 13:23:50,GET,STABLE/HEAT,68,80/99,31.25/31.75,32.0
2021-12-08 13:23:53,GET,STABLE/HEAT,68,80/102,31.25/32.0,31.75
2021-12-08 13:23:56,GET,STABLE/HEAT,68,80/105,31.5/32.0,31.75
2021-12-08 13:23:59,GET,STABLE/HEAT,69,80/108,31.75/32.0,32.0
2021-12-08 13:24:02,GET,STABLE/HEAT,69,80/111,32.0/32.0,32.25
2021-12-08 13:24:05,GET,STABLE/HEAT,69,80/114,31.75/32.5,32.0
2021-12-08 13:24:08,GET,STABLE/HEAT,66,80/117,31.75/32.25,32.25
2021-12-08 13:24:11,GET,STABLE/HEAT,66,80/120,32.25/32.25,32.25
2021-12-08 13:24:14,GET,STABLE/HEAT,64,80/123,32.25/32.5,32.25
2021-12-08 13:24:17,GET,STABLE/HEAT,65,80/126,32.0/32.25,32.25
2021-12-08 13:24:20,GET,STABLE/HEAT,63,80/129,31.5/32.5,32.0
2021-12-08 13:24:23,GET,STABLE/HEAT,64,80/132,32.0/32.5,32.25
2021-12-08 13:24:26,GET,STABLE/HEAT,62,80/135,32.25/32.5,32.25
2021-12-08 13:24:29,GET,STABLE/HEAT,60,80/138,32.0/32.75,32.75
2021-12-08 13:24:32,GET,STABLE/HEAT,61,80/141,32.25/32.75,32.5
2021-12-08 13:24:35,GET,STABLE/HEAT,59,80/145,32.25/32.75,32.25
2021-12-08 13:26:41,GET,STABLE/HEAT,27,80/270,31.75/33.25,32.25
