Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C)
2021-12-08 11:40:26,GET,STABLE/COOL,-255,2/529,29.5/30.0,29.5
2021-12-08 11:40:29,GET,STABLE/COOL,-255,2/532,29.5/30.0,30.0
2021-12-08 11:40:32,GET,STABLE/COOL,-255,2/535,29.75/30.0,30.0
2021-12-08 11:40:35,GET,STABLE/COOL,-255,2/538,30.0/30.0,29.75
2021-12-08 11:40:38,GET,STABLE/COOL,-255,2/541,29.75/30.25,29.75
2021-12-08 11:40:41,GET,STABLE/COOL,-255,2/544,29.75/30.0,30.0
2021-12-08 11:40:44,GET,STABLE/COOL,-255,2/547,30.0/30.25,30.0
2021-12-08 11:40:47,GET,STABLE/COOL,-255,2/550,29.75/30.25,30.25
2021-12-08 11:40:50,GET,STABLE/COOL,-255,2/553,30.0/30.25,30.0
2021-12-08 11:40:53,GET,STABLE/COOL,-255,2/556,29.5/30.25,30.5
2021-12-08 11:40:56,GET,STABLE/COOL,-255,2/559,30.0/30.5,30.25
2021-12-08 11:40:59,GET,STABLE/COOL,-255,2/562,29.75/30.25,30.25
2021-12-08 11:41:02,GET,STABLE/COOL,-255,2/565,30.0/30.25,30.0
2021-12-08 11:41:05,GET,STABLE/COOL,-255,2/568,29.75/30.25,30.0
2021-12-08 11:41:08,GET,STABLE/COOL,-255,2/571,29.75/30.5,30.5
2021-12-08 11:41:11,GET,STABLE/COOL,-255,2/574,30.0/30.5,30.0
2021-12-08 11:41:14,GET,STABLE/COOL,-255,2/577,29.75/30.25,30.25
2021-12-08 11:41:17,GET,STABLE/COOL,-255,2/580,30.0/30.25,30.5
2021-12-08 11:41:20,GET,STABLE/COOL,-255,2/583,30.0/30.5,30.25
2021-12-08 11:41:23,GET,STABLE/COOL,-255,2/586,30.25/30.5,30.0
2021-12-08 11:41:26,GET,STABLE/COOL,-255,2/589,30.0/30.5,30.5
2021-12-08 11:41:29,GET,STABLE/COOL,-255,2/592,30.0/30.5,30.25
2021-12-08 11:41:32,GET,STABLE/COOL,-255,2/595,30.25/30.5,30.5
2021-12-08 11:41:35,GET,STABLE/COOL,-255,2/598,30.25/30.75,30.0
2021-12-08 11:41:38,GET,STABLE/COOL,-255,2/601,30.0/30.5,30.5
2021-12-08 11:41:41,GET,STABLE/COOL,-255,2/604,30.0/30.5,30.5
2021-12-08 11:41:44,GET,STABLE/COOL,-255,2/607,29.75/30.5,30.5
2021-12-08 11:41:47,GET,STABLE/COOL,-255,2/610,30.25/30.75,30.25
2021-12-08 11:41:50,GET,STABLE/COOL,-255,2/613,30.0/30.75,30.0
2021-12-08 11:41:53,GET,STABLE/COOL,-255,2/616,30.25/30.75,30.75
2021-12-08 11:41:56,GET,STABLE/COOL,-255,2/620,30.25/30.75,30.75
2021-12-08 11:41:59,GET,STABLE/COOL,-255,2/623,30.0/31.0,30.25
2021-12-08 11:42:02,GET,STABLE/COOL,-255,2/626,30.0/30.75,30.5
2021-12-08 11:42:05,GET,STABLE/COOL,-255,2/629,30.25/30.75,29.75
2021-12-08 11:42:08,GET,STABLE/COOL,-255,2/632,30.25/31.0,30.5
2021-12-08 11:42:11,GET,STABLE/COOL,-255,2/635,30.5/30.75,30.5
2021-12-08 11:42:14,GET,STABLE/COOL,-255,2/638,30.0/30.75,30.5
2021-12-08 11:42:17,GET,STABLE/COOL,-255,2/641,30.5/30.75,30.5
2021-12-08 11:42:20,GET,STABLE/COOL,-255,2/644,30.0/31.0,30.75
2021-12-08 11:42:23,GET,STABLE/COOL,-255,2/647,30.5/31.0,31.0
2021-12-08 11:42:26,GET,STABLE/COOL,-255,2/650,30.25/30.75,31.0
2021-12-08 11:42:29,GET,STABLE/COOL,-255,2/653,30.5/31.0,30.75
2021-12-08 11:42:32,GET,STABLE/COOL,-255,2/656,30.5/31.0,31.0
2021-12-08 11:42:35,GET,STABLE/COOL,-255,2/659,30.0/31.0,30.75
2021-12-08 11:42:38,GET,STABLE/COOL,-255,2/662,30.5/30.75,30.75
2021-12-08 11:42:41,GET,STABLE/COOL,-255,2/665,30.5/31.0,30.75
2021-12-08 11:42:44,GET,STABLE/COOL,-255,2/668,30.25/30.75,30.75
2021-12-08 11:42:47,GET,STABLE/COOL,-255,2/671,30.5/31.0,30.5
2021-12-08 11:42:50,GET,STABLE/COOL,-255,2/674,30.5/31.0,30.75
2021-12-08 11:42:53,GET,STABLE/COOL,-255,2/677,30.5/30.75,31.0
2021-12-08 11:42:56,GET,STABLE/COOL,-255,2/680,30.25/31.0,30.25
2021-12-08 11:42:59,GET,STABLE/COOL,-255,2/683,30.25/31.0,31.0
2021-12-08 11:43:02,GET,STABLE/COOL,-255,2/686,30.0/31.0,31.0
2021-12-08 11:43:05,GET,STABLE/COOL,-255,2/689,30.5/31.0,30.75
2021-12-08 11:43:08,GET,STABLE/COOL,-255,2/692,30.75/31.0,31.0
2021-12-08 11:43:11,GET,STABLE/COOL,-255,2/695,30.5/31.0,31.0
2021-12-08 11:43:14,GET,STABLE/COOL,-255,2/698,30.5/31.0,30.5
2021-12-08 11:43:17,GET,STABLE/COOL,-255,2/701,30.5/31.0,30.75
2021-12-08 11:43:20,GET,STABLE/COOL,-255,2/704,30.75/31.0,31.0
2021-12-08 11:43:23,GET,STABLE/COOL,-255,2/707,30.75/31.25,31.0
2021-12-08 11:43:26,GET,STABLE/COOL,-255,2/710,30.75/31.0,30.5
2021-12-08 11:43:29,GET,STABLE/COOL,-255,2/713,30.5/31.0,31.0
2021-12-08 11:43:32,GET,STABLE/COOL,-255,2/716,31.0/31.0,30.75
2021-12-08 11:43:35,GET,STABLE/COOL,-255,2/719,30.75/31.25,30.75
2021-12-08 11:43:38,GET,STABLE/COOL,-255,2/722,30.5/31.25,31.0
2021-12-08 11:43:41,GET,STABLE/COOL,-255,2/725,30.5/31.0,31.0
2021-12-08 11:43:44,GET,STABLE/COOL,-255,2/728,30.25/31.25,31.0
2021-12-08 11:43:47,GET,STABLE/COOL,-255,2/731,31.0/31.25,31.0
2021-12-08 11:43:50,GET,STABLE/COOL,-255,2/734,30.75/31.25,31.0
2021-12-08 11:43:53,GET,STABLE/COOL,-255,2/737,30.5/31.25,31.0
2021-12-08 11:43:56,GET,STABLE/COOL,-255,2/740,30.75/31.0,30.75
2021-12-08 11:43:59,GET,STABLE/COOL,-255,2/743,30.5/31.25,31.25
2021-12-08 11:44:02,GET,STABLE/COOL,-255,2/746,31.25/31.25,31.25
2021-12-08 11:44:06,GET,STABLE/COOL,-255,2/749,30.75/31.25,30.75
2021-12-08 11:44:09,GET,STABLE/COOL,-255,2/752,30.75/31.25,31.25
2021-12-08 11:44:12,GET,STABLE/COOL,-255,2/755,30.75/31.25,30.75
2021-12-08 11:44:15,GET,STABLE/COOL,-255,2/758,30.25/31.25,31.0
2021-12-08 11:44:18,GET,STABLE/COOL,-255,2/761,30.5/31.0,31.25
2021-12-08 11:44:21,GET,STABLE/COOL,-255,2/764,30.75/31.25,31.25
2021-12-08 11:44:24,GET,STABLE/COOL,-255,2/767,30.75/31.25,30.25
