Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C),Ambient(C)
2021-12-21 14:26:58,SET '=OFFSET 0.00',IDLE/OFF,0,0/0,0.0/-1,26.25,0.0
2021-12-21 14:26:58,SET '+OFFSET -0.00',IDLE/OFF,0,0/0,-1/-1,26.25,0.0
2021-12-21 14:26:58,SET '-OFFSET 0.00',IDLE/OFF,0,0/0,-1/-1,26.25,0.0
2021-12-21 14:26:58,SET '25',CYCLE/IDLE,1,0/0,-1/-1,26.25,0.0
2021-12-21 14:27:02,GET,STABLE/COOL,-33,1/3,26.0/26.0,26.0,0.0
2021-12-21 14:27:03,SET '20',CYCLE/COOL,-37,0/0,-1/-1,26.0,0.0
2021-12-21 14:27:06,GET,CYCLE/COOL,-193,0/3,-1/-1,26.0,0.0
2021-12-21 14:27:09,GET,CYCLE/COOL,-236,0/6,-1/-1,26.0,0.0
2021-12-21 14:27:12,GET,CYCLE/COOL,-255,0/9,-1/-1,26.0,0.0
2021-12-21 14:27:15,GET,CYCLE/COOL,-255,0/12,-1/-1,25.75,0.0
2021-12-21 14:27:18,GET,CYCLE/COOL,-255,0/15,-1/-1,25.75,0.0
2021-12-21 14:27:21,GET,CYCLE/COOL,-255,0/18,-1/-1,26.0,0.0
2021-12-21 14:27:24,GET,CYCLE/COOL,-255,0/21,-1/-1,25.75,0.0
2021-12-21 14:27:27,GET,CYCLE/COOL,-255,0/24,-1/-1,25.75,0.0
2021-12-21 14:27:30,GET,CYCLE/COOL,-255,0/27,-1/-1,25.75,0.0
2021-12-21 14:27:33,GET,CYCLE/COOL,-255,0/30,-1/-1,25.75,0.0
2021-12-21 14:27:36,GET,CYCLE/COOL,-255,0/33,-1/-1,25.5,0.0
2021-12-21 14:27:39,GET,CYCLE/COOL,-255,0/36,-1/-1,25.75,0.0
2021-12-21 14:27:42,GET,CYCLE/COOL,-255,0/39,-1/-1,25.5,0.0
2021-12-21 14:27:45,GET,CYCLE/COOL,-255,0/42,-1/-1,25.0,0.0
2021-12-21 14:27:48,GET,CYCLE/COOL,-255,0/45,-1/-1,24.5,0.0
2021-12-21 14:27:51,GET,CYCLE/COOL,-255,0/48,-1/-1,24.0,0.0
2021-12-21 14:27:54,GET,CYCLE/COOL,-255,0/51,-1/-1,23.5,0.0
2021-12-21 14:27:57,GET,CYCLE/COOL,-255,0/54,-1/-1,22.5,0.0
2021-12-21 14:28:00,GET,CYCLE/COOL,-255,0/57,-1/-1,22.0,0.0
2021-12-21 14:28:03,GET,CYCLE/COOL,-255,0/60,-1/-1,21.25,0.0
2021-12-21 14:28:06,GET,CYCLE/COOL,-255,0/63,-1/-1,21.0,0.0
2021-12-21 14:28:09,GET,STABLE/COOL,-255,66/66,20.5/20.5,20.5,0.0
2021-12-21 14:28:12,GET,STABLE/COOL,-255,66/69,20.0/20.5,20.25,0.0
2021-12-21 14:28:15,GET,STABLE/COOL,-239,66/72,19.5/19.75,19.5,0.0
2021-12-21 14:28:18,GET,STABLE/COOL,-228,66/75,19.0/19.5,19.0,0.0
2021-12-21 14:28:21,GET,STABLE/COOL,-194,66/78,18.25/19.25,18.25,0.0
2021-12-21 14:28:24,GET,STABLE/COOL,-175,66/81,18.0/18.5,18.0,0.0
2021-12-21 14:28:27,GET,STABLE/COOL,-158,66/84,17.5/18.0,17.75,0.0
2021-12-21 14:28:30,GET,STABLE/COOL,-142,66/87,17.5/18.25,18.0,0.0
2021-12-21 14:28:33,GET,STABLE/COOL,-118,66/90,17.25/17.75,18.0,0.0
2021-12-21 14:28:36,GET,STABLE/COOL,-92,66/93,17.25/17.75,17.5,0.0
2021-12-21 14:28:39,GET,STABLE/COOL,-60,66/96,16.75/17.75,17.5,0.0
2021-12-21 14:28:42,GET,STABLE/COOL,-53,66/99,17.0/17.5,17.75,0.0
2021-12-21 14:28:45,GET,STABLE/COOL,-33,66/102,17.0/17.5,17.75,0.0
2021-12-21 14:28:48,GET,STABLE/COOL,-28,66/105,17.5/18.0,17.25,0.0
2021-12-21 14:28:51,GET,STABLE/COOL,-12,66/108,17.5/18.0,18.0,0.0
2021-12-21 14:28:54,GET,STABLE/HEAT,23,66/111,17.25/18.25,18.25,0.0
2021-12-21 14:28:57,GET,STABLE/HEAT,21,66/114,18.0/18.75,18.5,0.0
2021-12-21 14:29:00,GET,STABLE/HEAT,28,66/117,18.5/19.0,18.75,0.0
2021-12-21 14:29:03,GET,STABLE/HEAT,23,66/120,19.0/19.25,19.25,0.0
2021-12-21 14:29:06,GET,STABLE/HEAT,21,66/123,19.25/20.0,20.0,0.0
2021-12-21 14:29:09,GET,STABLE/HEAT,1,66/126,20.25/22.25,21.5,0.0
2021-12-21 14:29:12,GET,STABLE/COOL,-71,66/129,21.5/22.25,22.25,0.0
2021-12-21 14:29:15,GET,STABLE/COOL,-74,66/132,21.75/22.25,22.0,0.0
