Date,Time,Relative_time,Temperature,Peak Magnitude (RAW),Resonance_Frequency,Dissipation
2021-11-15,13:07:39,0.1448,26.0,1547,5346815.0,0.000748296951018657
2021-11-15,13:07:39,0.1451,26.0,1511,5346817.0,0.0007926480502119256
2021-11-15,13:07:39,0.1453,26.0,1463,5346813.0,0.0008558985467861194
2021-11-15,13:07:39,0.1454,26.0,1464,5346810.0,0.0008545306928232434
2021-11-15,13:07:39,0.1455,26.0,1482,5346813.0,0.0008302797697611379
2021-11-15,13:07:39,0.1457,26.0,1479,5346810.0,0.0008342732613202008
2021-11-15,13:07:39,0.1459,26.0,1478,5346813.0,0.0008356086890540462
2021-11-15,13:07:39,0.146,26.0,1494,5346819.0,0.0008144960507554425
2021-11-15,13:07:39,0.1462,26.0,1493,5346819.0,0.0008157998209536688
2021-11-15,13:07:39,0.1463,26.0,1475,5346822.0,0.0008396278117256452
2021-11-15,13:07:39,0.1465,26.0,1474,5346825.0,0.0008409718105302
2021-11-15,13:07:39,0.1466,26.0,1478,5346825.0,0.0008356086890540462
2021-11-15,13:07:39,0.1467,26.0,1479,5346822.0,0.0008342732613202008
2021-11-15,13:07:39,0.1469,26.0,1477,5346822.0,0.0008369462544175088
2021-11-15,13:07:39,0.147,26.0,1478,5346825.0,0.0008356086890540462
2021-11-15,13:07:39,0.1472,26.0,1480,5346822.0,0.0008329399677997208
2021-11-15,13:07:39,0.1474,26.0,1482,5346825.0,0.0008302797697611379
2021-11-15,13:07:39,0.1476,26.0,1478,5346831.0,0.0008356086890540462
2021-11-15,13:07:39,0.1477,26.0,1475,5346831.0,0.0008396278117256452
2021-11-15,13:07:39,0.1479,26.0,1476,5346828.0,0.0008382859608323094
2021-11-15,13:07:39,0.1481,26.0,1478,5346828.0,0.0008356086890540462
2021-11-15,13:07:39,0.1482,26.0,1480,5346834.0,0.0008329399677997208
2021-11-15,13:07:39,0.1483,26.0,1476,5346834.0,0.0008382859608323094
2021-11-15,13:07:39,0.1485,26.0,1475,5346831.0,0.0008396278117256452
2021-11-15,13:07:39,0.1486,26.0,1479,5346834.0,0.0008342732613202008
2021-11-15,13:07:39,0.1488,26.0,1478,5346831.0,0.0008356086890540462
2021-11-15,13:07:39,0.149,26.0,1479,5346831.0,0.0008342732613202008
2021-11-15,13:07:39,0.1492,26.0,1476,5346837.0,0.0008382859608323094
2021-11-15,13:07:39,0.1494,26.0,1462,5346837.0,0.000857268590283531
2021-11-15,13:07:39,0.1495,26.0,1464,5346834.0,0.0008545306928232434
2021-11-15,13:07:39,0.1496,26.0,1471,5346837.0,0.000845016728820487
2021-11-15,13:07:39,0.1498,26.0,1476,5346834.0,0.0008382859608323094
2021-11-15,13:07:39,0.15,26.0,1478,5346837.0,0.0008356086890540462
2021-11-15,13:07:40,0.1502,26.0,1474,5346837.0,0.0008409718105302
2021-11-15,13:07:40,0.1504,26.0,1475,5346831.0,0.0008396278117256452
2021-11-15,13:07:40,0.1505,26.0,1477,5346831.0,0.0008369462544175088
2021-11-15,13:07:40,0.1507,26.0,1461,5346831.0,0.0008586408268202835
2021-11-15,13:07:40,0.1508,26.0,1460,5346828.0,0.0008600152599067919
2021-11-15,13:07:40,0.151,26.0,1465,5346831.0,0.0008531650248956995
2021-11-15,13:07:40,0.1511,26.0,1477,5346831.0,0.0008369462544175088
