Date,Time,Relative_time,Temperature,Peak Magnitude (RAW),Resonance_Frequency,Dissipation
2021-12-07,16:39:57,0.1454,31.5,1711,5301376.0,0.0005756464624569116
2021-12-07,16:39:57,0.1458,31.5,1634,5301378.0,0.000651091152690134
2021-12-07,16:39:57,0.1459,31.5,1552,5301371.0,0.000742336580067661
2021-12-07,16:39:57,0.1461,31.5,1539,5301371.0,0.0007579332468782536
2021-12-07,16:39:57,0.1463,31.5,1544,5301368.0,0.0007518961204388937
2021-12-07,16:39:57,0.1465,31.5,1558,5301365.0,0.0007352467696964593
2021-12-07,16:39:57,0.1467,31.5,1556,5301362.0,0.0007376024841024404
2021-12-07,16:39:57,0.1469,31.5,1554,5301362.0,0.0007399657461653323
2021-12-07,16:39:57,0.1471,31.5,1549,5301362.0,0.0007459070812101092
2021-12-07,16:39:57,0.1473,31.5,1548,5301362.0,0.0007471010605083829
2021-12-07,16:39:57,0.1475,31.5,1544,5301368.0,0.0007518961204388937
2021-12-07,16:39:57,0.1476,31.5,1541,5301368.0,0.0007555126011958906
2021-12-07,16:39:57,0.1479,31.5,1552,5301359.0,0.000742336580067661
2021-12-07,16:39:57,0.1481,31.5,1557,5301359.0,0.0007364236849507241
2021-12-07,16:39:57,0.1483,31.5,1555,5301359.0,0.0007387831701671776
2021-12-07,16:39:57,0.1486,31.5,1556,5301362.0,0.0007376024841024404
2021-12-07,16:39:57,0.1488,31.5,1550,5301374.0,0.0007447150100694331
2021-12-07,16:39:57,0.1489,31.5,1548,5301377.0,0.0007471010605083829
2021-12-07,16:39:57,0.1492,31.5,1555,5301374.0,0.0007387831701671776
2021-12-07,16:39:57,0.1494,31.5,1553,5301374.0,0.0007411502151221356
2021-12-07,16:39:57,0.1496,31.5,1553,5301371.0,0.0007411502151221356
2021-12-07,16:39:57,0.1498,31.5,1555,5301365.0,0.0007387831701671776
2021-12-07,16:39:57,0.1499,31.5,1555,5301368.0,0.0007387831701671776
2021-12-07,16:39:57,0.1501,31.5,1553,5301371.0,0.0007411502151221356
2021-12-07,16:39:57,0.1503,31.5,1551,5301371.0,0.000743524844036833
2021-12-07,16:39:57,0.1505,31.5,1550,5301371.0,0.0007447150100694331
2021-12-07,16:39:57,0.1507,31.5,1553,5301368.0,0.0007411502151221356
2021-12-07,16:39:57,0.1509,31.5,1560,5301371.0,0.0007328985788420963
2021-12-07,16:39:57,0.1512,31.5,1561,5301371.0,0.0007317272972349249
2021-12-07,16:39:57,0.1514,31.5,1551,5301371.0,0.000743524844036833
2021-12-07,16:39:57,0.1516,31.5,1539,5301380.0,0.0007579332468782536
2021-12-07,16:39:57,0.1517,31.5,1535,5301383.0,0.0007627978301779144
2021-12-07,16:39:57,0.1519,31.5,1542,5301380.0,0.000754305178996812
2021-12-07,16:39:57,0.1521,31.5,1560,5301380.0,0.0007328985788420963
2021-12-07,16:39:57,0.1523,31.5,1535,5301380.0,0.0007627978301779144
2021-12-07,16:39:57,0.1524,31.5,1546,5301383.0,0.0007494947558002233
2021-12-07,16:39:57,0.1525,31.5,1558,5301380.0,0.0007352467696964593
2021-12-07,16:39:57,0.1527,31.5,1556,5301383.0,0.0007376024841024404
2021-12-07,16:39:57,0.1529,31.5,1555,5301383.0,0.0007387831701671776
2021-12-07,16:39:57,0.1531,31.5,1543,5301383.0,0.0007530996864390983
2021-12-07,16:39:57,0.1533,31.5,1543,5301383.0,0.0007530996864390983
2021-12-07,16:39:57,0.1535,31.5,1556,5301383.0,0.0007376024841024404
2021-12-07,16:39:57,0.1536,31.5,1543,5301389.0,0.0007530996864390983
2021-12-07,16:39:57,0.1537,31.5,1543,5301389.0,0.0007530996864390983
2021-12-07,16:39:57,0.1539,31.5,1557,5301383.0,0.0007364236849507241
2021-12-07,16:39:57,0.1541,31.5,1557,5301383.0,0.0007364236849507241
2021-12-07,16:39:57,0.1543,31.5,1550,5301383.0,0.0007447150100694331
2021-12-07,16:39:57,0.1544,31.5,1546,5301377.0,0.0007494947558002233
2021-12-07,16:39:57,0.1546,31.5,1545,5301374.0,0.0007506944779172709
2021-12-07,16:39:57,0.1549,31.5,1550,5301386.0,0.0007447150100694331
2021-12-07,16:39:57,0.1551,31.5,1551,5301383.0,0.000743524844036833
2021-12-07,16:39:57,0.1554,31.5,1550,5301386.0,0.0007447150100694331
2021-12-07,16:39:57,0.1556,31.5,1558,5301398.0,0.0007352467696964593
2021-12-07,16:39:57,0.1559,31.5,1560,5301398.0,0.0007328985788420963
2021-12-07,16:39:57,0.1561,31.5,1560,5301392.0,0.0007328985788420963
2021-12-07,16:39:57,0.1563,31.5,1553,5301386.0,0.0007411502151221356
2021-12-07,16:39:57,0.1565,31.5,1546,5301386.0,0.0007494947558002233
2021-12-07,16:39:57,0.1567,31.5,1550,5301383.0,0.0007447150100694331
2021-12-07,16:39:57,0.1568,31.5,1540,5301389.0,0.0007567219561251256
2021-12-07,16:39:57,0.157,31.5,1540,5301389.0,0.0007567219561251256
