Date,Time,Relative_time,Temperature,Peak Magnitude (RAW),Resonance_Frequency,Dissipation
2021-11-09,13:49:11,0.1428,26.75,1508,5304394.0,0.0007964605401859252
2021-11-09,13:49:11,0.1431,26.75,1480,5304396.0,0.0008329399677997208
2021-11-09,13:49:11,0.1433,26.75,1432,5304392.0,0.0008994056161612346
2021-11-09,13:49:11,0.1434,26.75,1431,5304395.0,0.0009008453017648429
2021-11-09,13:49:11,0.1436,26.75,1445,5304392.0,0.0008808977465294174
2021-11-09,13:49:11,0.1437,26.75,1442,5304392.0,0.0008851347011599929
2021-11-09,13:49:11,0.1439,26.75,1448,5304389.0,0.0008766810733142218
2021-11-09,13:49:11,0.1441,26.75,1447,5304392.0,0.0008780843835643772
2021-11-09,13:49:11,0.1443,26.75,1447,5304392.0,0.0008780843835643772
2021-11-09,13:49:11,0.1444,26.75,1446,5304392.0,0.0008794899401042246
2021-11-09,13:49:11,0.1446,26.75,1429,5304395.0,0.0009037315902089303
2021-11-09,13:49:11,0.1447,26.75,1416,5304392.0,0.0009227192042874543
2021-11-09,13:49:11,0.1449,26.75,1427,5304392.0,0.000906627126257425
2021-11-09,13:49:11,0.145,26.75,1445,5304389.0,0.0008808977465294174
2021-11-09,13:49:11,0.1452,26.75,1444,5304392.0,0.0008823078064413649
2021-11-09,13:49:11,0.1454,26.75,1433,5304395.0,0.0008979682313906696
2021-11-09,13:49:11,0.1456,26.75,1437,5304392.0,0.0008922416271854245
2021-11-09,13:49:11,0.1457,26.75,1446,5304389.0,0.0008794899401042246
2021-11-09,13:49:11,0.1459,26.75,1448,5304389.0,0.0008766810733142218
2021-11-09,13:49:11,0.1461,26.75,1448,5304389.0,0.0008766810733142218
2021-11-09,13:49:11,0.1462,26.75,1439,5304383.0,0.0008893920347557917
2021-11-09,13:49:11,0.1464,26.75,1436,5304380.0,0.0008936698453358528
2021-11-09,13:49:11,0.1465,26.75,1428,5304380.0,0.0009051782004330284
2021-11-09,13:49:11,0.1467,26.75,1428,5304380.0,0.0009051782004330284
2021-11-09,13:49:11,0.1468,26.75,1430,5304383.0,0.0009022872918844559
2021-11-09,13:49:11,0.147,26.75,1435,5304383.0,0.0008951003496462442
2021-11-09,13:49:11,0.1472,26.75,1448,5304380.0,0.0008766810733142218
2021-11-09,13:49:11,0.1473,26.75,1441,5304380.0,0.0008865515431983528
2021-11-09,13:49:11,0.1474,26.75,1432,5304377.0,0.0008994056161612346
2021-11-09,13:49:11,0.1476,26.75,1436,5304377.0,0.0008936698453358528
2021-11-09,13:49:11,0.1477,26.75,1444,5304380.0,0.0008823078064413649
2021-11-09,13:49:11,0.1479,26.75,1435,5304380.0,0.0008951003496462442
2021-11-09,13:49:11,0.1481,26.75,1437,5304383.0,0.0008922416271854245
2021-11-09,13:49:11,0.1482,26.75,1448,5304383.0,0.0008766810733142218
2021-11-09,13:49:11,0.1484,26.75,1448,5304380.0,0.0008766810733142218
2021-11-09,13:49:11,0.1485,26.75,1430,5304383.0,0.0009022872918844559
2021-11-09,13:49:11,0.1486,26.75,1414,5304383.0,0.0009256755762319544
2021-11-09,13:49:11,0.1488,26.75,1435,5304380.0,0.0008951003496462442
2021-11-09,13:49:11,0.149,26.75,1445,5304383.0,0.0008808977465294174
2021-11-09,13:49:11,0.1492,26.75,1446,5304380.0,0.0008794899401042246
2021-11-09,13:49:11,0.1493,26.75,1449,5304377.0,0.0008752800057638514
2021-11-09,13:49:11,0.1495,26.75,1441,5304374.0,0.0008865515431983528
2021-11-09,13:49:11,0.1497,26.75,1443,5304371.0,0.0008837201234472409
2021-11-09,13:49:11,0.1499,26.75,1441,5304368.0,0.0008865515431983528
2021-11-09,13:49:11,0.1501,26.75,1441,5304365.0,0.0008865515431983528
2021-11-09,13:49:11,0.1502,26.75,1443,5304365.0,0.0008837201234472409
2021-11-09,13:49:11,0.1504,26.75,1444,5304368.0,0.0008823078064413649
