Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C)
2021-12-08 13:45:16,GET,STABLE/COOL,-95,19/980,31.0/31.25,31.0
2021-12-08 13:45:19,GET,STABLE/COOL,-111,19/983,31.0/31.5,31.25
2021-12-08 13:45:22,GET,STABLE/COOL,-122,19/986,31.25/31.5,31.25
2021-12-08 13:45:25,GET,STABLE/COOL,-138,19/989,31.25/31.5,31.5
2021-12-08 13:45:28,GET,STABLE/COOL,-134,19/992,30.5/31.25,31.0
2021-12-08 13:45:31,GET,STABLE/COOL,-142,19/995,31.0/31.25,31.0
2021-12-08 13:45:33,SET 'OFF',IDLE/OFF,0,19/0,31.0/31.0,31.25
2021-12-08 13:48:39,SET '=OFFSET 4.00',AUTO/OFF,0,19/0,-1/-1,31.0
2021-12-08 13:48:39,SET '+OFFSET -0.00',AUTO/OFF,0,19/0,-1/-1,31.0
2021-12-08 13:48:39,SET '-OFFSET 0.00',AUTO/OFF,0,19/0,-1/-1,31.0
2021-12-08 13:48:39,SET '25',CYCLE/COOL,-1,0/0,-1/-1,31.0
2021-12-08 13:48:42,GET,CYCLE/COOL,-193,0/3,-1/-1,30.75
2021-12-08 13:48:45,GET,CYCLE/COOL,-235,0/6,-1/-1,30.75
2021-12-08 13:48:48,GET,CYCLE/COOL,-255,0/9,-1/-1,30.75
2021-12-08 13:48:51,GET,CYCLE/COOL,-255,0/12,-1/-1,30.5
2021-12-08 13:48:54,GET,CYCLE/COOL,-255,0/15,-1/-1,30.25
2021-12-08 13:48:57,GET,CYCLE/COOL,-255,0/18,-1/-1,30.0
2021-12-08 13:49:00,GET,CYCLE/COOL,-255,0/21,-1/-1,30.0
2021-12-08 13:49:03,GET,CYCLE/COOL,-255,0/24,-1/-1,29.25
2021-12-08 13:49:06,GET,CYCLE/COOL,-255,0/27,-1/-1,29.25
2021-12-08 13:49:09,GET,CYCLE/COOL,-255,0/30,-1/-1,29.5
2021-12-08 13:49:12,GET,CYCLE/COOL,-255,0/33,-1/-1,29.25
2021-12-08 13:49:15,GET,CYCLE/COOL,-255,0/36,-1/-1,29.25
2021-12-08 13:49:18,GET,CYCLE/COOL,-255,0/39,-1/-1,29.0
2021-12-08 13:49:21,GET,CYCLE/COOL,-255,0/42,-1/-1,28.75
2021-12-08 13:49:24,GET,CYCLE/COOL,-255,0/45,-1/-1,28.75
2021-12-08 13:49:27,GET,CYCLE/COOL,-255,0/48,-1/-1,28.5
2021-12-08 13:49:30,GET,CYCLE/COOL,-255,0/51,-1/-1,28.25
2021-12-08 13:49:33,GET,CYCLE/COOL,-255,0/54,-1/-1,28.25
2021-12-08 13:49:36,GET,CYCLE/COOL,-255,0/57,-1/-1,28.5
2021-12-08 13:49:39,GET,CYCLE/COOL,-255,0/60,-1/-1,28.0
2021-12-08 13:49:42,GET,CYCLE/COOL,-255,0/63,-1/-1,28.0
2021-12-08 13:49:45,GET,CYCLE/COOL,-255,0/66,-1/-1,28.0
2021-12-08 13:49:48,GET,CYCLE/COOL,-255,0/69,-1/-1,28.0
2021-12-08 13:49:51,GET,CYCLE/COOL,-255,0/72,-1/-1,27.75
2021-12-08 13:49:54,GET,CYCLE/COOL,-255,0/75,-1/-1,27.25
2021-12-08 13:49:57,GET,CYCLE/COOL,-255,0/78,-1/-1,27.75
2021-12-08 13:50:00,GET,CYCLE/COOL,-255,0/81,-1/-1,27.5
