Date,Time,Relative_time,Temperature,Peak Magnitude (RAW),Resonance_Frequency,Dissipation
2021-12-07,17:12:21,0.0,30.25,2458,14256877.0,0.0001006245247850783
2021-12-07,17:12:21,0.0027,30.25,2458,14256744.0,0.0001006245247850783
2021-12-07,17:12:21,0.0054,30.25,2457,14256741.0,0.0001007855952488378
2021-12-07,17:12:21,0.0081,30.25,2459,14256744.0,0.00010046371173602404
2021-12-07,17:12:21,0.0108,30.25,2458,14256750.0,0.0001006245247850783
2021-12-07,17:12:21,0.0136,30.25,2458,14256741.0,0.0001006245247850783
2021-12-07,17:12:21,0.0162,30.25,2461,14256726.0,0.00010014285623713991
2021-12-07,17:12:21,0.0188,30.25,2464,14256732.0,9.9663493335768e-05
2021-12-07,17:12:21,0.0215,30.25,2463,14256735.0,9.982302546897083e-05
2021-12-07,17:12:21,0.0241,30.25,2460,14256735.0,0.00010030315569028783
2021-12-07,17:12:21,0.0268,30.25,2461,14256741.0,0.00010014285623713991
2021-12-07,17:12:21,0.0295,30.25,2462,14256738.0,9.99828129665069e-05
2021-12-07,17:12:21,0.0322,30.25,2461,14256732.0,0.00010014285623713991
2021-12-07,17:12:21,0.0348,30.25,2459,14256732.0,0.00010046371173602404
2021-12-07,17:12:21,0.0376,30.25,2458,14256744.0,0.0001006245247850783
2021-12-07,17:12:21,0.0403,30.25,2460,14256747.0,0.00010030315569028783
2021-12-07,17:12:21,0.043,30.25,2461,14256741.0,0.00010014285623713991
2021-12-07,17:12:21,0.0457,30.25,2460,14256738.0,0.00010030315569028783
2021-12-07,17:12:21,0.0484,30.25,2460,14256732.0,0.00010030315569028783
2021-12-07,17:12:21,0.0509,30.25,2452,14256750.0,0.00010159482323292188
2021-12-07,17:12:21,0.0534,30.25,2450,14256753.0,0.00010192033080198155
2021-12-07,17:12:21,0.0561,30.25,2459,14256729.0,0.00010046371173602404
2021-12-07,17:12:21,0.0588,30.25,2459,14256729.0,0.00010046371173602404
2021-12-07,17:12:21,0.0616,30.25,2460,14256732.0,0.00010030315569028783
2021-12-07,17:12:21,0.0643,30.25,2460,14256735.0,0.00010030315569028783
2021-12-07,17:12:21,0.0671,30.25,2460,14256732.0,0.00010030315569028783
2021-12-07,17:12:21,0.0698,30.25,2460,14256735.0,0.00010030315569028783
2021-12-07,17:12:21,0.0726,30.25,2460,14256741.0,0.00010030315569028783
2021-12-07,17:12:21,0.0752,30.25,2463,14256732.0,9.982302546897083e-05
2021-12-07,17:12:21,0.0779,30.25,2463,14256732.0,9.982302546897083e-05
2021-12-07,17:12:21,0.0806,30.25,2461,14256741.0,0.00010014285623713991
2021-12-07,17:12:21,0.0834,30.25,2460,14256735.0,0.00010030315569028783
2021-12-07,17:12:21,0.0862,30.25,2460,14256732.0,0.00010030315569028783
2021-12-07,17:12:21,0.0889,30.25,2460,14256735.0,0.00010030315569028783
2021-12-07,17:12:21,0.0916,30.25,2460,14256735.0,0.00010030315569028783
2021-12-07,17:12:21,0.0943,30.25,2461,14256738.0,0.00010014285623713991
2021-12-07,17:12:21,0.097,30.25,2463,14256732.0,9.982302546897083e-05
2021-12-07,17:12:21,0.0997,30.25,2463,14256732.0,9.982302546897083e-05
2021-12-07,17:12:21,0.1023,30.25,2450,14256726.0,0.00010192033080198155
2021-12-07,17:12:21,0.1049,30.25,2450,14256723.0,0.00010192033080198155
2021-12-07,17:12:21,0.1076,30.25,2463,14256732.0,9.982302546897083e-05
2021-12-07,17:12:21,0.1104,30.25,2462,14256732.0,9.99828129665069e-05
2021-12-07,17:12:21,0.1131,30.25,2461,14256735.0,0.00010014285623713991
2021-12-07,17:12:21,0.1158,30.25,2461,14256738.0,0.00010014285623713991
2021-12-07,17:12:21,0.1185,30.25,2461,14256735.0,0.00010014285623713991
2021-12-07,17:12:21,0.1212,30.25,2461,14256735.0,0.00010014285623713991
2021-12-07,17:12:21,0.1239,30.25,2459,14256738.0,0.00010046371173602404
2021-12-07,17:12:21,0.1266,30.25,2459,14256735.0,0.00010046371173602404
2021-12-07,17:12:21,0.1294,30.25,2461,14256738.0,0.00010014285623713991
2021-12-07,17:12:21,0.1321,30.25,2460,14256741.0,0.00010030315569028783
2021-12-07,17:12:21,0.1348,30.25,2460,14256735.0,0.00010030315569028783
2021-12-07,17:12:21,0.1376,30.25,2462,14256729.0,9.99828129665069e-05
2021-12-07,17:12:21,0.1403,30.25,2462,14256729.0,9.99828129665069e-05
2021-12-07,17:12:21,0.143,30.25,2463,14256735.0,9.982302546897083e-05
2021-12-07,17:12:21,0.1457,30.25,2462,14256741.0,9.99828129665069e-05
2021-12-07,17:12:21,0.1485,30.25,2462,14256735.0,9.99828129665069e-05
2021-12-07,17:12:21,0.1512,30.25,2464,14256729.0,9.9663493335768e-05
2021-12-07,17:12:21,0.1537,30.25,2457,14256756.0,0.0001007855952488378
2021-12-07,17:12:21,0.1563,30.25,2455,14256762.0,0.00010110851006931512
2021-12-07,17:12:21,0.159,30.25,2461,14256741.0,0.00010014285623713991
2021-12-07,17:12:21,0.1617,30.25,2462,14256738.0,9.99828129665069e-05
2021-12-07,17:12:21,0.1645,30.25,2461,14256732.0,0.00010014285623713991
2021-12-07,17:12:21,0.1673,30.25,2460,14256735.0,0.00010030315569028783
2021-12-07,17:12:21,0.17,30.25,2461,14256744.0,0.00010014285623713991
2021-12-07,17:12:21,0.1726,30.25,2462,14256735.0,9.99828129665069e-05
2021-12-07,17:12:21,0.1753,30.25,2463,14256732.0,9.982302546897083e-05
2021-12-07,17:12:21,0.178,30.25,2462,14256744.0,9.99828129665069e-05
2021-12-07,17:12:21,0.1808,30.25,2460,14256738.0,0.00010030315569028783
2021-12-07,17:12:21,0.1836,30.25,2462,14256729.0,9.99828129665069e-05
2021-12-07,17:12:21,0.1863,30.25,2462,14256729.0,9.99828129665069e-05
2021-12-07,17:12:21,0.1891,30.25,2461,14256732.0,0.00010014285623713991
2021-12-07,17:12:21,0.1918,30.25,2462,14256738.0,9.99828129665069e-05
2021-12-07,17:12:21,0.1944,30.25,2463,14256732.0,9.982302546897083e-05
2021-12-07,17:12:21,0.1971,30.25,2463,14256735.0,9.982302546897083e-05
2021-12-07,17:12:21,0.1997,30.25,2463,14256741.0,9.982302546897083e-05
2021-12-07,17:12:21,0.2022,30.25,2462,14256765.0,9.99828129665069e-05
2021-12-07,17:12:21,0.2047,30.25,2452,14256759.0,0.00010159482323292188
2021-12-07,17:12:21,0.2074,30.25,2451,14256726.0,0.00010175744686099509
2021-12-07,17:12:21,0.2102,30.25,2461,14256738.0,0.00010014285623713991
2021-12-07,17:12:21,0.213,30.25,2459,14256741.0,0.00010046371173602404
2021-12-07,17:12:21,0.2157,30.25,2460,14256735.0,0.00010030315569028783
2021-12-07,17:12:21,0.2184,30.25,2463,14256735.0,9.982302546897083e-05
2021-12-07,17:12:21,0.2212,30.25,2463,14256738.0,9.982302546897083e-05
2021-12-07,17:12:21,0.2239,30.25,2463,14256741.0,9.982302546897083e-05
