Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C),Ambient(C)
2022-03-01 17:39:53,GET,STABLE/COOL,-255,62/274,23.49/24.01,23.49,nan
2022-03-01 17:39:56,GET,STABLE/COOL,-255,62/277,23.31/23.83,23.54,nan
2022-03-01 17:39:59,GET,STABLE/COOL,-255,62/280,23.41/23.85,23.8,nan
2022-03-01 17:40:02,GET,STABLE/COOL,-255,62/283,23.55/23.89,23.65,nan
2022-03-01 17:40:05,GET,STABLE/COOL,-255,62/286,23.41/23.82,23.41,nan
2022-03-01 17:40:08,GET,STABLE/COOL,-255,62/289,23.54/23.66,23.57,nan
2022-03-01 17:40:11,GET,STABLE/COOL,-255,62/292,23.11/23.54,23.11,nan
2022-03-01 17:40:14,GET,STABLE/COOL,-255,62/295,23.28/23.64,23.52,nan
2022-03-01 17:40:17,GET,STABLE/COOL,-255,62/298,23.28/23.63,23.28,nan
2022-03-01 17:40:20,GET,STABLE/COOL,-255,62/301,23.39/23.7,23.51,nan
2022-03-01 17:40:23,GET,STABLE/COOL,-255,62/304,23.23/23.61,23.61,nan
2022-03-01 17:40:26,GET,STABLE/COOL,-255,62/307,23.27/23.68,23.32,nan
2022-03-01 17:40:29,GET,STABLE/COOL,-255,62/310,23.17/23.7,23.59,nan
2022-03-01 17:40:32,GET,STABLE/COOL,-255,62/313,23.12/23.49,23.18,nan
2022-03-01 17:40:35,GET,STABLE/COOL,-255,62/316,23.34/23.85,23.67,nan
2022-03-01 17:40:38,GET,STABLE/COOL,-255,62/319,23.41/23.87,23.41,nan
2022-03-01 17:40:41,GET,STABLE/COOL,-255,62/322,23.51/24.0,24.0,nan
2022-03-01 17:40:44,GET,STABLE/COOL,-255,62/325,24.13/24.45,24.35,nan
2022-03-01 17:40:47,GET,STABLE/COOL,-255,62/328,24.19/24.8,24.8,nan
2022-03-01 17:40:50,GET,STABLE/COOL,-255,62/331,25.07/25.58,25.4,nan
2022-03-01 17:40:53,GET,STABLE/COOL,-255,62/334,25.45/25.82,25.66,nan
2022-03-01 17:40:56,GET,STABLE/COOL,-255,62/337,25.54/25.83,25.83,nan
2022-03-01 17:40:59,GET,STABLE/COOL,-255,62/340,25.28/25.71,25.28,nan
2022-03-01 17:41:02,GET,STABLE/COOL,-255,62/343,25.39/25.64,25.41,nan
2022-03-01 17:41:05,GET,STABLE/COOL,-255,62/346,25.22/25.58,25.22,nan
2022-03-01 17:41:08,GET,STABLE/COOL,-255,62/349,25.15/25.45,25.3,nan
2022-03-01 17:41:11,GET,STABLE/COOL,-255,62/352,24.98/25.4,24.98,nan
2022-03-01 17:41:14,GET,STABLE/COOL,-255,62/355,24.74/25.31,25.27,nan
2022-03-01 17:41:17,GET,STABLE/COOL,-255,62/358,25.13/25.6,25.6,nan
2022-03-01 17:41:20,GET,STABLE/COOL,-255,62/361,25.18/25.67,25.23,nan
2022-03-01 17:41:23,GET,STABLE/COOL,-255,62/364,24.44/25.12,24.44,nan
2022-03-01 17:41:26,GET,STABLE/COOL,-255,62/367,24.25/24.5,24.37,nan
2022-03-01 17:41:30,GET,STABLE/COOL,-255,62/370,23.64/24.08,23.95,nan
2022-03-01 17:41:33,GET,STABLE/COOL,-255,62/373,22.8/23.72,22.8,nan
2022-03-01 17:41:36,GET,STABLE/COOL,-255,62/376,22.65/23.25,23.25,nan
2022-03-01 17:41:39,GET,STABLE/COOL,-255,62/379,23.37/23.96,23.96,nan
2022-03-01 17:41:42,GET,STABLE/COOL,-255,62/382,24.23/24.69,24.47,nan
2022-03-01 17:41:45,GET,STABLE/COOL,-255,62/385,24.73/24.94,24.8,nan
2022-03-01 17:41:48,GET,STABLE/COOL,-255,62/388,24.75/25.02,25.0,nan
2022-03-01 17:41:51,GET,STABLE/COOL,-255,62/391,25.13/25.72,25.72,nan
2022-03-01 17:41:54,GET,STABLE/COOL,-255,62/394,25.71/25.91,25.71,nan
2022-03-01 17:41:57,GET,STABLE/COOL,-255,62/397,25.85/26.79,26.79,nan
2022-03-01 17:42:00,GET,STABLE/COOL,-255,62/400,26.47/26.77,26.56,nan
2022-03-01 17:42:03,GET,STABLE/COOL,-255,62/403,26.5/26.69,26.69,nan
2022-03-01 17:42:06,GET,STABLE/COOL,-255,62/406,26.47/26.73,26.7,nan
2022-03-01 17:42:09,GET,STABLE/COOL,-255,62/409,26.33/26.6,26.42,nan
2022-03-01 17:42:12,GET,STABLE/COOL,-255,62/412,26.35/26.74,26.74,nan
2022-03-01 17:42:15,GET,STABLE/COOL,-255,62/415,26.56/27.07,26.91,nan
2022-03-01 17:42:18,GET,STABLE/COOL,-255,62/418,26.73/27.06,26.95,nan
2022-03-01 17:42:21,GET,STABLE/COOL,-255,62/421,26.98/27.25,27.0,nan
2022-03-01 17:42:24,GET,STABLE/COOL,-255,62/424,26.87/27.61,27.4,nan
2022-03-01 17:42:27,GET,STABLE/COOL,-255,62/427,27.45/27.86,27.86,nan
2022-03-01 17:42:30,GET,STABLE/COOL,-255,62/430,27.68/28.03,28.03,nan
2022-03-01 17:42:33,GET,STABLE/COOL,-255,62/433,27.65/28.13,27.65,nan
2022-03-01 17:42:36,GET,STABLE/COOL,-255,62/436,27.57/28.06,28.06,nan
2022-03-01 17:42:39,GET,STABLE/COOL,-255,62/439,27.82/28.04,27.88,nan
2022-03-01 17:42:42,GET,STABLE/COOL,-255,62/442,27.81/28.39,28.39,nan
2022-03-01 17:42:45,GET,STABLE/COOL,-255,62/445,27.93/28.21,27.93,nan
2022-03-01 17:42:48,GET,STABLE/COOL,-255,62/448,27.84/28.12,28.05,nan
2022-03-01 17:42:51,GET,STABLE/COOL,-255,62/451,27.91/28.4,28.4,nan
2022-03-01 17:42:54,GET,STABLE/COOL,-255,62/454,28.45/28.8,28.8,nan
2022-03-01 17:42:57,GET,STABLE/COOL,-255,62/457,28.41/28.78,28.41,nan
2022-03-01 17:43:00,GET,STABLE/COOL,-255,62/460,28.45/28.75,28.62,nan
2022-03-01 17:43:03,GET,STABLE/COOL,-255,62/463,28.34/28.69,28.43,nan
2022-03-01 17:43:06,GET,STABLE/COOL,-255,62/466,28.27/28.39,28.28,nan
2022-03-01 17:43:09,GET,STABLE/COOL,-255,62/469,27.82/28.35,27.82,nan
2022-03-01 17:43:12,GET,STABLE/COOL,-255,62/472,28.04/28.61,28.61,nan
2022-03-01 17:43:15,GET,STABLE/COOL,-255,62/475,28.16/28.56,28.33,nan
2022-03-01 17:43:18,GET,STABLE/COOL,-255,62/478,28.16/28.68,28.47,nan
2022-03-01 17:43:21,GET,STABLE/COOL,-255,62/481,28.19/28.62,28.19,nan
2022-03-01 17:43:24,GET,STABLE/COOL,-255,62/484,27.99/28.49,28.47,nan
2022-03-01 17:43:27,GET,STABLE/COOL,-255,62/487,28.36/28.5,28.5,nan
2022-03-01 17:43:30,GET,STABLE/COOL,-255,62/490,28.45/28.81,28.6,nan
2022-03-01 17:43:33,GET,STABLE/COOL,-255,62/493,28.52/28.74,28.74,nan
2022-03-01 17:43:36,GET,STABLE/COOL,-255,62/496,27.78/28.74,27.78,nan
2022-03-01 17:43:39,GET,STABLE/COOL,-255,62/499,27.16/28.02,27.16,nan
2022-03-01 17:43:42,GET,STABLE/COOL,-255,62/502,25.78/27.08,25.78,nan
2022-03-01 17:43:45,GET,STABLE/COOL,-255,62/505,24.86/25.51,24.93,nan
2022-03-01 17:43:48,GET,STABLE/COOL,-255,62/508,24.36/24.84,24.46,nan
2022-03-01 17:43:51,GET,STABLE/COOL,-255,62/511,23.68/24.36,23.68,nan
2022-03-01 17:43:54,GET,STABLE/COOL,-255,62/514,23.59/24.1,24.1,nan
2022-03-01 17:43:57,GET,STABLE/COOL,-255,62/517,24.25/24.5,24.25,nan
2022-03-01 17:44:00,GET,STABLE/COOL,-255,62/520,24.47/24.86,24.78,nan
2022-03-01 17:44:03,GET,STABLE/COOL,-255,62/523,22.6/24.26,22.6,nan
2022-03-01 17:44:06,GET,STABLE/COOL,-255,62/526,22.68/23.25,23.25,nan
