Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C),Ambient(C)
2022-01-12 19:49:16,GET,STABLE/HEAT,32,1/111,25.91/26.5,26.09,27.12
2022-01-12 19:49:19,GET,STABLE/HEAT,33,1/115,26.02/26.44,26.44,27.12
2022-01-12 19:49:22,GET,STABLE/HEAT,34,1/118,26.21/26.46,26.21,27.12
2022-01-12 19:49:26,GET,STABLE/HEAT,34,1/121,26.06/26.44,26.44,27.19
2022-01-12 19:49:29,GET,STABLE/HEAT,35,1/124,25.97/26.22,26.18,27.19
2022-01-12 19:49:32,GET,STABLE/HEAT,36,1/127,25.94/26.23,26.22,27.19
2022-01-12 19:49:35,GET,STABLE/HEAT,37,1/130,25.9/26.36,26.07,27.12
2022-01-12 19:49:38,GET,STABLE/HEAT,37,1/133,26.1/26.45,26.45,27.12
2022-01-12 19:50:02,SET '=OFFSET 0.00',STABLE/HEAT,43,1/157,25.93/26.49,26.42,27.12
2022-01-12 19:50:02,SET '+OFFSET -0.00',STABLE/HEAT,43,1/157,60.0/-1,26.42,27.12
2022-01-12 19:50:02,SET '-OFFSET 0.00',STABLE/HEAT,43,1/157,60.0/-1,26.42,27.12
2022-01-12 19:50:02,SET '25',CYCLE/HEAT,43,0/0,60.0/-1,26.42,27.12
2022-01-12 19:50:02,SET 'OFF',IDLE/OFF,0,0/0,60.0/-1,26.42,27.19
2022-01-12 19:50:02,SET '25',CYCLE/HEAT,1,0/0,60.0/-1,26.42,27.19
2022-01-12 19:50:03,SET 'OFF',IDLE/OFF,0,0/0,60.0/-1,26.21,27.12
2022-01-12 19:50:03,SET '25',CYCLE/COOL,-1,0/0,60.0/-1,26.21,27.19
2022-01-12 19:50:04,SET 'OFF',IDLE/OFF,0,0/0,60.0/-1,26.93,27.12
2022-01-13 12:09:25,SET '=OFFSET 0.00',IDLE/OFF,0,0/0,0.0/-1,23.5,24.75
2022-01-13 12:09:25,SET '+OFFSET -0.00',IDLE/OFF,0,0/0,60.0/-1,23.5,24.75
2022-01-13 12:09:25,SET '-OFFSET 0.00',IDLE/OFF,0,0/0,60.0/-1,23.5,24.75
2022-01-13 12:09:25,SET '20',CYCLE/IDLE,1,0/0,60.0/-1,23.5,24.75
2022-01-13 12:09:28,GET,CYCLE/COOL,-77,0/3,60.0/-1,23.88,24.69
2022-01-13 12:09:31,GET,CYCLE/COOL,-79,0/6,60.0/-1,23.57,24.69
2022-01-13 12:09:34,GET,CYCLE/COOL,-81,0/9,60.0/-1,23.89,24.75
2022-01-13 12:09:37,GET,CYCLE/COOL,-84,0/12,60.0/-1,23.76,24.75
2022-01-13 12:09:40,GET,CYCLE/COOL,-86,0/15,60.0/-1,23.49,24.69
2022-01-13 12:09:43,GET,CYCLE/COOL,-88,0/18,60.0/-1,22.98,24.75
2022-01-13 12:09:46,GET,CYCLE/COOL,-89,0/21,60.0/-1,22.8,24.75
2022-01-13 12:09:49,GET,CYCLE/COOL,-91,0/24,60.0/-1,22.27,24.75
2022-01-13 12:09:52,GET,CYCLE/COOL,-92,0/27,60.0/-1,21.97,24.75
2022-01-13 12:09:55,GET,CYCLE/COOL,-93,0/30,60.0/-1,21.86,24.69
2022-01-13 12:09:58,GET,CYCLE/COOL,-94,0/33,60.0/-1,21.58,24.69
2022-01-13 12:10:01,GET,CYCLE/COOL,-95,0/37,60.0/-1,21.1,24.69
2022-01-13 12:10:04,GET,CYCLE/COOL,-95,0/40,60.0/-1,20.99,24.69
2022-01-13 12:10:07,GET,STABLE/COOL,-75,42/43,60.0/-1,20.46,24.69
2022-01-13 12:10:10,GET,STABLE/COOL,-74,42/46,20.0/20.5,20.0,24.69
2022-01-13 12:10:13,GET,STABLE/COOL,-75,42/49,19.87/20.39,20.32,24.62
2022-01-13 12:10:16,GET,STABLE/COOL,-74,42/52,19.91/20.29,19.95,24.69
2022-01-13 12:10:19,GET,STABLE/COOL,-74,42/55,19.8/19.96,19.9,24.56
2022-01-13 12:10:22,GET,STABLE/COOL,-74,42/58,19.42/19.7,19.46,24.56
2022-01-13 12:10:26,GET,STABLE/COOL,-74,42/61,19.29/19.65,19.52,24.56
2022-01-13 12:10:29,GET,STABLE/COOL,-74,42/64,19.15/19.69,19.15,24.56
2022-01-13 12:10:32,GET,STABLE/COOL,-74,42/67,18.95/19.35,19.35,24.56
2022-01-13 12:10:35,GET,STABLE/COOL,-73,42/70,19.23/19.46,19.23,24.56
2022-01-13 12:10:38,GET,STABLE/COOL,-73,42/73,18.95/19.37,19.36,24.56
2022-01-13 12:10:41,GET,STABLE/COOL,-72,42/76,19.14/19.42,19.42,24.5
2022-01-13 12:10:44,GET,STABLE/COOL,-72,42/79,19.07/19.34,19.21,24.5
2022-01-13 12:10:47,GET,STABLE/COOL,-71,42/82,19.12/19.25,19.19,24.44
2022-01-13 12:10:50,GET,STABLE/COOL,-71,42/85,19.02/19.34,19.16,24.44
2022-01-13 12:10:53,GET,STABLE/COOL,-70,42/88,18.8/19.2,18.8,24.5
2022-01-13 12:10:56,GET,STABLE/COOL,-70,42/91,18.91/19.15,19.15,24.44
2022-01-13 12:10:59,GET,STABLE/COOL,-69,42/94,19.01/19.27,19.25,24.44
2022-01-13 12:11:02,GET,STABLE/COOL,-69,42/97,19.02/19.25,19.13,24.38
2022-01-13 12:11:05,GET,STABLE/COOL,-68,42/100,18.58/19.07,18.88,24.38
2022-01-13 12:11:08,GET,STABLE/COOL,-67,42/103,18.77/19.07,18.94,24.38
