Date,Time,Relative_time,Temperature,Peak Magnitude (RAW),Resonance_Frequency,Dissipation
2021-12-10,14:54:30,0.1061,27.5,2144,14256101.0,0.00016627057342749087
2021-12-10,14:54:30,0.1078,27.5,2139,14256265.0,0.00016760559358205783
2021-12-10,14:54:30,0.1108,27.5,2142,14256075.0,0.00016680330067126448
2021-12-10,14:54:30,0.1138,27.5,2141,14256078.0,0.00016707030401913738
2021-12-10,14:54:30,0.1167,27.5,2142,14256096.0,0.00016680330067126448
2021-12-10,14:54:30,0.1194,27.5,2143,14256075.0,0.0001665367240346985
2021-12-10,14:54:31,0.1218,27.5,2147,14256108.0,0.0001654746709788705
2021-12-10,14:54:31,0.1243,27.5,2148,14256120.0,0.00016521021769138223
2021-12-10,14:54:31,0.1269,27.5,2147,14256108.0,0.0001654746709788705
2021-12-10,14:54:31,0.1293,27.5,2152,14256078.0,0.00016415662415175805
2021-12-10,14:54:31,0.1316,27.5,2152,14256078.0,0.00016415662415175805
2021-12-10,14:54:31,0.1343,27.5,2146,14256117.0,0.00016573954757880425
2021-12-10,14:54:31,0.1373,27.5,2143,14256078.0,0.0001665367240346985
2021-12-10,14:54:31,0.1403,27.5,2142,14256072.0,0.00016680330067126448
2021-12-10,14:54:31,0.1431,27.5,2142,14256084.0,0.00016680330067126448
2021-12-10,14:54:31,0.146,27.5,2144,14256087.0,0.00016627057342749087
2021-12-10,14:54:31,0.1488,27.5,2147,14256090.0,0.0001654746709788705
2021-12-10,14:54:31,0.1517,27.5,2147,14256090.0,0.0001654746709788705
2021-12-10,14:54:31,0.1552,26.5,2146,14256072.0,0.00016573954757880425
2021-12-10,14:54:31,0.1582,26.5,2145,14256078.0,0.00016600484816878296
2021-12-10,14:54:31,0.1612,26.5,2145,14256084.0,0.00016600484816878296
2021-12-10,14:54:31,0.1641,26.5,2145,14256078.0,0.00016600484816878296
2021-12-10,14:54:31,0.167,26.5,2146,14256087.0,0.00016573954757880425
2021-12-10,14:54:31,0.17,26.5,2145,14256099.0,0.00016600484816878296
2021-12-10,14:54:31,0.1727,26.5,2148,14256132.0,0.00016521021769138223
2021-12-10,14:54:31,0.1752,26.5,2149,14256114.0,0.00016494618703982275
2021-12-10,14:54:31,0.1781,26.5,2144,14256078.0,0.00016627057342749087
2021-12-10,14:54:31,0.181,26.5,2145,14256087.0,0.00016600484816878296
2021-12-10,14:54:31,0.1839,26.5,2146,14256090.0,0.00016573954757880425
2021-12-10,14:54:31,0.1868,26.5,2145,14256087.0,0.00016600484816878296
2021-12-10,14:54:31,0.1896,26.5,2145,14256093.0,0.00016600484816878296
2021-12-10,14:54:31,0.1925,26.5,2145,14256108.0,0.00016600484816878296
2021-12-10,14:54:31,0.1955,26.5,2144,14256099.0,0.00016627057342749087
2021-12-10,14:54:31,0.1985,26.5,2144,14256087.0,0.00016627057342749087
2021-12-10,14:54:31,0.2014,26.5,2145,14256081.0,0.00016600484816878296
2021-12-10,14:54:31,0.2043,26.5,2145,14256081.0,0.00016600484816878296
2021-12-10,14:54:31,0.2073,26.5,2144,14256081.0,0.00016627057342749087
2021-12-10,14:54:31,0.2104,26.5,2145,14256090.0,0.00016600484816878296
2021-12-10,14:54:31,0.2132,26.5,2147,14256111.0,0.0001654746709788705
2021-12-10,14:54:31,0.2161,26.5,2147,14256108.0,0.0001654746709788705
2021-12-10,14:54:31,0.219,26.5,2148,14256099.0,0.00016521021769138223
2021-12-10,14:54:31,0.2217,26.5,2150,14256078.0,0.00016468257834875661
2021-12-10,14:54:31,0.2242,26.5,2155,14256102.0,0.00016337084073604974
2021-12-10,14:54:31,0.2269,26.5,2153,14256123.0,0.00016389427730034503
2021-12-10,14:54:31,0.2297,26.5,2147,14256108.0,0.0001654746709788705
2021-12-10,14:54:31,0.2326,26.5,2148,14256111.0,0.00016521021769138223
2021-12-10,14:54:31,0.2355,26.5,2147,14256105.0,0.0001654746709788705
2021-12-10,14:54:31,0.2383,26.5,2147,14256087.0,0.0001654746709788705
2021-12-10,14:54:31,0.241,26.5,2148,14256087.0,0.00016521021769138223
2021-12-10,14:54:31,0.2439,26.5,2147,14256099.0,0.0001654746709788705
2021-12-10,14:54:31,0.2468,26.5,2148,14256096.0,0.00016521021769138223
2021-12-10,14:54:31,0.2497,26.5,2148,14256096.0,0.00016521021769138223
2021-12-10,14:54:31,0.2525,26.5,2148,14256102.0,0.00016521021769138223
2021-12-10,14:54:31,0.2552,26.5,2149,14256090.0,0.00016494618703982275
2021-12-10,14:54:31,0.2579,26.5,2151,14256096.0,0.0001644193909438278
2021-12-10,14:54:31,0.2606,26.5,2149,14256102.0,0.00016494618703982275
2021-12-10,14:54:31,0.2633,26.5,2149,14256111.0,0.00016494618703982275
2021-12-10,14:54:31,0.2661,26.5,2150,14256120.0,0.00016468257834875661
2021-12-10,14:54:31,0.2689,26.5,2149,14256105.0,0.00016494618703982275
2021-12-10,14:54:31,0.2718,26.5,2149,14256102.0,0.00016494618703982275
2021-12-10,14:54:31,0.2745,26.5,2153,14256120.0,0.00016389427730034503
2021-12-10,14:54:31,0.2771,26.5,2154,14256114.0,0.00016363234971846074
2021-12-10,14:54:31,0.2799,26.5,2150,14256099.0,0.00016468257834875661
2021-12-10,14:54:31,0.2827,26.5,2150,14256105.0,0.00016468257834875661
2021-12-10,14:54:31,0.2855,26.5,2150,14256108.0,0.00016468257834875661
2021-12-10,14:54:31,0.2883,26.5,2150,14256111.0,0.00016468257834875661
2021-12-10,14:54:31,0.2912,26.5,2149,14256099.0,0.00016494618703982275
2021-12-10,14:54:31,0.2941,26.5,2149,14256096.0,0.00016494618703982275
2021-12-10,14:54:31,0.297,26.5,2149,14256099.0,0.00016494618703982275
2021-12-10,14:54:31,0.2998,26.5,2149,14256099.0,0.00016494618703982275
2021-12-10,14:54:31,0.3027,26.5,2150,14256099.0,0.00016468257834875661
2021-12-10,14:54:31,0.3055,26.5,2152,14256090.0,0.00016415662415175805
2021-12-10,14:54:31,0.3082,26.5,2152,14256099.0,0.00016415662415175805
2021-12-10,14:54:31,0.311,26.5,2151,14256114.0,0.0001644193909438278
2021-12-10,14:54:31,0.3139,26.5,2150,14256111.0,0.00016468257834875661
2021-12-10,14:54:31,0.3167,26.5,2152,14256102.0,0.00016415662415175805
2021-12-10,14:54:31,0.3195,26.5,2153,14256102.0,0.00016389427730034503
2021-12-10,14:54:31,0.3222,26.5,2153,14256102.0,0.00016389427730034503
