Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C)
2021-11-15 09:39:34,SET 'OFF',IDLE/OFF,0,0/0,24.75/25.5,25.0
2021-11-15 09:39:35,SET '23',CYCLE/COOL,-1,0/0,-1/-1,25.0
2021-11-15 09:39:38,GET,CYCLE/COOL,-47,0/3,-1/-1,25.25
2021-11-15 09:39:41,GET,CYCLE/COOL,-55,0/6,-1/-1,25.25
2021-11-15 09:39:44,GET,CYCLE/COOL,-62,0/9,-1/-1,25.0
2021-11-15 09:39:47,GET,CYCLE/COOL,-73,0/12,-1/-1,25.25
2021-11-15 09:39:50,GET,CYCLE/COOL,-82,0/15,-1/-1,25.25
2021-11-15 09:39:53,GET,CYCLE/COOL,-89,0/18,-1/-1,25.25
2021-11-15 09:39:56,GET,CYCLE/COOL,-89,0/21,-1/-1,24.75
2021-11-15 09:39:59,GET,CYCLE/COOL,-99,0/24,-1/-1,24.75
2021-11-15 09:40:02,GET,CYCLE/COOL,-108,0/27,-1/-1,25.25
2021-11-15 09:40:05,GET,CYCLE/COOL,-113,0/30,-1/-1,25.0
2021-11-15 09:40:08,GET,CYCLE/COOL,-127,0/33,-1/-1,25.25
2021-11-15 09:40:11,GET,CYCLE/COOL,-135,0/36,-1/-1,25.25
2021-11-15 09:40:14,GET,CYCLE/COOL,-124,0/39,-1/-1,24.25
2021-11-15 09:40:17,GET,CYCLE/COOL,-132,0/42,-1/-1,24.75
2021-11-15 09:40:20,GET,CYCLE/COOL,-144,0/45,-1/-1,24.5
2021-11-15 09:40:23,GET,STABLE/COOL,-125,47/48,23.25/23.75,23.75
2021-11-15 09:40:26,GET,STABLE/COOL,-122,47/51,23.25/24.0,23.25
2021-11-15 09:40:29,GET,STABLE/COOL,-127,47/54,23.25/24.0,23.25
2021-11-15 09:40:32,GET,STABLE/COOL,-162,47/57,23.0/25.25,25.25
2021-11-15 09:40:35,GET,STABLE/COOL,-151,47/60,23.5/24.5,24.5
2021-11-15 09:40:38,GET,STABLE/COOL,-166,47/63,24.25/25.25,24.5
2021-11-15 09:40:41,GET,STABLE/COOL,-182,47/66,24.75/25.25,25.25
2021-11-15 09:40:44,GET,STABLE/COOL,-138,47/69,22.5/25.25,22.5
2021-11-15 09:40:47,GET,STABLE/COOL,-191,47/72,24.5/25.5,25.0
2021-11-15 09:40:50,GET,STABLE/COOL,-157,47/75,22.75/25.75,23.0
2021-11-15 09:40:53,GET,STABLE/COOL,-190,47/78,24.25/24.75,24.75
2021-11-15 09:40:56,GET,STABLE/COOL,-196,47/81,23.0/25.0,23.0
2021-11-15 09:40:59,GET,STABLE/COOL,-150,47/84,21.5/22.25,22.25
2021-11-15 09:41:02,GET,STABLE/COOL,-151,47/87,22.0/22.5,22.5
2021-11-15 09:41:05,GET,STABLE/COOL,-144,47/90,21.75/22.75,22.5
2021-11-15 09:41:08,GET,STABLE/COOL,-146,47/93,22.25/22.75,22.5
2021-11-15 09:41:11,GET,STABLE/COOL,-147,47/96,22.25/23.0,22.75
2021-11-15 09:41:47,GET,AUTO/OFF,0,47/0,-1/-1,26.0
2021-11-15 09:41:51,SET '23',CYCLE/COOL,-1,0/0,-1/-1,27.0
2021-11-15 09:41:54,GET,CYCLE/COOL,-94,0/3,-1/-1,27.25
2021-11-15 09:41:57,GET,CYCLE/COOL,-104,0/6,-1/-1,27.0
2021-11-15 09:42:00,GET,CYCLE/COOL,-115,0/9,-1/-1,27.0
2021-11-15 09:42:04,GET,CYCLE/COOL,-124,0/12,-1/-1,26.75
2021-11-15 09:42:07,GET,CYCLE/COOL,-131,0/15,-1/-1,26.0
2021-11-15 09:42:10,GET,CYCLE/COOL,-136,0/18,-1/-1,25.75
2021-11-15 09:42:13,GET,CYCLE/COOL,-142,0/21,-1/-1,25.5
2021-11-15 09:42:16,GET,CYCLE/COOL,-149,0/24,-1/-1,25.5
2021-11-15 09:42:19,GET,CYCLE/COOL,-145,0/27,-1/-1,24.75
2021-11-15 09:42:22,GET,CYCLE/COOL,-157,0/30,-1/-1,25.0
2021-11-15 09:42:25,GET,CYCLE/COOL,-158,0/33,-1/-1,24.75
2021-11-15 09:42:28,GET,CYCLE/COOL,-154,0/36,-1/-1,24.25
2021-11-15 09:42:31,GET,STABLE/COOL,-151,39/39,24.25/24.25,24.25
2021-11-15 09:42:34,GET,STABLE/COOL,-154,39/42,23.75/24.25,23.75
2021-11-15 09:42:37,GET,STABLE/COOL,-163,39/45,23.75/24.5,24.5
2021-11-15 09:42:40,GET,STABLE/COOL,-163,39/48,23.75/24.25,24.0
2021-11-15 09:42:43,GET,STABLE/COOL,-160,39/51,23.25/24.0,24.0
2021-11-15 09:42:46,GET,STABLE/COOL,-164,39/54,23.5/24.0,23.75
2021-11-15 09:42:49,GET,STABLE/COOL,-150,39/57,22.75/23.5,22.75
2021-11-15 09:42:52,GET,STABLE/COOL,-160,39/60,23.25/23.75,23.5
2021-11-15 09:42:55,GET,STABLE/COOL,-160,39/63,23.0/23.75,23.25
2021-11-15 09:42:58,GET,STABLE/COOL,-164,39/66,22.75/23.75,23.5
2021-11-15 09:43:01,GET,STABLE/COOL,-157,39/69,22.75/23.75,23.25
2021-11-15 09:43:04,GET,STABLE/COOL,-165,39/72,23.0/23.75,23.5
2021-11-15 09:43:07,GET,STABLE/COOL,-168,39/75,23.0/23.5,23.0
2021-11-15 09:43:10,GET,STABLE/COOL,-164,39/78,23.0/23.75,23.25
2021-11-15 09:43:13,GET,STABLE/COOL,-159,39/81,22.75/23.5,22.75
2021-11-15 09:43:16,GET,STABLE/COOL,-169,39/84,22.25/23.5,23.5
2021-11-15 09:43:19,GET,STABLE/COOL,-165,39/87,22.5/23.5,23.25
2021-11-15 09:43:22,GET,STABLE/COOL,-168,39/90,23.0/23.5,23.25
2021-11-15 09:43:25,GET,STABLE/COOL,-158,39/93,22.75/23.5,22.75
2021-11-15 09:43:28,GET,STABLE/COOL,-172,39/96,23.0/23.5,23.0
2021-11-15 09:43:31,GET,STABLE/COOL,-164,39/99,22.75/23.25,23.25
2021-11-15 09:43:34,GET,STABLE/COOL,-162,39/102,22.5/23.25,23.25
2021-11-15 09:43:37,GET,STABLE/COOL,-171,39/105,23.0/23.5,23.5
2021-11-15 09:43:40,GET,STABLE/COOL,-165,39/108,22.75/23.5,23.0
2021-11-15 09:43:43,GET,STABLE/COOL,-164,39/111,22.75/23.5,23.0
2021-11-15 09:43:46,GET,STABLE/COOL,-161,39/114,22.75/23.5,23.25
2021-11-15 09:43:49,GET,STABLE/COOL,-171,39/117,23.25/23.5,23.25
2021-11-15 09:43:52,GET,STABLE/COOL,-174,39/120,23.0/23.5,23.25
2021-11-15 09:43:55,GET,STABLE/COOL,-175,39/123,22.75/23.5,23.25
2021-11-15 09:43:58,GET,STABLE/COOL,-167,39/126,22.75/23.25,23.25
2021-11-15 09:44:01,GET,STABLE/COOL,-175,39/129,22.75/23.5,23.5
2021-11-15 09:44:04,GET,STABLE/COOL,-177,39/132,23.0/23.5,23.25
2021-11-15 09:44:07,GET,STABLE/COOL,-182,39/135,23.0/23.75,23.0
2021-11-15 09:44:10,GET,STABLE/COOL,-177,39/139,23.0/23.5,23.5
2021-11-15 09:44:13,GET,STABLE/COOL,-176,39/142,23.0/23.25,23.25
2021-11-15 09:44:16,GET,STABLE/COOL,-169,39/145,22.25/23.5,23.0
2021-11-15 09:44:19,GET,STABLE/COOL,-173,39/148,22.75/23.25,23.25
2021-11-15 09:44:22,GET,STABLE/COOL,-179,39/151,23.25/23.5,22.75
2021-11-15 09:44:25,GET,STABLE/COOL,-180,39/154,23.0/23.5,22.75
2021-11-15 09:44:28,GET,STABLE/COOL,-169,39/157,22.75/23.5,23.5
2021-11-15 09:44:31,GET,STABLE/COOL,-179,39/160,22.75/23.5,23.0
2021-11-15 09:44:34,GET,STABLE/COOL,-174,39/163,22.75/23.5,23.5
2021-11-15 09:44:37,GET,STABLE/COOL,-180,39/166,23.0/23.25,23.25
2021-11-15 09:44:40,GET,STABLE/COOL,-183,39/169,22.75/23.5,23.0
2021-11-15 09:44:43,GET,STABLE/COOL,-183,39/172,22.5/23.5,23.25
2021-11-15 09:44:46,GET,STABLE/COOL,-183,39/175,23.0/23.5,23.0
2021-11-15 09:44:49,GET,STABLE/COOL,-182,39/178,22.75/23.75,22.75
2021-11-15 09:44:52,GET,STABLE/COOL,-177,39/181,22.5/23.5,22.75
2021-11-15 09:44:55,GET,STABLE/COOL,-182,39/184,22.5/23.25,23.25
2021-11-15 09:44:58,GET,STABLE/COOL,-183,39/187,23.0/23.25,23.5
2021-11-15 09:45:01,GET,STABLE/COOL,-180,39/190,22.75/23.5,23.5
2021-11-15 09:45:04,GET,STABLE/COOL,-189,39/193,23.0/23.5,23.0
2021-11-15 09:45:07,GET,STABLE/COOL,-185,39/196,22.75/23.75,22.75
2021-11-15 09:45:10,GET,STABLE/COOL,-190,39/199,23.0/23.5,23.0
2021-11-15 09:45:13,GET,STABLE/COOL,-186,39/202,23.0/23.5,22.75
2021-11-15 09:45:16,GET,STABLE/COOL,-181,39/205,22.5/23.25,22.75
2021-11-15 09:45:19,GET,STABLE/COOL,-186,39/208,22.75/23.25,23.0
2021-11-15 09:45:22,GET,STABLE/COOL,-186,39/211,22.5/23.25,22.5
2021-11-15 09:45:25,GET,STABLE/COOL,-186,39/214,22.5/23.25,23.25
2021-11-15 09:45:28,GET,STABLE/COOL,-177,39/217,22.75/23.5,23.25
2021-11-15 09:45:31,GET,STABLE/COOL,-173,39/220,22.5/23.25,23.25
2021-11-15 09:45:34,GET,STABLE/COOL,-178,39/223,22.5/23.75,23.25
2021-11-15 09:45:37,GET,STABLE/COOL,-188,39/226,23.0/23.5,23.0
2021-11-15 09:45:40,GET,STABLE/COOL,-176,39/229,22.5/23.25,23.5
2021-11-15 09:45:43,GET,STABLE/COOL,-190,39/232,23.0/23.5,22.5
2021-11-15 09:45:46,GET,STABLE/COOL,-183,39/235,22.5/23.25,23.25
2021-11-15 09:45:49,GET,STABLE/COOL,-191,39/238,23.0/23.5,23.0
2021-11-15 09:45:52,GET,STABLE/COOL,-189,39/241,22.75/23.5,23.5
2021-11-15 09:45:55,GET,STABLE/COOL,-185,39/244,22.75/23.5,23.25
2021-11-15 09:45:58,GET,STABLE/COOL,-178,39/247,22.5/23.25,22.75
2021-11-15 09:46:01,GET,STABLE/COOL,-183,39/250,22.75/23.25,22.75
2021-11-15 09:46:04,GET,STABLE/COOL,-189,39/253,22.5/23.25,23.0
2021-11-15 09:46:07,GET,STABLE/COOL,-189,39/256,23.0/23.25,23.25
2021-11-15 09:46:10,GET,STABLE/COOL,-192,39/259,22.5/23.5,23.0
2021-11-15 09:46:13,GET,STABLE/COOL,-189,39/262,22.75/23.5,23.0
2021-11-15 09:46:16,GET,STABLE/COOL,-181,39/265,22.5/23.25,23.0
2021-11-15 09:46:19,GET,STABLE/COOL,-180,39/268,22.25/23.0,22.5
2021-11-15 09:46:22,GET,STABLE/COOL,-189,39/271,22.5/23.25,22.5
2021-11-15 09:46:25,GET,STABLE/COOL,-183,39/274,22.5/23.25,22.5
2021-11-15 09:46:28,GET,STABLE/COOL,-189,39/277,22.5/23.25,23.0
2021-11-15 09:46:31,GET,STABLE/COOL,-189,39/280,22.75/23.25,23.0
2021-11-15 09:46:34,GET,STABLE/COOL,-186,39/283,22.75/23.5,23.0
2021-11-15 09:46:38,GET,STABLE/COOL,-184,39/286,22.75/23.25,22.5
2021-11-15 09:46:41,GET,STABLE/COOL,-183,39/289,22.5/23.5,22.75
2021-11-15 09:46:44,GET,STABLE/COOL,-185,39/292,22.75/23.25,23.0
2021-11-15 09:46:47,GET,STABLE/COOL,-189,39/295,22.5/23.25,22.75
2021-11-15 09:46:50,GET,STABLE/COOL,-185,39/298,22.75/23.25,22.5
2021-11-15 09:46:53,GET,STABLE/COOL,-183,39/301,22.5/23.5,23.0
2021-11-15 09:46:56,GET,STABLE/COOL,-176,39/304,22.5/23.25,22.5
2021-11-15 09:46:59,GET,STABLE/COOL,-177,39/307,22.25/23.25,23.0
2021-11-15 09:47:02,GET,STABLE/COOL,-179,39/310,22.75/23.5,22.75
2021-11-15 09:47:05,GET,STABLE/COOL,-189,39/313,22.75/23.5,23.25
2021-11-15 09:47:08,GET,STABLE/COOL,-185,39/316,22.75/23.25,23.0
2021-11-15 09:47:11,GET,STABLE/COOL,-189,39/319,22.75/23.25,23.0
2021-11-15 09:47:14,GET,STABLE/COOL,-192,39/322,23.0/23.5,23.0
2021-11-15 09:47:17,GET,STABLE/COOL,-173,39/325,22.25/23.5,22.25
2021-11-15 09:47:20,GET,STABLE/COOL,-183,39/328,22.5/23.5,22.5
2021-11-15 09:47:23,GET,STABLE/COOL,-189,39/331,22.75/23.25,23.25
2021-11-15 09:47:26,GET,STABLE/COOL,-184,39/334,22.75/23.25,22.75
2021-11-15 09:47:29,GET,STABLE/COOL,-184,39/337,22.5/23.25,22.75
2021-11-15 09:47:32,GET,STABLE/COOL,-190,39/340,22.75/23.25,23.25
2021-11-15 09:47:35,GET,STABLE/COOL,-190,39/343,23.0/23.25,23.25
2021-11-15 09:47:38,GET,STABLE/COOL,-176,39/346,22.5/23.25,23.0
2021-11-15 09:47:41,GET,STABLE/COOL,-184,39/349,22.5/23.25,23.25
2021-11-15 09:47:44,GET,STABLE/COOL,-195,39/352,22.5/23.5,23.0
2021-11-15 09:47:47,GET,STABLE/COOL,-178,39/355,22.5/23.0,23.0
2021-11-15 09:47:50,GET,STABLE/COOL,-185,39/358,22.75/23.25,22.75
2021-11-15 09:47:53,GET,STABLE/COOL,-185,39/361,22.75/23.5,22.75
2021-11-15 09:47:56,GET,STABLE/COOL,-179,39/364,22.5/23.25,22.75
2021-11-15 09:47:59,GET,STABLE/COOL,-190,39/367,22.5/23.25,23.25
2021-11-15 09:48:02,GET,STABLE/COOL,-181,39/370,22.75/23.0,22.75
2021-11-15 09:48:05,GET,STABLE/COOL,-186,39/373,22.75/23.25,23.25
2021-11-15 09:48:08,GET,STABLE/COOL,-186,39/376,22.5/23.5,22.75
2021-11-15 09:48:11,GET,STABLE/COOL,-187,39/379,22.75/23.25,23.25
2021-11-15 09:48:14,GET,STABLE/COOL,-180,39/382,22.5/23.0,22.75
2021-11-15 09:48:17,GET,STABLE/COOL,-192,39/385,23.0/23.5,23.0
2021-11-15 09:48:20,GET,STABLE/COOL,-194,39/388,23.0/23.5,23.0
2021-11-15 09:48:23,GET,STABLE/COOL,-182,39/391,22.75/23.0,23.0
2021-11-15 09:48:26,GET,STABLE/COOL,-185,39/394,22.5/23.25,23.0
2021-11-15 09:48:29,GET,STABLE/COOL,-179,39/397,22.5/23.5,22.75
2021-11-15 09:48:32,GET,STABLE/COOL,-193,39/400,23.0/23.5,23.0
2021-11-15 09:48:35,GET,STABLE/COOL,-184,39/403,22.25/23.25,23.25
2021-11-15 09:48:38,GET,STABLE/COOL,-192,39/406,22.5/23.5,23.25
2021-11-15 09:48:41,GET,STABLE/COOL,-186,39/409,22.75/23.5,23.5
2021-11-15 09:48:44,GET,STABLE/COOL,-190,39/413,22.75/23.25,23.0
2021-11-15 09:48:47,GET,STABLE/COOL,-191,39/416,23.0/23.25,22.75
2021-11-15 09:48:50,GET,STABLE/COOL,-187,39/419,22.75/23.25,23.25
2021-11-15 09:48:53,GET,STABLE/COOL,-185,39/422,22.5/23.25,23.5
2021-11-15 09:48:56,GET,STABLE/COOL,-186,39/425,22.75/23.25,23.25
2021-11-15 09:48:59,GET,STABLE/COOL,-187,39/428,22.5/23.25,23.25
2021-11-15 09:49:02,GET,STABLE/COOL,-181,39/431,22.75/23.25,22.75
2021-11-15 09:49:05,GET,STABLE/COOL,-191,39/434,23.0/23.25,22.75
2021-11-15 09:49:08,GET,STABLE/COOL,-193,39/437,23.0/23.5,22.75
2021-11-15 09:49:11,GET,STABLE/COOL,-192,39/440,22.5/23.25,22.5
2021-11-15 09:49:14,GET,STABLE/COOL,-188,39/443,22.75/23.25,22.5
2021-11-15 09:49:17,GET,STABLE/COOL,-186,39/446,22.75/23.25,23.25
2021-11-15 09:49:20,GET,STABLE/COOL,-191,39/449,22.5/23.25,22.75
2021-11-15 09:49:23,GET,STABLE/COOL,-176,39/452,22.0/23.25,23.0
2021-11-15 09:49:26,GET,STABLE/COOL,-193,39/455,22.5/23.5,23.5
2021-11-15 09:49:29,GET,STABLE/COOL,-179,39/458,22.25/23.25,22.5
2021-11-15 09:49:32,GET,STABLE/COOL,-190,39/461,22.25/23.25,22.75
2021-11-15 09:49:35,GET,STABLE/COOL,-182,39/464,22.5/23.25,23.0
2021-11-15 09:49:38,GET,STABLE/COOL,-194,39/467,22.75/23.5,23.25
2021-11-15 09:49:41,GET,STABLE/COOL,-179,39/470,22.5/23.0,23.25
2021-11-15 09:49:44,GET,STABLE/COOL,-178,39/473,22.5/23.5,23.25
2021-11-15 09:49:47,GET,STABLE/COOL,-185,39/476,22.5/23.25,23.0
2021-11-15 09:49:50,GET,STABLE/COOL,-187,39/479,22.5/23.5,23.75
2021-11-15 09:49:53,GET,STABLE/COOL,-190,39/482,22.5/23.5,23.0
2021-11-15 09:49:56,GET,STABLE/COOL,-186,39/485,22.75/23.75,23.25
2021-11-15 09:49:59,GET,STABLE/COOL,-191,39/488,22.5/23.25,23.0
2021-11-15 09:50:02,GET,STABLE/COOL,-183,39/491,22.5/23.25,23.0
2021-11-15 09:50:05,GET,STABLE/COOL,-192,39/494,23.0/23.25,23.25
2021-11-15 09:50:08,GET,STABLE/COOL,-188,39/497,22.75/23.25,23.25
2021-11-15 09:50:11,GET,STABLE/COOL,-194,39/500,22.75/23.5,23.0
2021-11-15 09:50:14,GET,STABLE/COOL,-187,39/503,22.75/23.5,22.75
2021-11-15 09:50:17,GET,STABLE/COOL,-185,39/506,22.25/23.25,23.25
2021-11-15 09:50:20,GET,STABLE/COOL,-193,39/509,23.25/23.25,22.5
2021-11-15 09:50:23,GET,STABLE/COOL,-189,39/512,22.5/23.25,23.25
2021-11-15 09:50:26,GET,STABLE/COOL,-195,39/515,22.0/23.5,23.25
2021-11-15 09:50:29,GET,STABLE/COOL,-180,39/518,22.5/23.25,23.0
2021-11-15 09:50:32,GET,STABLE/COOL,-192,39/521,22.75/23.25,22.5
2021-11-15 09:50:35,GET,STABLE/COOL,-180,39/524,22.25/23.25,22.75
2021-11-15 09:50:38,GET,STABLE/COOL,-181,39/527,22.75/23.0,23.25
2021-11-15 09:50:41,GET,STABLE/COOL,-191,39/530,22.75/23.5,22.75
2021-11-15 09:50:44,GET,STABLE/COOL,-188,39/533,22.75/23.5,22.75
2021-11-15 09:50:47,GET,STABLE/COOL,-194,39/536,22.75/23.5,23.25
2021-11-15 09:50:50,GET,STABLE/COOL,-195,39/539,22.5/23.5,23.0
2021-11-15 09:50:53,GET,STABLE/COOL,-193,39/542,23.0/23.5,23.0
2021-11-15 09:50:56,GET,STABLE/COOL,-180,39/545,22.25/23.0,22.75
2021-11-15 09:50:58,SET 'OFF',IDLE/OFF,0,39/0,22.75/23.25,22.5
2021-11-15 13:07:18,SET '+OFFSET 0.00',IDLE/OFF,0,0/0,0.0/-1,25.5
2021-11-15 13:07:18,SET '-OFFSET -0.00',IDLE/OFF,0,0/0,-1/-1,25.5
2021-11-15 13:07:18,SET '25',CYCLE/IDLE,1,0/0,-1/-1,25.5
2021-11-15 13:07:21,GET,STABLE/COOL,-11,0/3,24.75/26.0,25.25
