Date,Time,Relative_time,Temperature,Peak Magnitude (RAW),Resonance_Frequency,Dissipation
2021-12-07,16:42:59,0.1494,31.5,1702,5302481.0,0.0005839927359319444
2021-12-07,16:42:59,0.1497,31.0,1630,5302483.0,0.0006552699997864694
2021-12-07,16:42:59,0.1498,31.0,1549,5302482.0,0.0007459070812101092
2021-12-07,16:42:59,0.15,31.0,1549,5302482.0,0.0007459070812101092
2021-12-07,16:42:59,0.1502,31.0,1558,5302473.0,0.0007352467696964593
2021-12-07,16:42:59,0.1504,31.0,1556,5302473.0,0.0007376024841024404
2021-12-07,16:42:59,0.1506,31.0,1555,5302473.0,0.0007387831701671776
2021-12-07,16:42:59,0.1507,31.0,1542,5302467.0,0.000754305178996812
2021-12-07,16:42:59,0.1509,31.0,1552,5302473.0,0.000742336580067661
2021-12-07,16:42:59,0.1511,31.0,1554,5302467.0,0.0007399657461653323
2021-12-07,16:42:59,0.1513,31.0,1543,5302464.0,0.0007530996864390983
2021-12-07,16:42:59,0.1515,31.0,1534,5302464.0,0.0007640188466301553
2021-12-07,16:42:59,0.1516,31.0,1540,5302458.0,0.0007567219561251256
2021-12-07,16:42:59,0.1518,31.0,1551,5302458.0,0.000743524844036833
2021-12-07,16:42:59,0.1519,31.0,1542,5302458.0,0.000754305178996812
2021-12-07,16:42:59,0.152,31.0,1536,5302458.0,0.000761578765092689
2021-12-07,16:42:59,0.1522,31.0,1550,5302464.0,0.0007447150100694331
2021-12-07,16:42:59,0.1524,31.0,1552,5302464.0,0.000742336580067661
2021-12-07,16:42:59,0.1526,31.0,1550,5302464.0,0.0007447150100694331
2021-12-07,16:42:59,0.1528,31.0,1551,5302461.0,0.000743524844036833
2021-12-07,16:42:59,0.153,31.0,1552,5302467.0,0.000742336580067661
2021-12-07,16:42:59,0.1533,31.0,1554,5302467.0,0.0007399657461653323
2021-12-07,16:42:59,0.1536,31.0,1554,5302467.0,0.0007399657461653323
2021-12-07,16:42:59,0.1538,31.0,1556,5302470.0,0.0007376024841024404
2021-12-07,16:42:59,0.154,31.0,1555,5302467.0,0.0007387831701671776
2021-12-07,16:42:59,0.1542,31.0,1552,5302473.0,0.000742336580067661
2021-12-07,16:42:59,0.1543,31.0,1550,5302473.0,0.0007447150100694331
2021-12-07,16:42:59,0.1545,31.0,1549,5302470.0,0.0007459070812101092
2021-12-07,16:42:59,0.1547,31.0,1550,5302473.0,0.0007447150100694331
2021-12-07,16:42:59,0.1549,31.0,1556,5302473.0,0.0007376024841024404
2021-12-07,16:42:59,0.1551,31.0,1554,5302470.0,0.0007399657461653323
2021-12-07,16:42:59,0.1553,31.0,1549,5302470.0,0.0007459070812101092
2021-12-07,16:42:59,0.1554,31.0,1535,5302464.0,0.0007627978301779144
2021-12-07,16:42:59,0.1556,31.0,1524,5302464.0,0.0007763370260047934
2021-12-07,16:42:59,0.1557,31.0,1543,5302467.0,0.0007530996864390983
2021-12-07,16:42:59,0.1559,31.0,1544,5302467.0,0.0007518961204388937
2021-12-07,16:42:59,0.156,31.0,1524,5302464.0,0.0007763370260047934
2021-12-07,16:42:59,0.1562,31.0,1539,5302464.0,0.0007579332468782536
2021-12-07,16:42:59,0.1563,31.0,1546,5302464.0,0.0007494947558002233
2021-12-07,16:42:59,0.1564,31.0,1542,5302464.0,0.000754305178996812
2021-12-07,16:42:59,0.1566,31.0,1552,5302470.0,0.000742336580067661
2021-12-07,16:42:59,0.1568,31.0,1557,5302470.0,0.0007364236849507241
2021-12-07,16:42:59,0.157,31.0,1552,5302470.0,0.000742336580067661
2021-12-07,16:42:59,0.1572,31.0,1549,5302473.0,0.0007459070812101092
2021-12-07,16:42:59,0.1573,31.0,1553,5302476.0,0.0007411502151221356
2021-12-07,16:42:59,0.1576,31.0,1555,5302473.0,0.0007387831701671776
2021-12-07,16:42:59,0.1578,31.0,1558,5302473.0,0.0007352467696964593
2021-12-07,16:42:59,0.158,31.0,1558,5302473.0,0.0007352467696964593
2021-12-07,16:42:59,0.1582,31.0,1632,5302470.0,0.0006531772343585134
2021-12-07,16:42:59,0.1584,31.0,1685,5302464.0,0.0006000895062559739
2021-12-07,16:42:59,0.1586,31.0,1679,5302464.0,0.0006058760271635861
2021-12-07,16:42:59,0.1588,31.0,1691,5302473.0,0.0005943582504896004
2021-12-07,16:42:59,0.1589,31.0,1673,5302470.0,0.0006117183461210977
2021-12-07,16:42:59,0.1591,31.0,1671,5302467.0,0.0006136782781871104
2021-12-07,16:42:59,0.1593,31.0,1677,5302470.0,0.0006078172405687358
2021-12-07,16:42:59,0.1595,31.0,1674,5302464.0,0.0006107407286604213
2021-12-07,16:42:59,0.1597,31.0,1687,5302464.0,0.0005981729732653275
2021-12-07,16:42:59,0.1599,31.0,1684,5302467.0,0.0006010500742216496
2021-12-07,16:42:59,0.1601,31.0,1681,5302458.0,0.0006039410134994652
2021-12-07,16:42:59,0.1603,31.0,1683,5302449.0,0.0006020121797759798
2021-12-07,16:42:59,0.1605,31.0,1673,5302449.0,0.0006117183461210977
2021-12-07,16:42:59,0.1607,31.0,1611,5302446.0,0.0006754887460778776
2021-12-07,16:42:59,0.1609,31.0,1552,5302437.0,0.000742336580067661
2021-12-07,16:42:59,0.1611,31.0,1552,5302437.0,0.000742336580067661
2021-12-07,16:42:59,0.1612,31.0,1524,5302437.0,0.0007763370260047934
2021-12-07,16:42:59,0.1614,31.0,1534,5302434.0,0.0007640188466301553
2021-12-07,16:42:59,0.1616,31.0,1547,5302440.0,0.000748296951018657
2021-12-07,16:42:59,0.1618,31.0,1551,5302437.0,0.000743524844036833
2021-12-07,16:42:59,0.162,31.0,1548,5302437.0,0.0007471010605083829
2021-12-07,16:42:59,0.1622,31.0,1551,5302437.0,0.000743524844036833
2021-12-07,16:42:59,0.1624,31.0,1557,5302437.0,0.0007364236849507241
2021-12-07,16:42:59,0.1626,31.0,1555,5302440.0,0.0007387831701671776
2021-12-07,16:42:59,0.1627,31.0,1552,5302434.0,0.000742336580067661
2021-12-07,16:42:59,0.1629,31.0,1548,5302434.0,0.0007471010605083829
2021-12-07,16:42:59,0.163,31.0,1545,5302434.0,0.0007506944779172709
2021-12-07,16:42:59,0.1631,31.0,1542,5302434.0,0.000754305178996812
2021-12-07,16:42:59,0.1633,31.0,1536,5302434.0,0.000761578765092689
2021-12-07,16:42:59,0.1635,31.0,1545,5302428.0,0.0007506944779172709
2021-12-07,16:42:59,0.1636,31.0,1554,5302428.0,0.0007399657461653323
2021-12-07,16:42:59,0.1638,31.0,1552,5302428.0,0.000742336580067661
2021-12-07,16:42:59,0.164,31.0,1546,5302425.0,0.0007494947558002233
2021-12-07,16:42:59,0.1641,31.0,1549,5302428.0,0.0007459070812101092
2021-12-07,16:42:59,0.1643,31.0,1550,5302428.0,0.0007447150100694331
2021-12-07,16:42:59,0.1644,31.0,1544,5302428.0,0.0007518961204388937
2021-12-07,16:42:59,0.1646,31.0,1547,5302431.0,0.000748296951018657
2021-12-07,16:42:59,0.1648,31.0,1546,5302431.0,0.0007494947558002233
2021-12-07,16:42:59,0.165,31.0,1548,5302434.0,0.0007471010605083829
2021-12-07,16:42:59,0.1651,31.0,1552,5302437.0,0.000742336580067661
2021-12-07,16:42:59,0.1653,31.0,1555,5302437.0,0.0007387831701671776
2021-12-07,16:42:59,0.1654,31.0,1557,5302437.0,0.0007364236849507241
2021-12-07,16:42:59,0.1656,31.0,1549,5302437.0,0.0007459070812101092
2021-12-07,16:42:59,0.1657,31.0,1541,5302440.0,0.0007555126011958906
2021-12-07,16:42:59,0.1659,31.0,1544,5302440.0,0.0007518961204388937
2021-12-07,16:42:59,0.166,31.0,1553,5302437.0,0.0007411502151221356
2021-12-07,16:42:59,0.1662,31.0,1549,5302437.0,0.0007459070812101092
2021-12-07,16:42:59,0.1664,31.0,1547,5302437.0,0.000748296951018657
2021-12-07,16:42:59,0.1665,31.0,1550,5302437.0,0.0007447150100694331
2021-12-07,16:42:59,0.1667,31.0,1540,5302437.0,0.0007567219561251256
2021-12-07,16:42:59,0.1668,31.0,1528,5302434.0,0.0007713860993212051
2021-12-07,16:42:59,0.167,31.0,1533,5302434.0,0.0007652418175729802
2021-12-07,16:42:59,0.1671,31.0,1535,5302434.0,0.0007627978301779144
2021-12-07,16:42:59,0.1673,31.0,1542,5302431.0,0.000754305178996812
2021-12-07,16:42:59,0.1674,31.0,1554,5302431.0,0.0007399657461653323
2021-12-07,16:42:59,0.1676,31.0,1550,5302431.0,0.0007447150100694331
2021-12-07,16:42:59,0.1677,31.0,1554,5302431.0,0.0007399657461653323
2021-12-07,16:42:59,0.1679,31.0,1558,5302434.0,0.0007352467696964593
2021-12-07,16:42:59,0.168,31.0,1539,5302434.0,0.0007579332468782536
2021-12-07,16:42:59,0.1682,31.0,1538,5302431.0,0.0007591464765539633
2021-12-07,16:42:59,0.1683,31.0,1553,5302431.0,0.0007411502151221356
2021-12-07,16:42:59,0.1685,31.0,1550,5302431.0,0.0007447150100694331
2021-12-07,16:42:59,0.1687,31.0,1545,5302428.0,0.0007506944779172709
2021-12-07,16:42:59,0.1688,31.0,1535,5302428.0,0.0007627978301779144
2021-12-07,16:42:59,0.169,31.0,1538,5302431.0,0.0007591464765539633
2021-12-07,16:42:59,0.1692,31.0,1550,5302422.0,0.0007447150100694331
2021-12-07,16:42:59,0.1694,31.0,1553,5302419.0,0.0007411502151221356
2021-12-07,16:42:59,0.1695,31.0,1539,5302428.0,0.0007579332468782536
2021-12-07,16:42:59,0.1697,31.0,1542,5302428.0,0.000754305178996812
2021-12-07,16:42:59,0.1698,31.0,1553,5302428.0,0.0007411502151221356
2021-12-07,16:42:59,0.17,31.0,1542,5302428.0,0.000754305178996812
2021-12-07,16:42:59,0.1701,31.0,1544,5302425.0,0.0007518961204388937
2021-12-07,16:42:59,0.1703,31.0,1546,5302428.0,0.0007494947558002233
2021-12-07,16:42:59,0.1705,31.0,1541,5302428.0,0.0007555126011958906
2021-12-07,16:42:59,0.1707,31.0,1550,5302428.0,0.0007447150100694331
2021-12-07,16:42:59,0.1709,31.0,1519,5302431.0,0.000782570393431682
2021-12-07,16:42:59,0.171,31.0,1532,5302434.0,0.0007664667461349579
2021-12-07,16:42:59,0.1712,31.0,1547,5302428.0,0.000748296951018657
2021-12-07,16:42:59,0.1714,31.0,1552,5302431.0,0.000742336580067661
2021-12-07,16:42:59,0.1716,31.0,1555,5302431.0,0.0007387831701671776
2021-12-07,16:42:59,0.1718,31.0,1558,5302431.0,0.0007352467696964593
2021-12-07,16:42:59,0.172,31.0,1557,5302434.0,0.0007364236849507241
2021-12-07,16:42:59,0.1722,31.0,1553,5302434.0,0.0007411502151221356
2021-12-07,16:42:59,0.1724,31.0,1554,5302434.0,0.0007399657461653323
2021-12-07,16:42:59,0.1726,31.0,1555,5302434.0,0.0007387831701671776
2021-12-07,16:42:59,0.1727,31.0,1552,5302437.0,0.000742336580067661
2021-12-07,16:42:59,0.1729,31.0,1538,5302434.0,0.0007591464765539633
2021-12-07,16:42:59,0.173,31.0,1539,5302434.0,0.0007579332468782536
2021-12-07,16:42:59,0.1732,31.0,1555,5302437.0,0.0007387831701671776
2021-12-07,16:42:59,0.1733,31.0,1552,5302437.0,0.000742336580067661
2021-12-07,16:42:59,0.1735,31.0,1546,5302437.0,0.0007494947558002233
2021-12-07,16:42:59,0.1737,31.0,1551,5302428.0,0.000743524844036833
2021-12-07,16:42:59,0.1739,31.0,1555,5302425.0,0.0007387831701671776
2021-12-07,16:42:59,0.1742,31.0,1555,5302425.0,0.0007387831701671776
2021-12-07,16:42:59,0.1744,31.0,1533,5302419.0,0.0007652418175729802
2021-12-07,16:42:59,0.1745,31.0,1535,5302416.0,0.0007627978301779144
2021-12-07,16:42:59,0.1747,31.0,1546,5302419.0,0.0007494947558002233
2021-12-07,16:42:59,0.1748,31.0,1546,5302419.0,0.0007494947558002233
2021-12-07,16:42:59,0.175,31.0,1531,5302419.0,0.0007676936354496639
2021-12-07,16:42:59,0.1752,31.0,1538,5302416.0,0.0007591464765539633
2021-12-07,16:42:59,0.1753,31.0,1554,5302413.0,0.0007399657461653323
2021-12-07,16:42:59,0.1755,31.0,1558,5302413.0,0.0007352467696964593
2021-12-07,16:42:59,0.1756,31.0,1557,5302413.0,0.0007364236849507241
2021-12-07,16:42:59,0.1758,31.0,1557,5302416.0,0.0007364236849507241
2021-12-07,16:43:00,0.1759,31.0,1547,5302416.0,0.000748296951018657
2021-12-07,16:43:00,0.1761,31.0,1528,5302416.0,0.0007713860993212051
2021-12-07,16:43:00,0.1762,31.0,1523,5302416.0,0.0007775797147536781
