Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C)
2021-11-10 17:24:20,GET,STABLE/HEAT,1,35/200,29.25/30.75,29.75
2021-11-10 17:24:23,GET,STABLE/HEAT,2,35/203,29.5/30.25,30.0
2021-11-10 17:24:26,GET,STABLE/HEAT,2,35/206,29.0/30.0,29.5
2021-11-10 17:25:07,SET '+OFFSET 0.00',AUTO/OFF,0,35/0,27.0/30.0,29.0
2021-11-10 17:25:07,SET '-OFFSET -0.00',AUTO/OFF,0,35/0,-1/-1,29.0
2021-11-10 17:25:07,SET '25',CYCLE/HEAT,1,0/0,-1/-1,29.0
2021-11-10 17:25:10,GET,CYCLE/COOL,-74,0/3,-1/-1,28.25
2021-11-10 17:25:11,SET '30',CYCLE/COOL,-86,0/0,-1/-1,28.25
2021-11-10 17:25:14,GET,CYCLE/HEAT,4,0/3,-1/-1,28.75
