Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C)
2021-12-07 17:01:10,SET '26',CYCLE/COOL,-255,0/0,-1/-1,27.25
2021-12-07 17:01:10,SET '27',CYCLE/COOL,-32,0/0,-1/-1,27.25
2021-12-07 17:01:10,SET '28',CYCLE/COOL,-32,0/0,-1/-1,27.25
2021-12-07 17:01:10,SET '29',CYCLE/COOL,-32,0/0,-1/-1,27.25
2021-12-07 17:01:11,SET '30',CYCLE/COOL,-1,0/0,-1/-1,27.25
2021-12-07 17:07:36,GET,STABLE/HEAT,6,46/386,28.75/31.75,30.25
2021-12-07 17:07:39,GET,STABLE/HEAT,5,46/389,29.75/30.25,30.25
2021-12-07 17:07:42,GET,STABLE/HEAT,5,46/392,30.25/30.25,30.25
2021-12-07 17:07:45,GET,STABLE/HEAT,3,46/395,30.0/30.5,30.5
2021-12-07 17:07:48,GET,STABLE/HEAT,4,46/398,30.0/30.5,30.25
2021-12-07 17:07:51,GET,STABLE/HEAT,3,46/401,30.0/30.5,30.0
2021-12-07 17:07:54,GET,STABLE/HEAT,6,46/404,29.75/30.25,29.75
2021-12-07 17:07:57,GET,STABLE/HEAT,3,46/407,30.0/30.25,30.25
2021-12-07 17:08:00,GET,STABLE/HEAT,6,46/410,29.75/30.5,30.0
