Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C),Ambient(C)
2022-03-14 14:38:13,GET,CYCLE/COOL,-104,0/44,60.0/-1,28.76,28.06
2022-03-14 14:38:16,GET,CYCLE/COOL,-109,0/47,60.0/-1,28.39,28.06
2022-03-14 14:38:19,GET,CYCLE/COOL,-114,0/50,60.0/-1,28.31,28.06
2022-03-14 14:38:22,GET,CYCLE/COOL,-119,0/53,60.0/-1,28.04,28.06
2022-03-14 14:38:25,GET,CYCLE/COOL,-124,0/56,60.0/-1,27.73,28.06
2022-03-14 14:38:28,GET,CYCLE/COOL,-128,0/59,60.0/-1,27.32,28.0
2022-03-14 14:38:31,GET,CYCLE/COOL,-132,0/62,60.0/-1,27.48,28.06
2022-03-14 14:38:34,GET,CYCLE/COOL,-135,0/65,60.0/-1,27.25,28.06
2022-03-14 14:38:38,GET,CYCLE/COOL,-138,0/69,60.0/-1,27.09,28.12
2022-03-14 14:38:41,GET,CYCLE/COOL,-145,0/72,60.0/-1,27.0,28.12
2022-03-14 14:38:44,GET,CYCLE/COOL,-147,0/75,60.0/-1,26.75,28.12
2022-03-14 14:38:47,GET,CYCLE/COOL,-150,0/78,60.0/-1,26.56,28.06
2022-03-14 14:38:50,GET,CYCLE/COOL,-149,0/81,60.0/-1,26.5,28.06
2022-03-14 14:38:53,GET,CYCLE/COOL,-151,0/84,60.0/-1,26.41,28.12
2022-03-14 14:38:56,GET,CYCLE/COOL,-157,0/87,60.0/-1,26.2,28.06
2022-03-14 14:38:59,GET,CYCLE/COOL,-155,0/90,60.0/-1,25.94,28.06
2022-03-14 14:39:02,GET,CYCLE/COOL,-156,0/93,60.0/-1,25.89,28.06
2022-03-14 14:39:05,GET,CYCLE/COOL,-158,0/96,60.0/-1,25.99,28.06
2022-03-14 14:39:08,GET,CYCLE/COOL,-160,0/99,60.0/-1,25.86,28.06
2022-03-14 14:39:11,GET,CYCLE/COOL,-161,0/103,60.0/-1,25.51,28.06
2022-03-14 14:39:15,GET,STABLE/COOL,-103,105/106,60.0/-1,25.49,28.06
2022-03-14 14:39:18,GET,STABLE/COOL,-104,105/109,25.62/25.86,25.8,28.06
2022-03-14 14:39:21,GET,STABLE/COOL,-105,105/112,25.76/25.88,25.41,28.06
2022-03-14 14:39:24,GET,STABLE/COOL,-106,105/115,25.41/25.68,25.47,28.0
2022-03-14 14:39:27,GET,STABLE/COOL,-106,105/118,25.27/25.47,25.26,28.06
2022-03-14 14:39:30,GET,STABLE/COOL,-106,105/121,25.16/25.63,25.45,28.06
2022-03-14 14:39:33,GET,STABLE/COOL,-106,105/124,24.91/25.39,24.91,28.06
2022-03-14 14:39:36,GET,STABLE/COOL,-107,105/127,24.95/25.31,25.31,28.06
2022-03-14 14:39:39,GET,STABLE/COOL,-107,105/130,25.2/25.53,25.45,28.12
2022-03-14 14:39:42,GET,STABLE/COOL,-111,105/133,25.18/25.46,25.34,28.06
2022-03-14 14:39:45,GET,STABLE/COOL,-107,105/136,25.21/25.42,25.45,28.06
