Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C)
2021-12-08 13:28:30,GET,STABLE/HEAT,39,80/379,31.5/32.0,32.0
2021-12-08 13:28:33,GET,STABLE/HEAT,38,80/382,31.25/31.75,31.75
2021-12-08 13:28:36,GET,STABLE/HEAT,40,80/385,31.25/31.75,31.5
2021-12-08 13:28:39,GET,STABLE/HEAT,41,80/388,31.0/31.75,31.5
2021-12-08 13:28:42,GET,STABLE/HEAT,41,80/391,31.25/32.0,31.5
2021-12-08 13:28:45,GET,STABLE/HEAT,42,80/394,31.5/32.0,31.5
2021-12-08 13:28:48,GET,STABLE/HEAT,42,80/397,31.5/32.0,31.5
2021-12-08 13:28:49,SET '27',CYCLE/HEAT,43,0/0,-1/-1,31.75
2021-12-08 13:28:52,GET,CYCLE/COOL,-140,0/3,-1/-1,32.0
2021-12-08 13:28:55,SET '28',CYCLE/COOL,-175,0/0,-1/-1,31.25
2021-12-08 13:28:55,SET '29',CYCLE/COOL,-85,0/0,-1/-1,31.75
2021-12-08 13:28:56,SET '30',CYCLE/COOL,-62,0/0,-1/-1,31.25
2021-12-08 13:28:59,GET,CYCLE/COOL,-54,0/3,-1/-1,31.5
2021-12-08 13:29:02,GET,CYCLE/COOL,-59,0/6,-1/-1,31.25
2021-12-08 13:29:05,GET,CYCLE/COOL,-63,0/9,-1/-1,31.5
2021-12-08 13:29:08,GET,CYCLE/COOL,-66,0/12,-1/-1,30.75
2021-12-08 13:29:11,GET,CYCLE/COOL,-74,0/15,-1/-1,30.75
2021-12-08 13:29:14,GET,CYCLE/COOL,-75,0/18,-1/-1,31.0
2021-12-08 13:29:17,GET,STABLE/COOL,-81,19/21,30.75/30.75,31.0
2021-12-08 13:29:20,GET,STABLE/COOL,-80,19/24,30.5/31.0,31.0
2021-12-08 13:29:23,GET,STABLE/COOL,-91,19/27,30.25/30.75,31.0
2021-12-08 13:29:26,GET,STABLE/COOL,-88,19/30,30.25/30.5,30.75
