Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C),Ambient(C)
2022-03-14 14:44:46,GET,STABLE/HEAT,150,105/437,17.92/29.45,28.64,28.44
2022-03-14 14:44:52,GET,STABLE/HEAT,150,105/443,28.72/29.1,28.9,28.38
2022-03-14 14:45:03,GET,STABLE/HEAT,150,105/454,28.53/28.99,28.77,28.44
2022-03-14 14:45:06,GET,STABLE/HEAT,150,105/457,28.7/28.91,28.85,28.44
2022-03-14 14:45:09,GET,STABLE/HEAT,150,105/460,28.68/28.93,28.86,28.44
2022-03-14 14:45:12,GET,STABLE/HEAT,150,105/463,28.46/28.78,28.76,28.44
2022-03-14 14:45:15,GET,STABLE/HEAT,150,105/466,28.41/28.91,28.71,28.44
2022-03-14 14:45:18,GET,STABLE/HEAT,150,105/469,28.73/28.75,28.75,28.44
2022-03-14 14:45:21,GET,STABLE/HEAT,150,105/472,28.28/28.76,28.76,28.44
2022-03-14 14:45:24,GET,STABLE/HEAT,150,105/475,28.38/28.71,28.71,28.44
2022-03-14 14:45:28,GET,STABLE/HEAT,150,105/479,28.59/28.71,28.6,28.5
2022-03-14 14:45:31,GET,STABLE/HEAT,150,105/482,28.46/28.81,28.53,28.5
2022-03-14 14:45:34,GET,STABLE/HEAT,150,105/485,28.48/28.7,28.61,28.5
2022-03-14 14:45:37,GET,STABLE/HEAT,150,105/488,28.01/28.68,28.26,28.5
2022-03-14 14:45:40,GET,STABLE/HEAT,150,105/491,28.25/28.56,28.26,28.5
2022-03-14 14:45:43,GET,STABLE/HEAT,150,105/494,28.36/28.69,28.65,28.44
2022-03-14 14:45:53,GET,STABLE/HEAT,150,105/504,28.27/28.82,28.27,28.5
2022-03-14 14:45:56,GET,STABLE/HEAT,150,105/507,28.26/28.56,28.56,28.5
2022-03-14 14:45:59,GET,STABLE/HEAT,150,105/510,28.39/28.63,28.63,28.44
2022-03-14 14:46:02,GET,STABLE/HEAT,150,105/513,28.29/28.6,28.29,28.5
2022-03-14 14:46:05,GET,STABLE/HEAT,150,105/516,28.27/28.54,28.54,28.5
2022-03-14 14:46:09,GET,STABLE/HEAT,150,105/520,27.97/28.45,28.37,28.44
2022-03-14 14:46:12,GET,STABLE/HEAT,150,105/523,28.31/28.66,28.45,28.5
2022-03-14 14:46:15,GET,STABLE/HEAT,150,105/526,27.99/28.47,28.31,28.5
2022-03-14 14:46:18,GET,STABLE/HEAT,150,105/529,28.41/28.5,28.5,28.5
2022-03-14 14:46:21,GET,STABLE/HEAT,150,105/532,28.49/28.73,28.49,28.5
2022-03-14 14:46:24,GET,STABLE/HEAT,150,105/535,28.34/28.62,28.46,28.5
2022-03-14 14:46:27,GET,STABLE/HEAT,150,105/538,28.31/28.49,28.33,28.5
2022-03-14 14:46:30,GET,STABLE/HEAT,150,105/541,28.41/28.62,28.56,28.56
2022-03-14 14:46:33,GET,STABLE/HEAT,150,105/544,28.28/28.61,28.31,28.5
2022-03-14 14:46:36,GET,STABLE/HEAT,150,105/547,28.22/28.61,28.22,28.44
2022-03-14 14:46:39,GET,STABLE/HEAT,150,105/550,28.11/28.58,28.58,28.5
2022-03-14 14:46:42,GET,STABLE/HEAT,150,105/553,27.92/28.54,28.21,28.5
2022-03-14 14:46:45,GET,STABLE/HEAT,150,105/557,28.21/28.46,28.46,28.5
2022-03-14 14:46:49,GET,STABLE/HEAT,150,105/560,28.11/28.48,28.48,28.5
2022-03-14 14:46:52,GET,STABLE/HEAT,150,105/563,28.12/28.45,28.35,28.5
2022-03-14 14:46:55,GET,STABLE/HEAT,150,105/566,28.18/28.46,28.43,28.5
2022-03-14 14:46:58,GET,STABLE/HEAT,150,105/569,28.12/28.46,28.39,28.5
2022-03-14 14:47:01,GET,STABLE/HEAT,150,105/572,28.25/28.5,28.25,28.5
2022-03-14 14:47:04,GET,STABLE/HEAT,150,105/575,28.37/28.5,28.5,28.5
2022-03-14 14:47:07,GET,STABLE/HEAT,150,105/578,28.0/28.5,28.44,28.5
2022-03-14 14:47:10,GET,STABLE/HEAT,150,105/581,28.25/28.49,28.44,28.44
2022-03-14 14:47:13,GET,STABLE/HEAT,150,105/584,28.23/28.47,28.3,28.5
2022-03-14 14:47:16,GET,STABLE/HEAT,150,105/587,28.32/28.46,28.46,28.5
2022-03-14 14:47:19,GET,STABLE/HEAT,150,105/590,28.31/28.48,28.31,28.5
2022-03-14 14:47:23,GET,STABLE/HEAT,150,105/594,28.15/28.4,28.16,28.5
2022-03-14 14:47:26,GET,STABLE/HEAT,150,105/597,28.21/28.42,28.35,28.5
2022-03-14 14:47:29,GET,STABLE/HEAT,150,105/600,28.29/28.41,28.29,28.5
2022-03-14 14:47:32,GET,STABLE/HEAT,150,105/603,28.38/28.52,28.38,28.5
2022-03-14 14:47:35,GET,STABLE/HEAT,150,105/606,27.94/28.31,28.22,28.5
2022-03-14 14:47:44,GET,STABLE/HEAT,150,105/615,27.93/28.4,28.3,28.5
2022-03-14 14:47:47,GET,STABLE/HEAT,150,105/618,28.13/28.27,28.24,28.5
2022-03-14 14:47:50,GET,STABLE/HEAT,150,105/621,28.15/28.37,28.21,28.5
2022-03-14 14:47:53,GET,STABLE/HEAT,150,105/624,28.11/28.43,28.43,28.5
2022-03-14 14:47:56,GET,STABLE/HEAT,150,105/627,28.11/28.46,28.18,28.5
2022-03-14 14:47:59,GET,STABLE/HEAT,150,105/630,28.09/28.3,28.15,28.5
2022-03-14 14:48:02,GET,STABLE/HEAT,150,105/633,28.23/28.46,28.34,28.5
2022-03-14 14:48:05,GET,STABLE/HEAT,150,105/636,28.3/28.47,28.43,28.5
2022-03-14 14:48:08,GET,STABLE/HEAT,150,105/639,28.09/28.39,28.16,28.44
2022-03-14 14:48:11,GET,STABLE/HEAT,150,105/642,28.08/28.42,28.42,28.5
2022-03-14 14:48:14,GET,STABLE/HEAT,150,105/645,28.18/28.46,28.23,28.5
2022-03-14 14:48:17,GET,STABLE/HEAT,150,105/648,28.12/28.31,28.25,28.5
2022-03-14 14:48:21,GET,STABLE/HEAT,150,105/652,28.25/28.44,28.34,28.56
2022-03-14 14:48:24,GET,STABLE/HEAT,150,105/655,28.02/28.42,28.03,28.5
2022-03-14 14:48:27,GET,STABLE/HEAT,150,105/658,28.14/28.36,28.34,28.5
2022-03-14 14:48:30,GET,STABLE/HEAT,150,105/661,28.13/28.3,28.13,28.5
2022-03-14 14:48:33,GET,STABLE/HEAT,150,105/664,27.56/28.19,27.9,28.5
2022-03-14 14:48:36,GET,STABLE/HEAT,150,105/667,27.92/28.23,27.92,28.5
2022-03-14 14:48:39,GET,STABLE/HEAT,150,105/670,28.09/28.33,28.29,28.44
2022-03-14 14:48:42,GET,STABLE/HEAT,150,105/673,28.13/28.32,28.27,28.5
2022-03-14 14:48:45,GET,STABLE/HEAT,150,105/676,28.19/28.38,28.22,28.5
2022-03-14 14:48:48,GET,STABLE/HEAT,150,105/679,28.25/28.36,28.25,28.5
2022-03-14 14:48:51,GET,STABLE/HEAT,150,105/682,28.0/28.25,28.11,28.5
2022-03-14 14:48:54,GET,STABLE/HEAT,150,105/686,27.93/28.21,27.97,28.5
2022-03-14 14:48:58,GET,STABLE/HEAT,150,105/689,27.97/28.19,28.11,28.5
2022-03-14 14:49:01,GET,STABLE/HEAT,150,105/692,28.09/28.21,28.18,28.5
2022-03-14 14:49:04,GET,STABLE/HEAT,150,105/695,27.99/28.23,28.22,28.5
2022-03-14 14:49:07,GET,STABLE/HEAT,150,105/698,27.98/28.34,28.29,28.5
2022-03-14 14:49:10,GET,STABLE/HEAT,150,105/701,28.0/28.27,28.19,28.5
2022-03-14 14:49:13,GET,STABLE/HEAT,150,105/704,27.95/28.31,27.95,28.44
2022-03-14 14:49:16,GET,STABLE/HEAT,150,105/707,28.05/28.2,28.18,28.5
2022-03-14 14:49:19,GET,STABLE/HEAT,150,105/710,27.85/28.21,27.85,28.5
2022-03-14 14:49:22,GET,STABLE/HEAT,150,105/713,28.01/28.22,28.22,28.5
2022-03-14 14:49:25,GET,STABLE/HEAT,150,105/716,28.06/28.24,28.24,28.5
2022-03-14 14:49:28,GET,STABLE/HEAT,150,105/719,28.09/28.24,28.21,28.5
2022-03-14 14:49:31,GET,STABLE/HEAT,150,105/723,28.0/28.25,28.06,28.44
2022-03-14 14:49:35,GET,STABLE/HEAT,150,105/726,27.92/28.28,27.92,28.44
2022-03-14 14:49:38,GET,STABLE/HEAT,150,105/729,27.96/28.23,28.23,28.5
2022-03-14 14:49:41,GET,STABLE/HEAT,150,105/732,27.93/28.15,28.15,28.5
2022-03-14 14:49:44,GET,STABLE/HEAT,150,105/735,27.98/28.21,27.98,28.5
2022-03-14 14:49:47,GET,STABLE/HEAT,150,105/738,28.06/28.24,28.24,28.44
2022-03-14 14:49:50,GET,STABLE/HEAT,150,105/741,27.94/28.25,27.94,28.44
2022-03-14 14:49:53,GET,STABLE/HEAT,150,105/744,27.98/28.21,28.12,28.44
2022-03-14 14:49:56,GET,STABLE/HEAT,150,105/747,27.97/28.3,28.26,28.44
2022-03-14 14:49:59,GET,STABLE/HEAT,150,105/750,28.01/28.37,28.37,28.44
2022-03-14 14:50:02,GET,STABLE/HEAT,150,105/753,27.78/28.13,27.94,28.44
2022-03-14 14:50:05,GET,STABLE/HEAT,150,105/756,27.98/28.21,28.0,28.44
2022-03-14 14:50:09,GET,STABLE/HEAT,150,105/760,27.87/28.06,27.89,28.5
2022-03-14 14:50:12,GET,STABLE/HEAT,150,105/763,27.84/28.17,28.02,28.5
2022-03-14 14:50:15,GET,STABLE/HEAT,150,105/766,27.69/28.22,28.22,28.44
2022-03-14 14:50:18,GET,STABLE/HEAT,150,105/769,28.03/28.16,28.16,28.44
2022-03-14 14:50:21,GET,STABLE/HEAT,150,105/772,27.94/28.24,27.94,28.5
2022-03-14 14:50:24,GET,STABLE/HEAT,150,105/775,28.09/28.25,28.25,28.5
2022-03-14 14:50:27,GET,STABLE/HEAT,150,105/778,27.84/28.12,28.07,28.5
2022-03-14 14:50:30,GET,STABLE/HEAT,150,105/781,28.04/28.21,28.11,28.44
2022-03-14 14:50:33,GET,STABLE/HEAT,150,105/784,27.93/28.23,28.23,28.44
2022-03-14 14:50:36,GET,STABLE/HEAT,150,105/787,28.09/28.23,28.23,28.44
2022-03-14 14:50:39,GET,STABLE/HEAT,150,105/790,28.09/28.34,28.29,28.5
2022-03-14 14:50:42,GET,STABLE/HEAT,150,105/794,28.14/28.27,28.24,28.44
2022-03-14 14:50:46,GET,STABLE/HEAT,150,105/797,27.92/28.12,27.92,28.44
2022-03-14 14:50:49,GET,STABLE/HEAT,150,105/800,27.72/28.08,27.72,28.44
2022-03-14 14:50:52,GET,STABLE/HEAT,150,105/803,27.74/28.13,27.94,28.44
2022-03-14 14:50:55,GET,STABLE/HEAT,150,105/806,28.06/28.23,28.06,28.44
