Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C)
2021-12-07 16:26:34,GET,CYCLE/COOL,-255,0/228,-1/-1,32.5
2021-12-07 16:26:37,GET,CYCLE/COOL,-255,0/231,-1/-1,32.0
2021-12-07 16:26:40,GET,CYCLE/COOL,-255,0/234,-1/-1,32.5
2021-12-07 16:26:43,GET,CYCLE/COOL,-255,0/237,-1/-1,31.75
2021-12-07 16:26:46,GET,CYCLE/COOL,-255,0/240,-1/-1,32.5
2021-12-07 16:26:49,GET,CYCLE/COOL,-255,0/243,-1/-1,32.75
2021-12-07 16:26:52,GET,CYCLE/COOL,-255,0/246,-1/-1,32.5
2021-12-07 16:26:55,GET,CYCLE/COOL,-255,0/249,-1/-1,32.5
2021-12-07 16:26:58,GET,CYCLE/COOL,-255,0/252,-1/-1,32.5
2021-12-07 16:27:01,GET,CYCLE/COOL,-255,0/255,-1/-1,32.75
2021-12-07 16:27:04,GET,CYCLE/COOL,-255,0/258,-1/-1,32.75
2021-12-07 16:27:08,GET,CYCLE/COOL,-255,0/261,-1/-1,32.75
2021-12-07 16:27:11,GET,CYCLE/COOL,-255,0/264,-1/-1,32.25
2021-12-07 16:27:32,SET '=OFFSET 4.00',CYCLE/COOL,-255,0/286,-1/-1,32.5
2021-12-07 16:27:32,SET '+OFFSET -0.00',CYCLE/COOL,-255,0/286,-1/-1,32.5
2021-12-07 16:27:32,SET '-OFFSET 0.00',CYCLE/COOL,-255,0/286,-1/-1,32.5
2021-12-07 16:27:32,SET '30',CYCLE/COOL,-255,0/0,-1/-1,32.5
2021-12-07 16:27:35,GET,CYCLE/COOL,-73,0/3,-1/-1,32.5
2021-12-07 16:31:02,SET '=OFFSET 4.00',AUTO/OFF,0,0/0,-1/-1,32.0
2021-12-07 16:31:02,SET '+OFFSET -0.00',AUTO/OFF,0,0/0,-1/-1,32.0
2021-12-07 16:31:02,SET '-OFFSET 0.00',AUTO/OFF,0,0/0,-1/-1,32.0
2021-12-07 16:31:02,SET '30',CYCLE/COOL,-1,0/0,-1/-1,32.0
2021-12-07 16:31:11,GET,CYCLE/COOL,-100,0/9,-1/-1,32.25
2021-12-07 16:31:30,GET,CYCLE/COOL,-189,0/28,-1/-1,32.0
2021-12-07 16:31:33,GET,CYCLE/COOL,-219,0/31,-1/-1,32.5
2021-12-07 16:31:36,GET,CYCLE/COOL,-229,0/34,-1/-1,32.25
2021-12-07 16:31:39,GET,CYCLE/COOL,-253,0/37,-1/-1,31.75
2021-12-07 16:31:42,GET,CYCLE/COOL,-255,0/40,-1/-1,32.75
2021-12-07 16:31:45,GET,CYCLE/COOL,-255,0/43,-1/-1,32.5
2021-12-07 16:31:48,GET,CYCLE/COOL,-255,0/46,-1/-1,32.75
2021-12-07 16:32:08,GET,CYCLE/COOL,-255,0/67,-1/-1,32.5
2021-12-07 16:32:11,GET,CYCLE/COOL,-255,0/70,-1/-1,32.5
2021-12-07 16:32:14,GET,CYCLE/COOL,-255,0/73,-1/-1,33.0
2021-12-07 16:32:17,GET,CYCLE/COOL,-255,0/76,-1/-1,32.5
2021-12-07 16:32:20,GET,CYCLE/COOL,-255,0/79,-1/-1,32.75
2021-12-07 16:32:39,GET,CYCLE/COOL,-255,0/98,-1/-1,32.25
2021-12-07 16:32:42,GET,CYCLE/COOL,-255,0/101,-1/-1,32.75
2021-12-07 16:32:51,GET,CYCLE/COOL,-255,0/110,-1/-1,32.25
2021-12-07 16:33:27,GET,CYCLE/COOL,-255,0/145,-1/-1,32.75
2021-12-07 16:33:30,GET,CYCLE/COOL,-255,0/148,-1/-1,32.25
2021-12-07 16:33:33,GET,CYCLE/COOL,-255,0/152,-1/-1,32.5
2021-12-07 16:33:36,GET,CYCLE/COOL,-255,0/155,-1/-1,32.5
2021-12-07 16:33:39,GET,CYCLE/COOL,-255,0/158,-1/-1,32.75
2021-12-07 16:33:42,GET,CYCLE/COOL,-255,0/161,-1/-1,32.75
2021-12-07 16:33:45,GET,CYCLE/COOL,-255,0/164,-1/-1,32.75
2021-12-07 16:33:48,GET,CYCLE/COOL,-255,0/167,-1/-1,32.75
2021-12-07 16:33:51,GET,CYCLE/COOL,-255,0/170,-1/-1,32.5
2021-12-07 16:33:54,GET,CYCLE/COOL,-255,0/173,-1/-1,32.5
2021-12-07 16:33:57,GET,CYCLE/COOL,-255,0/176,-1/-1,32.5
2021-12-07 16:34:00,GET,CYCLE/COOL,-255,0/179,-1/-1,32.75
2021-12-07 16:34:03,GET,CYCLE/COOL,-255,0/182,-1/-1,32.5
2021-12-07 16:34:06,GET,CYCLE/COOL,-255,0/185,-1/-1,32.25
2021-12-07 16:34:09,GET,CYCLE/COOL,-255,0/188,-1/-1,32.75
2021-12-07 16:34:12,GET,CYCLE/COOL,-255,0/191,-1/-1,32.5
2021-12-07 16:34:15,GET,CYCLE/COOL,-255,0/194,-1/-1,32.25
2021-12-07 16:34:18,GET,CYCLE/COOL,-255,0/197,-1/-1,32.25
2021-12-07 16:34:21,GET,CYCLE/COOL,-255,0/200,-1/-1,32.5
2021-12-07 16:34:24,GET,CYCLE/COOL,-255,0/203,-1/-1,32.75
2021-12-07 16:34:27,GET,CYCLE/COOL,-255,0/206,-1/-1,32.75
2021-12-07 16:34:30,GET,CYCLE/COOL,-255,0/209,-1/-1,32.5
2021-12-07 16:34:33,GET,CYCLE/COOL,-255,0/212,-1/-1,32.25
2021-12-07 16:34:36,GET,CYCLE/COOL,-255,0/215,-1/-1,32.75
2021-12-07 16:34:39,GET,CYCLE/COOL,-255,0/218,-1/-1,32.5
2021-12-07 16:34:42,GET,CYCLE/COOL,-255,0/221,-1/-1,32.5
2021-12-07 16:34:45,GET,CYCLE/COOL,-255,0/224,-1/-1,32.5
2021-12-07 16:34:48,GET,CYCLE/COOL,-255,0/227,-1/-1,32.75
2021-12-07 16:34:51,GET,CYCLE/COOL,-255,0/230,-1/-1,32.75
2021-12-07 16:34:54,GET,CYCLE/COOL,-255,0/233,-1/-1,32.75
2021-12-07 16:34:57,GET,CYCLE/COOL,-255,0/236,-1/-1,32.5
2021-12-07 16:35:01,GET,CYCLE/COOL,-255,0/239,-1/-1,32.25
2021-12-07 16:35:04,GET,CYCLE/COOL,-255,0/242,-1/-1,32.75
2021-12-07 16:35:07,GET,CYCLE/COOL,-255,0/245,-1/-1,32.5
2021-12-07 16:35:10,GET,CYCLE/COOL,-255,0/248,-1/-1,32.25
2021-12-07 16:35:13,GET,CYCLE/COOL,-255,0/251,-1/-1,32.5
2021-12-07 16:35:16,GET,CYCLE/COOL,-255,0/254,-1/-1,32.5
2021-12-07 16:35:19,GET,CYCLE/COOL,-255,0/257,-1/-1,32.5
2021-12-07 16:35:22,GET,CYCLE/COOL,-255,0/260,-1/-1,32.0
2021-12-07 16:35:25,GET,CYCLE/COOL,-255,0/263,-1/-1,32.75
2021-12-07 16:35:28,GET,CYCLE/COOL,-255,0/266,-1/-1,32.5
2021-12-07 16:35:31,GET,CYCLE/COOL,-255,0/269,-1/-1,32.5
2021-12-07 16:35:34,GET,CYCLE/COOL,-255,0/272,-1/-1,32.75
2021-12-07 16:35:37,GET,CYCLE/COOL,-255,0/275,-1/-1,32.25
2021-12-07 16:35:40,GET,CYCLE/COOL,-255,0/278,-1/-1,32.5
2021-12-07 16:35:43,GET,CYCLE/COOL,-255,0/281,-1/-1,32.5
2021-12-07 16:35:46,GET,CYCLE/COOL,-255,0/284,-1/-1,32.75
2021-12-07 16:35:49,GET,CYCLE/COOL,-255,0/287,-1/-1,32.0
2021-12-07 16:35:52,GET,CYCLE/COOL,-255,0/290,-1/-1,32.5
2021-12-07 16:35:55,GET,CYCLE/COOL,-255,0/293,-1/-1,32.75
2021-12-07 16:35:58,GET,CYCLE/COOL,-255,0/296,-1/-1,32.75
2021-12-07 16:36:01,GET,CYCLE/COOL,-255,0/299,-1/-1,32.5
2021-12-07 16:36:04,GET,CYCLE/COOL,-255,0/302,-1/-1,32.5
2021-12-07 16:36:07,GET,CYCLE/COOL,-255,0/305,-1/-1,32.75
2021-12-07 16:36:10,GET,CYCLE/COOL,-255,0/308,-1/-1,32.75
2021-12-07 16:36:13,GET,CYCLE/COOL,-255,0/311,-1/-1,32.5
2021-12-07 16:36:16,GET,CYCLE/COOL,-255,0/314,-1/-1,32.75
2021-12-07 16:36:19,GET,CYCLE/COOL,-255,0/317,-1/-1,32.25
2021-12-07 16:36:22,GET,CYCLE/COOL,-255,0/320,-1/-1,32.5
2021-12-07 16:36:25,GET,CYCLE/COOL,-255,0/323,-1/-1,32.5
2021-12-07 16:36:28,GET,CYCLE/COOL,-255,0/326,-1/-1,32.25
2021-12-07 16:36:31,GET,CYCLE/COOL,-255,0/329,-1/-1,32.0
2021-12-07 16:36:34,GET,CYCLE/COOL,-255,0/332,-1/-1,32.25
2021-12-07 16:36:37,GET,CYCLE/COOL,-255,0/335,-1/-1,32.25
2021-12-07 16:36:40,GET,CYCLE/COOL,-255,0/338,-1/-1,32.5
2021-12-07 16:36:43,GET,CYCLE/COOL,-255,0/341,-1/-1,32.75
2021-12-07 16:36:46,GET,CYCLE/COOL,-255,0/344,-1/-1,32.25
2021-12-07 16:36:49,GET,CYCLE/COOL,-255,0/347,-1/-1,32.5
2021-12-07 16:36:52,GET,CYCLE/COOL,-255,0/350,-1/-1,32.25
2021-12-07 16:36:55,GET,CYCLE/COOL,-255,0/353,-1/-1,32.5
2021-12-07 16:36:58,GET,CYCLE/COOL,-255,0/356,-1/-1,32.5
2021-12-07 16:37:01,GET,CYCLE/COOL,-255,0/359,-1/-1,32.25
2021-12-07 16:37:04,GET,CYCLE/COOL,-255,0/362,-1/-1,32.25
2021-12-07 16:37:07,GET,CYCLE/COOL,-255,0/365,-1/-1,32.0
2021-12-07 16:37:10,GET,CYCLE/COOL,-255,0/368,-1/-1,32.25
2021-12-07 16:37:13,GET,CYCLE/COOL,-255,0/371,-1/-1,32.25
2021-12-07 16:37:16,GET,CYCLE/COOL,-255,0/374,-1/-1,32.5
2021-12-07 16:37:19,GET,CYCLE/COOL,-255,0/377,-1/-1,32.25
2021-12-07 16:37:22,GET,CYCLE/COOL,-255,0/380,-1/-1,32.25
2021-12-07 16:37:25,GET,CYCLE/COOL,-255,0/383,-1/-1,32.25
2021-12-07 16:37:28,GET,CYCLE/COOL,-255,0/386,-1/-1,32.25
2021-12-07 16:37:31,GET,CYCLE/COOL,-255,0/389,-1/-1,32.5
2021-12-07 16:37:34,GET,CYCLE/COOL,-255,0/392,-1/-1,32.25
2021-12-07 16:37:37,GET,CYCLE/COOL,-255,0/395,-1/-1,32.5
2021-12-07 16:37:40,GET,CYCLE/COOL,-255,0/398,-1/-1,32.25
2021-12-07 16:37:43,GET,CYCLE/COOL,-255,0/401,-1/-1,32.5
2021-12-07 16:37:46,GET,CYCLE/COOL,-255,0/404,-1/-1,32.75
2021-12-07 16:37:49,GET,CYCLE/COOL,-255,0/408,-1/-1,31.75
2021-12-07 16:37:52,GET,CYCLE/COOL,-255,0/411,-1/-1,32.25
2021-12-07 16:37:55,GET,CYCLE/COOL,-255,0/414,-1/-1,32.5
2021-12-07 16:37:58,GET,CYCLE/COOL,-255,0/417,-1/-1,32.5
2021-12-07 16:38:01,GET,CYCLE/COOL,-255,0/420,-1/-1,32.0
2021-12-07 16:38:04,GET,CYCLE/COOL,-255,0/423,-1/-1,32.25
2021-12-07 16:38:07,GET,CYCLE/COOL,-255,0/426,-1/-1,32.25
2021-12-07 16:38:10,GET,CYCLE/COOL,-255,0/429,-1/-1,32.75
2021-12-07 16:38:13,GET,CYCLE/COOL,-255,0/432,-1/-1,32.75
2021-12-07 16:38:16,GET,CYCLE/COOL,-255,0/435,-1/-1,32.25
2021-12-07 16:38:19,GET,CYCLE/COOL,-255,0/438,-1/-1,32.25
2021-12-07 16:38:22,GET,CYCLE/COOL,-255,0/441,-1/-1,32.5
2021-12-07 16:38:52,SET '=OFFSET 4.00',CYCLE/COOL,-255,0/470,-1/-1,32.0
2021-12-07 16:38:52,SET '+OFFSET -0.00',CYCLE/COOL,-255,0/470,-1/-1,32.0
2021-12-07 16:38:52,SET '-OFFSET 0.00',CYCLE/COOL,-255,0/470,-1/-1,32.0
2021-12-07 16:38:52,SET '30',CYCLE/COOL,-255,0/0,-1/-1,32.0
2021-12-07 16:39:01,GET,CYCLE/COOL,-105,0/9,-1/-1,32.25
2021-12-07 16:39:04,GET,CYCLE/COOL,-122,0/12,-1/-1,32.25
2021-12-07 16:39:05,SET '31',CYCLE/COOL,-128,0/0,-1/-1,32.25
2021-12-07 16:39:05,SET '32',CYCLE/COOL,-32,0/0,-1/-1,32.25
2021-12-07 16:39:08,GET,STABLE/COOL,-1,0/3,31.75/32.25,32.0
2021-12-07 16:39:28,GET,STABLE/HEAT,5,0/24,31.0/32.25,31.5
2021-12-07 16:39:31,GET,STABLE/HEAT,6,0/27,31.25/31.5,31.5
2021-12-07 16:39:40,GET,STABLE/HEAT,10,0/36,31.0/31.5,31.25
2021-12-07 16:40:13,GET,STABLE/HEAT,21,0/69,30.5/31.5,31.5
