Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C)
2021-12-07 16:22:33,SET '=OFFSET 4.00',AUTO/OFF,0,0/0,-1/-1,31.5
2021-12-07 16:22:33,SET '+OFFSET -0.00',AUTO/OFF,0,0/0,-1/-1,31.5
2021-12-07 16:22:33,SET '-OFFSET 0.00',AUTO/OFF,0,0/0,-1/-1,31.5
2021-12-07 16:22:33,SET '25',CYCLE/HEAT,1,0/0,-1/-1,31.5
2021-12-07 16:22:36,GET,CYCLE/COOL,-229,0/3,-1/-1,31.75
2021-12-07 16:22:44,SET '26',CYCLE/COOL,-255,0/0,-1/-1,32.25
2021-12-07 16:22:44,SET '27',CYCLE/COOL,-255,0/0,-1/-1,32.25
2021-12-07 16:22:45,SET '28',CYCLE/COOL,-137,0/0,-1/-1,32.5
2021-12-07 16:22:45,SET '29',CYCLE/COOL,-118,0/0,-1/-1,32.25
2021-12-07 16:22:46,SET '30',CYCLE/COOL,-83,0/0,-1/-1,32.0
2021-12-07 16:22:49,GET,CYCLE/COOL,-80,0/3,-1/-1,32.5
2021-12-07 16:22:52,GET,CYCLE/COOL,-104,0/6,-1/-1,32.75
2021-12-07 16:23:13,GET,CYCLE/COOL,-191,0/26,-1/-1,32.5
2021-12-07 16:23:16,GET,CYCLE/COOL,-208,0/29,-1/-1,32.5
2021-12-07 16:23:19,GET,CYCLE/COOL,-233,0/32,-1/-1,32.25
2021-12-07 16:23:22,GET,CYCLE/COOL,-238,0/35,-1/-1,32.5
2021-12-07 16:23:25,GET,CYCLE/COOL,-255,0/38,-1/-1,32.5
2021-12-07 16:23:28,GET,CYCLE/COOL,-255,0/41,-1/-1,32.5
2021-12-07 16:23:31,GET,CYCLE/COOL,-255,0/44,-1/-1,32.5
2021-12-07 16:23:34,GET,CYCLE/COOL,-255,0/47,-1/-1,32.5
2021-12-07 16:23:37,GET,CYCLE/COOL,-255,0/50,-1/-1,32.0
2021-12-07 16:23:40,GET,CYCLE/COOL,-255,0/53,-1/-1,32.5
2021-12-07 16:23:43,GET,CYCLE/COOL,-255,0/56,-1/-1,32.5
2021-12-07 16:23:46,GET,CYCLE/COOL,-255,0/59,-1/-1,32.5
2021-12-07 16:23:49,GET,CYCLE/COOL,-255,0/63,-1/-1,32.75
2021-12-07 16:23:52,GET,CYCLE/COOL,-255,0/66,-1/-1,32.5
2021-12-07 16:23:55,GET,CYCLE/COOL,-255,0/69,-1/-1,32.5
2021-12-07 16:23:58,GET,CYCLE/COOL,-255,0/72,-1/-1,32.75
2021-12-07 16:24:01,GET,CYCLE/COOL,-255,0/75,-1/-1,32.5
2021-12-07 16:24:04,GET,CYCLE/COOL,-255,0/78,-1/-1,32.5
2021-12-07 16:24:07,GET,CYCLE/COOL,-255,0/81,-1/-1,32.5
2021-12-07 16:24:10,GET,CYCLE/COOL,-255,0/84,-1/-1,32.75
2021-12-07 16:24:13,GET,CYCLE/COOL,-255,0/87,-1/-1,32.0
2021-12-07 16:24:16,GET,CYCLE/COOL,-255,0/90,-1/-1,32.5
2021-12-07 16:24:19,GET,CYCLE/COOL,-255,0/93,-1/-1,32.25
2021-12-07 16:24:22,GET,CYCLE/COOL,-255,0/96,-1/-1,32.5
2021-12-07 16:24:25,GET,CYCLE/COOL,-255,0/99,-1/-1,32.25
2021-12-07 16:24:28,GET,CYCLE/COOL,-255,0/102,-1/-1,32.25
2021-12-07 16:24:31,GET,CYCLE/COOL,-255,0/105,-1/-1,31.75
2021-12-07 16:24:34,GET,CYCLE/COOL,-255,0/108,-1/-1,32.25
2021-12-07 16:24:37,GET,CYCLE/COOL,-255,0/111,-1/-1,32.5
2021-12-07 16:24:40,GET,CYCLE/COOL,-255,0/114,-1/-1,32.5
2021-12-07 16:24:43,GET,CYCLE/COOL,-255,0/117,-1/-1,32.25
2021-12-07 16:24:46,GET,CYCLE/COOL,-255,0/120,-1/-1,32.0
2021-12-07 16:24:49,GET,CYCLE/COOL,-255,0/123,-1/-1,32.5
2021-12-07 16:24:52,GET,CYCLE/COOL,-255,0/126,-1/-1,32.75
2021-12-07 16:24:55,GET,CYCLE/COOL,-255,0/129,-1/-1,32.5
2021-12-07 16:24:58,GET,CYCLE/COOL,-255,0/132,-1/-1,32.0
2021-12-07 16:25:01,GET,CYCLE/COOL,-255,0/135,-1/-1,32.75
2021-12-07 16:25:04,GET,CYCLE/COOL,-255,0/138,-1/-1,32.25
2021-12-07 16:25:07,GET,CYCLE/COOL,-255,0/141,-1/-1,32.5
2021-12-07 16:25:10,GET,CYCLE/COOL,-255,0/144,-1/-1,32.5
2021-12-07 16:25:13,GET,CYCLE/COOL,-255,0/147,-1/-1,32.75
2021-12-07 16:25:16,GET,CYCLE/COOL,-255,0/150,-1/-1,32.5
2021-12-07 16:25:19,GET,CYCLE/COOL,-255,0/153,-1/-1,32.5
2021-12-07 16:25:22,GET,CYCLE/COOL,-255,0/156,-1/-1,32.0
2021-12-07 16:25:25,GET,CYCLE/COOL,-255,0/159,-1/-1,32.25
2021-12-07 16:25:28,GET,CYCLE/COOL,-255,0/162,-1/-1,32.5
2021-12-07 16:25:31,GET,CYCLE/COOL,-255,0/165,-1/-1,32.25
2021-12-07 16:25:34,GET,CYCLE/COOL,-255,0/168,-1/-1,32.5
2021-12-07 16:25:37,GET,CYCLE/COOL,-255,0/171,-1/-1,32.5
2021-12-07 16:25:40,GET,CYCLE/COOL,-255,0/174,-1/-1,32.5
2021-12-07 16:25:43,GET,CYCLE/COOL,-255,0/177,-1/-1,32.25
2021-12-07 16:25:46,GET,CYCLE/COOL,-255,0/180,-1/-1,32.75
2021-12-07 16:25:49,GET,CYCLE/COOL,-255,0/183,-1/-1,32.75
2021-12-07 16:25:52,GET,CYCLE/COOL,-255,0/186,-1/-1,32.25
2021-12-07 16:25:55,GET,CYCLE/COOL,-255,0/189,-1/-1,32.75
2021-12-07 16:25:58,GET,CYCLE/COOL,-255,0/192,-1/-1,32.25
2021-12-07 16:26:01,GET,CYCLE/COOL,-255,0/195,-1/-1,32.0
2021-12-07 16:26:04,GET,CYCLE/COOL,-255,0/198,-1/-1,32.25
2021-12-07 16:26:07,GET,CYCLE/COOL,-255,0/201,-1/-1,32.25
2021-12-07 16:26:10,GET,CYCLE/COOL,-255,0/204,-1/-1,32.5
2021-12-07 16:26:13,GET,CYCLE/COOL,-255,0/207,-1/-1,32.75
2021-12-07 16:26:16,GET,CYCLE/COOL,-255,0/210,-1/-1,32.0
2021-12-07 16:26:19,GET,CYCLE/COOL,-255,0/213,-1/-1,32.25
2021-12-07 16:26:22,GET,CYCLE/COOL,-255,0/216,-1/-1,32.5
2021-12-07 16:26:25,GET,CYCLE/COOL,-255,0/219,-1/-1,32.0
2021-12-07 16:26:28,GET,CYCLE/COOL,-255,0/222,-1/-1,32.5
2021-12-07 16:26:31,GET,CYCLE/COOL,-255,0/225,-1/-1,32.0
