Date,Time,Relative_time,Temperature,Peak Magnitude (RAW),Resonance_Frequency,Dissipation,Left,Right
2022-08-30,16:04:10,0.0718,25.13,2828,5029654.0,9.644110935484867e-05,454.0,455.0
2022-08-30,16:04:10,0.0748,25.13,2828,5029647.0,9.644110935484867e-05,447.0,447.0
2022-08-30,16:04:10,0.0778,25.13,2825,5029638.0,9.690497318747714e-05,456.0,456.0
2022-08-30,16:04:10,0.0806,25.13,2827,5029635.0,9.659548339281259e-05,453.0,453.0
2022-08-30,16:04:10,0.0836,25.13,2830,5029638.0,9.61331010230811e-05,450.0,450.0
2022-08-30,16:04:10,0.0865,25.13,2829,5029639.0,9.628698202969958e-05,451.0,452.0
2022-08-30,16:04:10,0.0896,25.13,2827,5029647.0,9.659548339281259e-05,444.0,444.0
2022-08-30,16:04:10,0.0925,25.13,2826,5029654.0,9.675010453850625e-05,451.0,452.0
2022-08-30,16:04:10,0.0955,25.13,2826,5029648.0,9.675010453850625e-05,457.0,458.0
2022-08-30,16:04:10,0.0985,25.13,2825,5029645.0,9.690497318747714e-05,454.0,455.0
2022-08-30,16:04:10,0.1014,25.13,2826,5029642.0,9.675010453850625e-05,457.0,458.0
2022-08-30,16:04:10,0.1044,25.13,2827,5029633.0,9.659548339281259e-05,448.0,449.0
2022-08-30,16:04:10,0.1075,25.13,2829,5029639.0,9.628698202969958e-05,442.0,443.0
2022-08-30,16:04:10,0.1104,25.13,2829,5029645.0,9.628698202969958e-05,448.0,449.0
2022-08-30,16:04:10,0.1133,25.13,2829,5029645.0,9.628698202969958e-05,448.0,449.0
2022-08-30,16:04:10,0.1163,25.13,2829,5029642.0,9.628698202969958e-05,445.0,446.0
2022-08-30,16:04:10,0.1192,25.13,2831,5029642.0,9.59794659413396e-05,445.0,446.0
2022-08-30,16:04:10,0.1221,25.13,2830,5029645.0,9.61331010230811e-05,448.0,449.0
2022-08-30,16:04:10,0.1249,25.13,2828,5029645.0,9.644110935484867e-05,448.0,449.0
2022-08-30,16:04:10,0.1279,25.13,2828,5029647.0,9.644110935484867e-05,450.0,450.0
2022-08-30,16:04:10,0.1309,25.13,2827,5029641.0,9.659548339281259e-05,456.0,456.0
2022-08-30,16:04:10,0.1338,25.13,2827,5029636.0,9.659548339281259e-05,451.0,452.0
2022-08-30,16:04:10,0.1368,25.13,2828,5029645.0,9.644110935484867e-05,442.0,443.0
2022-08-30,16:04:10,0.1397,25.13,2829,5029648.0,9.628698202969958e-05,445.0,446.0
2022-08-30,16:04:10,0.1427,25.13,2830,5029648.0,9.61331010230811e-05,445.0,446.0
2022-08-30,16:04:10,0.1456,25.13,2828,5029648.0,9.644110935484867e-05,445.0,446.0
2022-08-30,16:04:10,0.1485,25.13,2829,5029654.0,9.628698202969958e-05,439.0,440.0
2022-08-30,16:04:10,0.1514,25.13,2832,5029656.0,9.582607639145006e-05,441.0,441.0
2022-08-30,16:04:10,0.1543,25.13,2830,5029645.0,9.61331010230811e-05,451.0,452.0
2022-08-30,16:04:10,0.1572,25.13,2830,5029645.0,9.61331010230811e-05,451.0,452.0
2022-08-30,16:04:10,0.1602,25.13,2829,5029645.0,9.628698202969958e-05,451.0,452.0
2022-08-30,16:04:10,0.1633,25.13,2828,5029642.0,9.644110935484867e-05,448.0,449.0
2022-08-30,16:04:10,0.1661,25.13,2831,5029648.0,9.59794659413396e-05,442.0,443.0
2022-08-30,16:04:10,0.169,25.13,2832,5029650.0,9.582607639145006e-05,444.0,444.0
2022-08-30,16:04:10,0.1719,25.13,2828,5029647.0,9.644110935484867e-05,447.0,447.0
2022-08-30,16:04:10,0.175,25.13,2828,5029650.0,9.644110935484867e-05,450.0,450.0
2022-08-30,16:04:10,0.178,25.13,2829,5029647.0,9.628698202969958e-05,453.0,453.0
2022-08-30,16:04:10,0.1809,25.13,2830,5029644.0,9.61331010230811e-05,450.0,450.0
2022-08-30,16:04:10,0.1838,25.13,2831,5029653.0,9.59794659413396e-05,441.0,441.0
2022-08-30,16:04:10,0.1867,25.13,2830,5029654.0,9.61331010230811e-05,442.0,443.0
2022-08-30,16:04:10,0.1896,25.13,2829,5029648.0,9.628698202969958e-05,448.0,449.0
2022-08-30,16:04:10,0.1925,25.13,2830,5029648.0,9.61331010230811e-05,448.0,449.0
2022-08-30,16:04:10,0.1954,25.13,2832,5029645.0,9.582607639145006e-05,451.0,452.0
2022-08-30,16:04:10,0.1984,25.13,2832,5029644.0,9.582607639145006e-05,450.0,450.0
2022-08-30,16:04:10,0.2013,25.13,2831,5029639.0,9.59794659413396e-05,454.0,455.0
2022-08-30,16:04:10,0.2044,25.13,2829,5029638.0,9.628698202969958e-05,453.0,453.0
2022-08-30,16:04:10,0.2074,25.13,2830,5029641.0,9.61331010230811e-05,450.0,450.0
2022-08-30,16:04:10,0.2102,25.13,2833,5029641.0,9.567293198101609e-05,450.0,450.0
2022-08-30,16:04:10,0.2133,25.13,2835,5029645.0,9.536737701206235e-05,445.0,446.0
2022-08-30,16:04:10,0.2162,25.13,2835,5029642.0,9.536737701206235e-05,442.0,443.0
2022-08-30,16:04:10,0.2191,25.13,2833,5029638.0,9.567293198101609e-05,447.0,447.0
2022-08-30,16:04:10,0.222,25.13,2831,5029642.0,9.59794659413396e-05,451.0,452.0
2022-08-30,16:04:10,0.225,25.13,2830,5029645.0,9.61331010230811e-05,448.0,449.0
2022-08-30,16:04:10,0.2279,25.13,2831,5029641.0,9.59794659413396e-05,444.0,444.0
2022-08-30,16:04:10,0.2308,25.13,2831,5029638.0,9.59794659413396e-05,447.0,447.0
2022-08-30,16:04:10,0.2337,25.13,2829,5029635.0,9.628698202969958e-05,444.0,444.0
2022-08-30,16:04:10,0.2366,25.13,2830,5029638.0,9.61331010230811e-05,441.0,441.0
2022-08-30,16:04:10,0.2395,25.13,2832,5029642.0,9.582607639145006e-05,445.0,446.0
2022-08-30,16:04:10,0.2425,25.13,2831,5029639.0,9.59794659413396e-05,448.0,449.0
2022-08-30,16:04:10,0.2455,25.13,2832,5029639.0,9.582607639145006e-05,448.0,449.0
2022-08-30,16:04:10,0.2484,25.13,2833,5029648.0,9.567293198101609e-05,439.0,440.0
2022-08-30,16:04:10,0.2513,25.13,2833,5029647.0,9.567293198101609e-05,438.0,438.0
2022-08-30,16:04:10,0.2541,25.13,2833,5029635.0,9.567293198101609e-05,450.0,450.0
2022-08-30,16:04:10,0.257,25.13,2831,5029635.0,9.59794659413396e-05,450.0,450.0
2022-08-30,16:04:10,0.2599,25.13,2832,5029636.0,9.582607639145006e-05,448.0,449.0
2022-08-30,16:04:10,0.2629,25.13,2835,5029636.0,9.536737701206235e-05,448.0,449.0
2022-08-30,16:04:10,0.2659,25.13,2833,5029635.0,9.567293198101609e-05,450.0,450.0
2022-08-30,16:04:10,0.2689,25.13,2831,5029641.0,9.59794659413396e-05,456.0,456.0
2022-08-30,16:04:10,0.2719,25.13,2831,5029644.0,9.59794659413396e-05,453.0,453.0
2022-08-30,16:04:10,0.2749,25.13,2834,5029636.0,9.552003231826796e-05,445.0,446.0
2022-08-30,16:04:10,0.2778,25.13,2833,5029633.0,9.567293198101609e-05,448.0,449.0
2022-08-30,16:04:10,0.2807,25.13,2830,5029636.0,9.61331010230811e-05,451.0,452.0
2022-08-30,16:04:10,0.2837,25.13,2831,5029645.0,9.59794659413396e-05,442.0,443.0
2022-08-30,16:04:10,0.2866,25.13,2833,5029651.0,9.567293198101609e-05,448.0,449.0
2022-08-30,16:04:10,0.2895,25.13,2832,5029645.0,9.582607639145006e-05,454.0,455.0
2022-08-30,16:04:10,0.2924,25.13,2833,5029635.0,9.567293198101609e-05,444.0,444.0
2022-08-30,16:04:10,0.2954,25.13,2835,5029632.0,9.536737701206235e-05,447.0,447.0
2022-08-30,16:04:10,0.2983,25.13,2835,5029638.0,9.536737701206235e-05,453.0,453.0
2022-08-30,16:04:10,0.3014,25.13,2833,5029638.0,9.567293198101609e-05,453.0,453.0
2022-08-30,16:04:10,0.3043,25.13,2832,5029636.0,9.582607639145006e-05,451.0,452.0
2022-08-30,16:04:10,0.3072,25.13,2833,5029633.0,9.567293198101609e-05,454.0,455.0
2022-08-30,16:04:10,0.3102,25.13,2832,5029627.0,9.582607639145006e-05,448.0,449.0
2022-08-30,16:04:10,0.3132,25.13,2833,5029630.0,9.567293198101609e-05,445.0,446.0
2022-08-30,16:04:10,0.3161,25.13,2830,5029642.0,9.61331010230811e-05,457.0,458.0
2022-08-30,16:04:10,0.3192,25.13,2828,5029645.0,9.644110935484867e-05,454.0,455.0
2022-08-30,16:04:10,0.3222,25.13,2829,5029639.0,9.628698202969958e-05,448.0,449.0
2022-08-30,16:04:10,0.3251,25.13,2832,5029645.0,9.582607639145006e-05,442.0,443.0
2022-08-30,16:04:10,0.3279,25.13,2835,5029647.0,9.536737701206235e-05,444.0,444.0
2022-08-30,16:04:10,0.3308,25.13,2834,5029641.0,9.552003231826796e-05,450.0,450.0
2022-08-30,16:04:10,0.3338,25.13,2835,5029638.0,9.536737701206235e-05,447.0,447.0
2022-08-30,16:04:10,0.3367,25.13,2833,5029632.0,9.567293198101609e-05,453.0,453.0
2022-08-30,16:04:10,0.3398,25.13,2829,5029633.0,9.628698202969958e-05,454.0,455.0
2022-08-30,16:04:10,0.3428,25.13,2828,5029642.0,9.644110935484867e-05,445.0,446.0
2022-08-30,16:04:10,0.3457,25.13,2831,5029639.0,9.59794659413396e-05,442.0,443.0
2022-08-30,16:04:10,0.3485,25.13,2832,5029632.0,9.582607639145006e-05,450.0,450.0
2022-08-30,16:04:10,0.3515,25.13,2833,5029633.0,9.567293198101609e-05,451.0,452.0
2022-08-30,16:04:10,0.3545,25.13,2834,5029642.0,9.552003231826796e-05,442.0,443.0
2022-08-30,16:04:10,0.3574,25.13,2833,5029642.0,9.567293198101609e-05,442.0,443.0
2022-08-30,16:04:10,0.3603,25.13,2832,5029636.0,9.582607639145006e-05,448.0,449.0
2022-08-30,16:04:10,0.3633,25.13,2833,5029630.0,9.567293198101609e-05,442.0,443.0
2022-08-30,16:04:10,0.3663,25.13,2834,5029630.0,9.552003231826796e-05,442.0,443.0
2022-08-30,16:04:10,0.3691,25.13,2834,5029641.0,9.552003231826796e-05,453.0,453.0
2022-08-30,16:04:10,0.372,25.13,2832,5029638.0,9.582607639145006e-05,456.0,456.0
2022-08-30,16:04:10,0.3751,25.13,2832,5029635.0,9.582607639145006e-05,453.0,453.0
2022-08-30,16:04:10,0.3781,25.13,2833,5029636.0,9.567293198101609e-05,451.0,452.0
2022-08-30,16:04:10,0.3809,25.13,2834,5029633.0,9.552003231826796e-05,448.0,449.0
2022-08-30,16:04:10,0.3839,25.13,2834,5029635.0,9.552003231826796e-05,447.0,447.0
2022-08-30,16:04:10,0.3869,25.13,2831,5029636.0,9.59794659413396e-05,448.0,449.0
2022-08-30,16:04:10,0.3897,25.13,2831,5029639.0,9.59794659413396e-05,445.0,446.0
2022-08-30,16:04:10,0.3926,25.13,2833,5029639.0,9.567293198101609e-05,445.0,446.0
2022-08-30,16:04:10,0.3955,25.13,2835,5029633.0,9.536737701206235e-05,451.0,452.0
2022-08-30,16:04:10,0.3986,25.13,2836,5029636.0,9.521496567188087e-05,454.0,455.0
2022-08-30,16:04:10,0.4016,25.13,2835,5029648.0,9.536737701206235e-05,442.0,443.0
2022-08-30,16:04:10,0.4046,25.13,2835,5029644.0,9.536737701206235e-05,438.0,438.0
2022-08-30,16:04:10,0.4074,25.13,2834,5029632.0,9.552003231826796e-05,450.0,450.0
2022-08-30,16:04:10,0.4103,25.13,2836,5029633.0,9.521496567188087e-05,451.0,452.0
2022-08-30,16:04:10,0.4132,25.13,2834,5029636.0,9.552003231826796e-05,448.0,449.0
2022-08-30,16:04:10,0.4162,25.13,2834,5029635.0,9.552003231826796e-05,447.0,447.0
2022-08-30,16:04:10,0.4191,25.13,2835,5029635.0,9.536737701206235e-05,447.0,447.0
2022-08-30,16:04:10,0.4221,25.13,2832,5029636.0,9.582607639145006e-05,448.0,449.0
2022-08-30,16:04:10,0.4251,25.13,2830,5029639.0,9.61331010230811e-05,445.0,446.0
2022-08-30,16:04:10,0.428,25.13,2832,5029636.0,9.582607639145006e-05,442.0,443.0
2022-08-30,16:04:10,0.4309,25.13,2836,5029638.0,9.521496567188087e-05,441.0,441.0
2022-08-30,16:04:10,0.4338,25.13,2836,5029639.0,9.521496567188087e-05,442.0,443.0
2022-08-30,16:04:10,0.4366,25.13,2835,5029627.0,9.536737701206235e-05,454.0,455.0
2022-08-30,16:04:10,0.4397,25.13,2833,5029632.0,9.567293198101609e-05,459.0,459.0
2022-08-30,16:04:10,0.4427,25.13,2833,5029630.0,9.567293198101609e-05,460.0,461.0
2022-08-30,16:04:10,0.4457,25.13,2834,5029626.0,9.552003231826796e-05,456.0,456.0
2022-08-30,16:04:10,0.4486,25.13,2835,5029638.0,9.536737701206235e-05,444.0,444.0
2022-08-30,16:04:10,0.4515,25.13,2835,5029636.0,9.536737701206235e-05,442.0,443.0
2022-08-30,16:04:10,0.4544,25.13,2834,5029636.0,9.552003231826796e-05,442.0,443.0
2022-08-30,16:04:10,0.4573,25.13,2833,5029639.0,9.567293198101609e-05,445.0,446.0
2022-08-30,16:04:10,0.4602,25.13,2833,5029639.0,9.567293198101609e-05,445.0,446.0
2022-08-30,16:04:10,0.4631,25.13,2834,5029644.0,9.552003231826796e-05,450.0,450.0
2022-08-30,16:04:10,0.4661,25.13,2834,5029639.0,9.552003231826796e-05,454.0,455.0
2022-08-30,16:04:10,0.4691,25.13,2832,5029630.0,9.582607639145006e-05,445.0,446.0
2022-08-30,16:04:10,0.472,25.13,2831,5029633.0,9.59794659413396e-05,442.0,443.0
2022-08-30,16:04:10,0.4751,25.13,2833,5029636.0,9.567293198101609e-05,445.0,446.0
2022-08-30,16:04:10,0.478,25.13,2836,5029645.0,9.521496567188087e-05,436.0,437.0
2022-08-30,16:04:10,0.4808,25.13,2835,5029648.0,9.536737701206235e-05,439.0,440.0
2022-08-30,16:04:10,0.4837,25.13,2831,5029639.0,9.59794659413396e-05,448.0,449.0
2022-08-30,16:04:10,0.4865,25.13,2832,5029639.0,9.582607639145006e-05,448.0,449.0
2022-08-30,16:04:10,0.4895,25.13,2832,5029633.0,9.582607639145006e-05,454.0,455.0
2022-08-30,16:04:10,0.4925,25.13,2831,5029627.0,9.59794659413396e-05,448.0,449.0
2022-08-30,16:04:10,0.4954,25.13,2832,5029626.0,9.582607639145006e-05,450.0,450.0
2022-08-30,16:04:10,0.4983,25.13,2833,5029633.0,9.567293198101609e-05,457.0,458.0
2022-08-30,16:04:10,0.5014,25.13,2834,5029639.0,9.552003231826796e-05,451.0,452.0
2022-08-30,16:04:10,0.5044,25.13,2834,5029636.0,9.552003231826796e-05,448.0,449.0
2022-08-30,16:04:10,0.5074,25.13,2832,5029636.0,9.582607639145006e-05,448.0,449.0
2022-08-30,16:04:10,0.5104,25.13,2833,5029636.0,9.567293198101609e-05,448.0,449.0
2022-08-30,16:04:10,0.5133,25.13,2834,5029638.0,9.552003231826796e-05,447.0,447.0
2022-08-30,16:04:10,0.5162,25.13,2833,5029636.0,9.567293198101609e-05,445.0,446.0
2022-08-30,16:04:10,0.5191,25.13,2835,5029635.0,9.536737701206235e-05,447.0,447.0
2022-08-30,16:04:10,0.522,25.13,2836,5029636.0,9.521496567188087e-05,448.0,449.0
2022-08-30,16:04:10,0.5251,25.13,2832,5029635.0,9.582607639145006e-05,450.0,450.0
2022-08-30,16:04:10,0.528,25.13,2833,5029630.0,9.567293198101609e-05,445.0,446.0
2022-08-30,16:04:10,0.5308,25.13,2834,5029627.0,9.552003231826796e-05,448.0,449.0
2022-08-30,16:04:10,0.5339,25.13,2834,5029630.0,9.552003231826796e-05,451.0,452.0
2022-08-30,16:04:10,0.5368,25.13,2834,5029630.0,9.552003231826796e-05,451.0,452.0
2022-08-30,16:04:10,0.5397,25.13,2834,5029635.0,9.552003231826796e-05,456.0,456.0
2022-08-30,16:04:10,0.5426,25.13,2834,5029635.0,9.552003231826796e-05,456.0,456.0
2022-08-30,16:04:10,0.5456,25.13,2835,5029630.0,9.536737701206235e-05,451.0,452.0
2022-08-30,16:04:10,0.5486,25.13,2835,5029639.0,9.536737701206235e-05,442.0,443.0
2022-08-30,16:04:10,0.5515,25.13,2834,5029641.0,9.552003231826796e-05,444.0,444.0
2022-08-30,16:04:10,0.5545,25.13,2833,5029630.0,9.567293198101609e-05,454.0,455.0
2022-08-30,16:04:10,0.5575,25.13,2833,5029627.0,9.567293198101609e-05,451.0,452.0
2022-08-30,16:04:10,0.5605,25.13,2835,5029642.0,9.536737701206235e-05,436.0,437.0
2022-08-30,16:04:10,0.5633,25.13,2836,5029644.0,9.521496567188087e-05,438.0,438.0
2022-08-30,16:04:10,0.5661,25.13,2833,5029635.0,9.567293198101609e-05,447.0,447.0
2022-08-30,16:04:10,0.5691,25.13,2833,5029638.0,9.567293198101609e-05,450.0,450.0
2022-08-30,16:04:10,0.5721,25.13,2835,5029641.0,9.536737701206235e-05,447.0,447.0
2022-08-30,16:04:10,0.5751,25.13,2835,5029638.0,9.536737701206235e-05,444.0,444.0
2022-08-30,16:04:10,0.5779,25.13,2833,5029629.0,9.567293198101609e-05,453.0,453.0
2022-08-30,16:04:10,0.581,25.13,2832,5029633.0,9.582607639145006e-05,457.0,458.0
2022-08-30,16:04:10,0.584,25.13,2832,5029636.0,9.582607639145006e-05,454.0,455.0
2022-08-30,16:04:10,0.587,25.13,2833,5029630.0,9.567293198101609e-05,448.0,449.0
2022-08-30,16:04:10,0.5898,25.13,2832,5029633.0,9.582607639145006e-05,445.0,446.0
2022-08-30,16:04:10,0.5927,25.13,2833,5029636.0,9.567293198101609e-05,448.0,449.0
2022-08-30,16:04:10,0.5956,25.13,2836,5029642.0,9.521496567188087e-05,442.0,443.0
2022-08-30,16:04:10,0.5985,25.13,2835,5029645.0,9.536737701206235e-05,445.0,446.0
2022-08-30,16:04:10,0.6016,25.13,2832,5029630.0,9.582607639145006e-05,460.0,461.0
2022-08-30,16:04:10,0.6046,25.13,2833,5029627.0,9.567293198101609e-05,457.0,458.0
2022-08-30,16:04:10,0.6076,25.13,2835,5029636.0,9.536737701206235e-05,448.0,449.0
2022-08-30,16:04:10,0.6105,25.13,2835,5029636.0,9.536737701206235e-05,448.0,449.0
2022-08-30,16:04:10,0.6133,25.13,2834,5029635.0,9.552003231826796e-05,450.0,450.0
2022-08-30,16:04:10,0.6163,25.13,2836,5029629.0,9.521496567188087e-05,444.0,444.0
2022-08-30,16:04:11,0.6193,25.13,2838,5029635.0,9.49108733306367e-05,438.0,438.0
2022-08-30,16:04:11,0.6223,25.13,2834,5029641.0,9.552003231826796e-05,444.0,444.0
2022-08-30,16:04:11,0.6252,25.13,2833,5029635.0,9.567293198101609e-05,450.0,450.0
2022-08-30,16:04:11,0.6281,25.13,2835,5029635.0,9.536737701206235e-05,450.0,450.0
2022-08-30,16:04:11,0.631,25.13,2836,5029641.0,9.521496567188087e-05,444.0,444.0
2022-08-30,16:04:11,0.634,25.13,2836,5029638.0,9.521496567188087e-05,441.0,441.0
2022-08-30,16:04:11,0.6368,25.13,2836,5029624.0,9.521496567188087e-05,454.0,455.0
2022-08-30,16:04:11,0.6399,25.13,2836,5029627.0,9.521496567188087e-05,457.0,458.0
2022-08-30,16:04:11,0.6429,25.13,2836,5029635.0,9.521496567188087e-05,450.0,450.0
2022-08-30,16:04:11,0.6458,25.13,2836,5029635.0,9.521496567188087e-05,450.0,450.0
2022-08-30,16:04:11,0.6487,25.13,2835,5029630.0,9.536737701206235e-05,454.0,455.0
2022-08-30,16:04:11,0.6518,25.13,2832,5029630.0,9.582607639145006e-05,454.0,455.0
2022-08-30,16:04:11,0.6548,25.13,2835,5029641.0,9.536737701206235e-05,444.0,444.0
2022-08-30,16:04:11,0.6577,25.13,2837,5029641.0,9.506279790782941e-05,444.0,444.0
2022-08-30,16:04:11,0.6605,25.13,2834,5029632.0,9.552003231826796e-05,453.0,453.0
2022-08-30,16:04:11,0.6635,25.13,2834,5029632.0,9.552003231826796e-05,453.0,453.0
2022-08-30,16:04:11,0.6665,25.13,2836,5029641.0,9.521496567188087e-05,444.0,444.0
2022-08-30,16:04:11,0.6693,25.13,2836,5029639.0,9.521496567188087e-05,442.0,443.0
2022-08-30,16:04:11,0.6722,25.13,2834,5029630.0,9.552003231826796e-05,451.0,452.0
2022-08-30,16:04:11,0.6752,25.13,2833,5029635.0,9.567293198101609e-05,456.0,456.0
2022-08-30,16:04:11,0.6782,25.13,2834,5029641.0,9.552003231826796e-05,450.0,450.0
2022-08-30,16:04:11,0.6812,25.13,2836,5029633.0,9.521496567188087e-05,442.0,443.0
2022-08-30,16:04:11,0.6841,25.13,2835,5029638.0,9.536737701206235e-05,438.0,438.0
2022-08-30,16:04:11,0.687,25.13,2835,5029645.0,9.536737701206235e-05,445.0,446.0
2022-08-30,16:04:11,0.6899,25.13,2838,5029636.0,9.49108733306367e-05,454.0,455.0
2022-08-30,16:04:11,0.6929,25.13,2839,5029629.0,9.475919155165392e-05,447.0,447.0
2022-08-30,16:04:11,0.6959,25.13,2834,5029630.0,9.552003231826796e-05,445.0,446.0
2022-08-30,16:04:11,0.6988,25.13,2835,5029635.0,9.536737701206235e-05,450.0,450.0
2022-08-30,16:04:11,0.7017,25.13,2836,5029633.0,9.521496567188087e-05,451.0,452.0
2022-08-30,16:04:11,0.7046,25.13,2834,5029633.0,9.552003231826796e-05,451.0,452.0
2022-08-30,16:04:11,0.7075,25.13,2835,5029635.0,9.536737701206235e-05,450.0,450.0
2022-08-30,16:04:11,0.7105,25.13,2837,5029635.0,9.506279790782941e-05,450.0,450.0
2022-08-30,16:04:11,0.7134,25.13,2838,5029632.0,9.49108733306367e-05,453.0,453.0
2022-08-30,16:04:11,0.7164,25.13,2836,5029636.0,9.521496567188087e-05,457.0,458.0
2022-08-30,16:04:11,0.7195,25.13,2833,5029642.0,9.567293198101609e-05,451.0,452.0
2022-08-30,16:04:11,0.7225,25.13,2834,5029638.0,9.552003231826796e-05,447.0,447.0
2022-08-30,16:04:11,0.7254,25.13,2836,5029629.0,9.521496567188087e-05,456.0,456.0
2022-08-30,16:04:11,0.7283,25.13,2836,5029626.0,9.521496567188087e-05,453.0,453.0
2022-08-30,16:04:11,0.7314,25.13,2835,5029638.0,9.536737701206235e-05,441.0,441.0
2022-08-30,16:04:11,0.7344,25.13,2832,5029639.0,9.582607639145006e-05,442.0,443.0
2022-08-30,16:04:11,0.7372,25.13,2832,5029639.0,9.582607639145006e-05,442.0,443.0
2022-08-30,16:04:11,0.7401,25.13,2835,5029642.0,9.536737701206235e-05,445.0,446.0
2022-08-30,16:04:11,0.743,25.13,2835,5029636.0,9.536737701206235e-05,451.0,452.0
2022-08-30,16:04:11,0.746,25.13,2834,5029635.0,9.552003231826796e-05,450.0,450.0
2022-08-30,16:04:11,0.7488,25.13,2833,5029627.0,9.567293198101609e-05,457.0,458.0
2022-08-30,16:04:11,0.7518,25.13,2836,5029621.0,9.521496567188087e-05,451.0,452.0
2022-08-30,16:04:11,0.7548,25.13,2839,5029624.0,9.475919155165392e-05,448.0,449.0
2022-08-30,16:04:11,0.7578,25.13,2838,5029630.0,9.49108733306367e-05,454.0,455.0
2022-08-30,16:04:11,0.7608,25.13,2836,5029636.0,9.521496567188087e-05,448.0,449.0
2022-08-30,16:04:11,0.7638,25.13,2834,5029636.0,9.552003231826796e-05,448.0,449.0
2022-08-30,16:04:11,0.7667,25.13,2834,5029639.0,9.552003231826796e-05,445.0,446.0
2022-08-30,16:04:11,0.7696,25.13,2834,5029638.0,9.552003231826796e-05,444.0,444.0
2022-08-30,16:04:11,0.7725,25.13,2833,5029632.0,9.567293198101609e-05,450.0,450.0
2022-08-30,16:04:11,0.7754,25.13,2834,5029629.0,9.552003231826796e-05,447.0,447.0
2022-08-30,16:04:11,0.7784,25.13,2837,5029635.0,9.506279790782941e-05,441.0,441.0
2022-08-30,16:04:11,0.7813,25.13,2836,5029642.0,9.521496567188087e-05,448.0,449.0
2022-08-30,16:04:11,0.7843,25.13,2834,5029648.0,9.552003231826796e-05,442.0,443.0
2022-08-30,16:04:11,0.7872,25.13,2834,5029645.0,9.552003231826796e-05,439.0,440.0
2022-08-30,16:04:11,0.7901,25.13,2835,5029633.0,9.536737701206235e-05,451.0,452.0
2022-08-30,16:04:11,0.793,25.13,2837,5029624.0,9.506279790782941e-05,442.0,443.0
2022-08-30,16:04:11,0.7958,25.13,2838,5029636.0,9.49108733306367e-05,430.0,431.0
2022-08-30,16:04:11,0.7987,25.13,2834,5029647.0,9.552003231826796e-05,441.0,441.0
2022-08-30,16:04:11,0.8017,25.13,2834,5029630.0,9.552003231826796e-05,457.0,458.0
2022-08-30,16:04:11,0.8047,25.13,2836,5029627.0,9.521496567188087e-05,454.0,455.0
2022-08-30,16:04:11,0.8076,25.13,2836,5029636.0,9.521496567188087e-05,445.0,446.0
2022-08-30,16:04:11,0.8106,25.13,2838,5029632.0,9.49108733306367e-05,441.0,441.0
