Date/Time,Command,Status/Mode,Power(raw),Stable/Total(sec),Min/Max(C),Temp(C)
2021-12-07 16:43:50,GET,STABLE/HEAT,35,11/72,31.0/31.5,31.5
2021-12-07 16:43:53,GET,STABLE/HEAT,33,11/75,31.25/31.5,31.0
2021-12-07 16:43:56,GET,STABLE/HEAT,36,11/78,31.0/31.25,31.0
2021-12-07 16:43:59,GET,STABLE/HEAT,37,11/81,31.0/31.5,31.5
2021-12-07 16:44:02,GET,STABLE/HEAT,37,11/84,30.75/31.5,31.25
2021-12-07 16:44:05,GET,STABLE/HEAT,38,11/87,30.75/31.5,31.25
2021-12-07 16:44:08,GET,STABLE/HEAT,43,11/90,30.75/31.5,30.75
2021-12-07 16:44:11,GET,STABLE/HEAT,42,11/93,30.75/31.5,31.5
2021-12-07 16:44:14,GET,STABLE/HEAT,42,11/96,30.75/31.5,31.25
2021-12-07 16:44:17,GET,STABLE/HEAT,44,11/99,30.75/31.5,31.0
2021-12-07 16:44:20,GET,STABLE/HEAT,45,11/102,31.0/31.5,31.25
2021-12-07 16:44:23,GET,STABLE/HEAT,47,11/105,30.5/31.25,31.25
2021-12-07 16:44:26,GET,STABLE/HEAT,48,11/108,30.5/31.25,30.75
2021-12-07 16:44:29,GET,STABLE/HEAT,51,11/111,30.75/31.5,31.5
2021-12-07 16:44:32,GET,STABLE/HEAT,51,11/114,30.75/31.5,30.75
2021-12-07 16:44:35,GET,STABLE/HEAT,52,11/117,31.0/31.25,31.0
2021-12-07 16:44:38,GET,STABLE/HEAT,53,11/120,31.0/31.5,31.25
2021-12-07 16:44:41,GET,STABLE/HEAT,56,11/123,30.75/31.5,31.25
2021-12-07 16:44:44,GET,STABLE/HEAT,58,11/126,30.5/31.25,31.0
2021-12-07 16:44:47,GET,STABLE/HEAT,60,11/129,30.75/31.5,31.25
2021-12-07 16:44:50,GET,STABLE/HEAT,58,11/132,30.75/31.5,30.75
2021-12-07 16:44:53,GET,STABLE/HEAT,58,11/135,30.75/31.5,31.25
2021-12-07 16:44:56,GET,STABLE/HEAT,61,11/138,31.0/31.25,31.5
2021-12-07 16:44:59,GET,STABLE/HEAT,61,11/141,31.0/31.5,31.5
2021-12-07 16:45:02,GET,STABLE/HEAT,63,11/144,30.5/31.5,30.75
2021-12-07 16:45:05,GET,STABLE/HEAT,63,11/147,31.0/31.5,31.0
2021-12-07 16:45:08,GET,STABLE/HEAT,66,11/150,30.5/31.5,31.25
2021-12-07 16:45:11,GET,STABLE/HEAT,68,11/153,31.0/31.5,31.5
2021-12-07 16:45:14,GET,STABLE/HEAT,67,11/156,31.0/31.5,31.0
2021-12-07 16:45:17,GET,STABLE/HEAT,70,11/159,30.75/31.25,31.0
2021-12-07 16:45:20,GET,STABLE/HEAT,71,11/162,30.75/31.5,31.0
2021-12-07 16:45:23,GET,STABLE/HEAT,72,11/165,30.5/31.5,31.25
2021-12-07 16:45:26,GET,STABLE/HEAT,73,11/168,30.75/31.5,30.75
2021-12-07 16:45:29,GET,STABLE/HEAT,77,11/171,30.75/31.25,31.25
2021-12-07 16:45:32,GET,STABLE/HEAT,76,11/174,31.0/31.5,31.25
2021-12-07 16:45:35,GET,STABLE/HEAT,77,11/177,30.75/31.5,31.0
2021-12-07 16:45:38,GET,STABLE/HEAT,78,11/180,31.0/31.5,31.5
2021-12-07 16:45:41,GET,STABLE/HEAT,80,11/183,30.75/31.5,31.25
2021-12-07 16:45:44,GET,STABLE/HEAT,81,11/186,31.0/31.5,31.0
2021-12-07 16:45:47,GET,STABLE/HEAT,82,11/189,30.75/31.25,31.0
2021-12-07 16:45:50,GET,STABLE/HEAT,83,11/192,31.0/31.5,31.25
2021-12-07 16:45:53,GET,STABLE/HEAT,83,11/195,30.5/31.5,31.5
2021-12-07 16:45:56,GET,STABLE/HEAT,86,11/198,30.75/31.5,31.0
2021-12-07 16:45:59,GET,STABLE/HEAT,87,11/201,30.5/31.25,31.25
2021-12-07 16:46:02,GET,STABLE/HEAT,88,11/204,31.25/31.5,31.25
2021-12-07 16:46:05,GET,STABLE/HEAT,89,11/207,31.25/31.5,31.25
2021-12-07 16:46:09,GET,STABLE/HEAT,93,11/210,30.75/31.5,31.25
2021-12-07 16:47:06,GET,STABLE/HEAT,100,11/268,30.5/31.5,30.5
