Relative_time,Resonance_Frequency,Dissipation,target
0.0542,15279764.0,2.857825560649389e-05,0
0.0822,15280109.0,2.983943057705171e-05,0
0.1128,15280015.0,2.857825560649389e-05,0
0.1173,15280017.0,2.885382895321314e-05,0
0.1218,15280017.0,2.885382895321314e-05,0
0.1262,15280017.0,2.885382895321314e-05,0
0.1307,15280017.0,2.885382895321314e-05,0
0.1351,15280017.0,2.880771621657395e-05,0
0.1396,15280017.0,2.880771621657395e-05,0
0.1441,15280017.0,2.880771621657395e-05,0
0.1486,15280017.0,2.876167717498871e-05,0
0.153,15280017.0,2.876167717498871e-05,0
0.1575,15280017.0,2.880771621657395e-05,0
0.162,15280017.0,2.885382895321314e-05,0
0.1664,15280017.0,2.880771621657395e-05,0
0.1708,15280017.0,2.876167717498871e-05,0
0.1753,15280017.0,2.880771621657395e-05,0
0.1798,15280017.0,2.880771621657395e-05,0
0.1843,15280017.0,2.880771621657395e-05,0
0.1888,15280016.0,2.880771621657395e-05,0
0.1932,15280017.0,2.880771621657395e-05,0
0.1977,15280017.0,2.880771621657395e-05,0
0.2021,15280017.0,2.876167717498871e-05,0
0.2066,15280017.0,2.876167717498871e-05,0
0.2111,15280017.0,2.880771621657395e-05,0
0.2156,15280017.0,2.885382895321314e-05,0
0.2244,15280018.0,2.880771621657395e-05,0
0.2289,15280017.0,2.880771621657395e-05,0
0.2334,15280017.0,2.880771621657395e-05,0
0.2378,15280017.0,2.876167717498871e-05,0
0.2423,15280017.0,2.876167717498871e-05,0
0.2512,15280018.0,2.885382895321314e-05,0
0.2556,15280018.0,2.880771621657395e-05,0
0.2601,15280017.0,2.876167717498871e-05,0
0.2646,15280017.0,2.880771621657395e-05,0
0.269,15280017.0,2.880771621657395e-05,0
0.278,15280017.0,2.880771621657395e-05,0
0.2824,15280017.0,2.880771621657395e-05,0
0.2869,15280017.0,2.880771621657395e-05,0
0.2913,15280017.0,2.880771621657395e-05,0
0.2958,15280017.0,2.885382895321314e-05,0
0.3047,15280018.0,2.885382895321314e-05,0
0.3092,15280017.0,2.880771621657395e-05,0
0.3137,15280017.0,2.876167717498871e-05,0
0.3181,15280017.0,2.880771621657395e-05,0
0.3226,15280017.0,2.885382895321314e-05,0
0.3271,15280018.0,2.885382895321314e-05,0
0.336,15280016.0,2.880771621657395e-05,0
0.3404,15280017.0,2.880771621657395e-05,0
0.3449,15280017.0,2.876167717498871e-05,0
0.3494,15280017.0,2.876167717498871e-05,0
0.3539,15280017.0,2.880771621657395e-05,0
0.3628,15280016.0,2.885382895321314e-05,0
0.3672,15280017.0,2.880771621657395e-05,0
0.3717,15280017.0,2.876167717498871e-05,0
0.3762,15280017.0,2.876167717498871e-05,0
0.3806,15280017.0,2.880771621657395e-05,0
0.3896,15280016.0,2.876167717498871e-05,0
0.394,15280017.0,2.876167717498871e-05,0
0.3985,15280017.0,2.880771621657395e-05,0
0.403,15280017.0,2.880771621657395e-05,0
0.4074,15280017.0,2.876167717498871e-05,0
0.4119,15280017.0,2.876167717498871e-05,0
0.4208,15280017.0,2.885382895321314e-05,0
0.4253,15280017.0,2.876167717498871e-05,0
0.4298,15280017.0,2.871571171068163e-05,0
0.4342,15280017.0,2.871571171068163e-05,0
0.4387,15280017.0,2.880771621657395e-05,0
0.4476,15280018.0,2.880771621657395e-05,0
0.452,15280017.0,2.876167717498871e-05,0
0.4565,15280017.0,2.876167717498871e-05,0
0.461,15280017.0,2.880771621657395e-05,0
0.4654,15280017.0,2.880771621657395e-05,0
0.4744,15280018.0,2.876167717498871e-05,0
0.4789,15280017.0,2.876167717498871e-05,0
0.4833,15280017.0,2.876167717498871e-05,0
0.4878,15280017.0,2.876167717498871e-05,0
0.4922,15280017.0,2.876167717498871e-05,0
0.5011,15280018.0,2.876167717498871e-05,0
0.5056,15280017.0,2.880771621657395e-05,0
0.5101,15280017.0,2.885382895321314e-05,0
0.5146,15280017.0,2.880771621657395e-05,0
0.5191,15280017.0,2.876167717498871e-05,0
0.5236,15280018.0,2.876167717498871e-05,0
0.5325,15280016.0,2.880771621657395e-05,0
0.5369,15280017.0,2.880771621657395e-05,0
0.5414,15280017.0,2.880771621657395e-05,0
0.5459,15280017.0,2.880771621657395e-05,0
0.5503,15280017.0,2.876167717498871e-05,0
0.5592,15280016.0,2.880771621657395e-05,0
0.5637,15280017.0,2.880771621657395e-05,0
0.5682,15280017.0,2.885382895321314e-05,0
0.5727,15280017.0,2.880771621657395e-05,0
0.5771,15280017.0,2.880771621657395e-05,0
0.5861,15280017.0,2.885382895321314e-05,0
0.5905,15280017.0,2.880771621657395e-05,0
0.5949,15280017.0,2.880771621657395e-05,0
0.5994,15280017.0,2.880771621657395e-05,0
0.6039,15280018.0,2.876167717498871e-05,0
0.6084,15280017.0,2.876167717498871e-05,0
0.6173,15280017.0,2.876167717498871e-05,0
0.6217,15280017.0,2.876167717498871e-05,0
0.6262,15280017.0,2.876167717498871e-05,0
0.6307,15280018.0,2.876167717498871e-05,0
0.6351,15280017.0,2.880771621657395e-05,0
0.6441,15280019.0,2.876167717498871e-05,0
0.6485,15280017.0,2.876167717498871e-05,0
0.653,15280017.0,2.876167717498871e-05,0
0.6574,15280017.0,2.876167717498871e-05,0
0.6619,15280017.0,2.876167717498871e-05,0
0.6708,15280018.0,2.876167717498871e-05,0
0.6752,15280017.0,2.876167717498871e-05,0
0.6797,15280017.0,2.876167717498871e-05,0
0.6842,15280017.0,2.876167717498871e-05,0
0.6887,15280017.0,2.876167717498871e-05,0
0.6976,15280017.0,2.880771621657395e-05,0
0.702,15280017.0,2.880771621657395e-05,0
0.7065,15280016.0,2.880771621657395e-05,0
0.711,15280016.0,2.880771621657395e-05,0
0.7154,15280016.0,2.880771621657395e-05,0
0.7199,15280017.0,2.880771621657395e-05,0
0.7288,15280016.0,2.876167717498871e-05,0
0.7332,15280017.0,2.876167717498871e-05,0
0.7377,15280017.0,2.876167717498871e-05,0
0.7422,15280017.0,2.876167717498871e-05,0
0.7466,15280017.0,2.880771621657395e-05,0
0.7555,15280015.0,2.876167717498871e-05,0
0.76,15280017.0,2.880771621657395e-05,0
