# shear_rate,viscosity_raw,viscosity_avg
144.20,21.03,21.03
277.39,13.21,13.21
341.16,14.59,14.59
675.92,11.48,11.48
960.82,12.01,12.01
1124.94,13.18,13.18
1266.22,14.88,14.88
1493.41,16.56,16.56
2065.10,16.66,16.66
2057.86,16.78,16.66
2069.67,16.67,16.66
2072.43,16.71,16.66
2082.63,16.63,16.66
2089.33,16.61,16.66
2095.82,16.59,16.66
2102.65,16.56,16.66
2107.14,16.58,16.66
2113.51,16.56,16.66
2118.06,16.57,16.66
2126.69,16.52,16.66
2131.63,16.53,16.66
2132.48,16.60,16.66
2135.52,16.64,16.66
2140.20,16.66,16.66
2147.49,16.63,16.66
2160.75,16.52,16.66
2168.22,16.49,16.66
2171.14,16.54,16.66
2180.41,16.48,16.66
2183.38,16.53,16.66
2190.76,16.50,16.66
2200.60,16.45,16.66
2205.73,16.46,16.66
2213.34,16.44,16.66
2216.80,16.48,16.66
2224.52,16.46,16.66
2228.02,16.50,16.66
2235.87,16.48,16.66
2243.79,16.45,16.66
2251.79,16.43,16.66
2255.44,16.47,16.66
2265.79,16.41,16.66
2279.32,16.41,16.66
2282.00,16.46,16.66
2290.42,16.43,16.66
2294.25,16.48,16.66
2302.82,16.45,16.66
2308.69,16.47,16.66
2312.60,16.51,16.66
2321.38,16.49,16.66
2332.67,16.43,16.66
2341.66,16.40,16.66
2345.77,16.45,16.66
2354.92,16.42,16.66
2359.09,16.47,16.66
2362.85,16.52,16.66
2380.37,16.38,16.66
2384.70,16.43,16.66
2394.31,16.40,16.66
2404.02,16.37,16.66
2396.89,16.58,16.66
2403.92,16.59,16.66
2425.18,16.41,16.66
2427.00,16.50,16.66
2437.15,16.47,16.66
2441.29,16.52,16.66
2451.63,16.50,16.66
2464.94,16.43,16.66
2469.72,16.48,16.66
2474.51,16.53,16.66
2485.27,16.51,16.66
2489.65,16.56,16.66
2500.63,16.53,16.66
2505.07,16.59,16.66
2516.76,16.56,16.66
2528.10,16.53,16.66
2532.70,16.59,16.66
2537.28,16.65,16.66
2548.93,16.62,16.66
2557.37,16.64,16.66
2562.60,16.70,16.66
2574.61,16.66,16.66
2579.38,16.73,16.66
2595.71,16.65,16.66
2600.62,16.71,16.66
2606.07,16.77,16.66
2618.73,16.74,16.66
2623.70,16.81,16.66
2640.84,16.73,16.66
2654.59,16.69,16.66
2656.09,16.81,16.66
2665.73,16.82,16.66
2670.92,16.90,16.66
2693.17,16.89,16.66
2705.92,16.87,16.66
2707.28,16.99,16.66
2713.24,17.07,16.66
2731.78,16.98,16.66
2755.60,16.83,16.66
2748.43,17.08,16.66
2749.58,17.21,16.66
2769.69,17.12,16.66
2803.56,16.86,16.66
2805.09,17.00,16.66
2792.51,17.31,16.66
2804.34,17.33,16.66
2829.05,17.18,16.66
2854.93,17.03,16.66
2857.05,17.17,16.66
2843.16,17.52,16.66
2859.88,17.48,16.66
2903.05,17.14,16.66
2937.01,16.91,16.66
2911.64,17.38,16.66
2890.78,17.81,16.66
2954.87,17.23,16.66
3005.10,16.83,16.66
2995.83,17.11,16.66
2982.37,17.45,16.66
3001.67,17.42,16.66
3049.15,17.06,16.66
3075.43,16.95,16.66
3061.55,17.30,16.66
3077.20,17.32,16.66
3115.68,17.09,16.66
3162.38,16.78,16.66
3186.47,16.72,16.66
3153.87,17.26,16.66
3168.16,17.32,16.66
3214.36,17.02,16.66
3246.62,16.89,16.66
3279.27,16.76,16.66
3304.17,16.72,16.66
3314.17,16.83,16.66
3356.51,16.62,16.66
3381.88,16.58,16.66
3394.04,16.69,16.66
3372.17,17.13,16.66
3435.13,16.73,16.66
3491.30,16.42,16.66
3444.79,17.10,16.66
3452.83,17.26,16.66
3477.83,17.26,16.66
3518.38,17.11,16.66
3577.91,17.02,16.66
3606.53,16.98,16.66
3651.24,16.83,16.66
3695.73,16.68,16.66
3687.46,17.02,16.66
3713.84,17.05,16.66
3740.77,17.08,16.66
3790.94,16.91,16.66
3840.98,16.75,16.66
3870.92,16.78,16.66
3901.56,16.80,16.66
3931.33,16.85,16.66
3935.94,17.12,16.66
3939.53,17.40,16.66
4028.20,16.96,16.66
4088.51,16.78,16.66
4151.09,16.60,16.66
4204.91,16.51,16.66
4226.08,16.67,16.66
4280.55,16.59,16.66
4287.66,16.88,16.66
4347.47,16.79,16.66
4443.67,16.43,16.66
4452.40,16.73,16.66
4519.22,16.63,16.66
4603.52,16.40,16.66
4634.77,16.59,16.66
4737.45,16.27,16.66
4761.33,16.53,16.66
4843.70,16.39,16.66
4930.37,16.25,16.66
5066.91,15.81,16.66
5189.04,15.52,16.66
5240.68,15.65,16.66
5370.69,15.35,16.66
5513.42,15.03,16.66
5564.46,15.24,16.66
5635.79,15.35,16.66
5861.05,14.70,16.66
5975.63,14.63,16.66
6043.19,14.85,16.66
6165.74,14.81,16.66
6305.31,14.73,16.66
6425.99,14.79,16.66
6619.82,14.54,16.66
6869.42,14.12,16.66
7053.58,14.05,16.66
7240.96,14.00,16.66
7507.78,13.71,16.66
7758.31,13.57,16.66
8000.07,13.52,16.66
8781.68,12.67,16.66
9049.80,12.68,16.66
9445.47,12.53,16.66
9774.30,12.70,16.66
10382.18,12.27,16.66
10770.14,12.53,16.66
11174.56,12.92,16.66
11842.86,12.97,16.66
13821.55,10.92,16.66
14648.83,11.28,16.66
16671.79,10.43,16.66
20111.10,9.00,16.66
18695.10,13.85,16.66
23116.29,13.53,16.66
31301.06,14.56,16.66
5000000.00,5.66,5.66
15000000.00,9.25,9.25
