run,t,poi1_time,poi2_time,gap4,r4,poi4_time,gap5,r5,poi5_time,gap6,r6,poi6_time
,0.15589999999999993,6.4849,6.6408,3.5693,22.894804361770376,10.0542,16.6389,106.72803078896733,23.1238,35.11280000000001,225.22642719692126,41.5977
,0.1772999999999989,8.2832,8.4605,4.383699999999999,24.724760293288362,12.6669,18.5459,104.60180485053645,26.8291,39.9488,225.31754089114634,48.232
,2.6075,8.9318,11.5393,47.3582,18.162301054650047,56.29,266.9911,102.39351869606904,275.9229,586.9104000000001,225.08548418024932,595.8422
,1.2665000000000006,12.1124,13.3789,23.466,18.52822739834188,35.5784,138.06969999999998,109.01673904461107,150.1821,320.435,253.00829056454785,332.5474
,0.23659999999999926,13.6866,13.9232,2.5882999999999985,10.939560439560468,16.2749,12.527800000000001,52.9492814877432,26.2144,23.7314,100.30177514792932,37.418
,0.6539999999999999,9.7838,10.4378,13.2867,20.31605504587156,23.0705,66.1146,101.09266055045872,75.8984,134.42180000000002,205.53792048929668,144.2056
,0.06820000000000093,13.6534,13.7216,1.4228000000000005,20.862170087976263,15.0762,6.6866,98.04398826979339,20.34,15.1427,222.03372434017294,28.7961
,0.10960000000000036,19.1618,19.2714,1.4032000000000018,12.80291970802917,20.565,6.3643,58.06843065693411,25.5261,13.3204,121.53649635036456,32.4822
,0.07040000000000113,8.0468,8.1172,0.9417000000000009,13.376420454545253,8.9885,5.206000000000001,73.94886363636247,13.2528,14.3393,203.68323863636036,22.3861
,0.09210000000000029,6.7991,6.8912,1.7632000000000003,19.14440825190005,8.5623,8.5013,92.30510314875107,15.3004,20.927300000000002,227.22366992399495,27.7264
,0.1133999999999995,4.2361,4.3495,1.9245999999999999,16.97178130511471,6.1607,9.7285,85.78924162257533,13.9646,22.4241,197.7433862433871,26.6602
,0.19099999999999895,16.1481,16.3391,2.4509000000000007,12.831937172774945,18.599,8.328800000000001,43.606282722513335,24.4769,17.6526,92.42198952879632,33.8007
,0.3494999999999999,7.511,7.8605,7.2474,20.736480686695284,14.7584,34.1791,97.79427753934193,41.6901,79.03070000000001,226.12503576537918,86.5417
,0.19640000000000057,10.0854,10.2818,3.1862999999999992,16.223523421588542,13.2717,14.7303,75.00152749490813,24.8157,31.894599999999997,162.3961303462317,41.98
,0.22829999999999995,6.3553,6.5836,3.418800000000001,14.975032851511177,9.7741,19.53,85.54533508541395,25.8853,43.9123,192.34472185720549,50.2676
,0.19099999999999895,16.1481,16.3391,2.4509000000000007,12.831937172774945,18.599,8.328800000000001,43.606282722513335,24.4769,17.6526,92.42198952879632,33.8007
,0.16380000000000017,6.7523,6.9161,1.955400000000001,11.93772893772893,8.7077,12.512200000000002,76.38705738705733,19.2645,28.8559,176.16544566544547,35.6082
,0.12240000000000073,11.0665,11.1889,2.8887,23.60049019607829,13.9552,11.873300000000002,97.0040849673197,22.9398,24.664300000000004,201.5057189542472,35.7308
,2.4920999999999998,6.1019,8.594,31.7461,12.738694273905542,37.848,149.1838,59.8626860880382,155.2857,384.1083,154.13037197544242,390.2102
,0.297600000000001,15.2616,15.5592,5.089599999999999,17.102150537634348,20.3512,23.7922,79.94690860215027,39.0538,52.458299999999994,176.27116935483812,67.7199
,0.3055999999999983,20.8503,21.1559,4.023,13.164267015706878,24.8733,18.6531,61.03763089005269,39.5034,39.5266,129.34096858638816,60.3769
,0.07209999999999894,25.9954,26.0675,0.6480999999999995,8.988904299584036,26.6435,5.194800000000001,72.04993065187347,31.1902,10.276,142.52427184466228,36.2714
,0.2535999999999996,5.5837,5.8373,2.9458,11.615930599369104,8.5295,12.985199999999999,51.20347003154582,18.5689,27.226100000000002,107.3584384858046,32.8098
,0.17830000000000013,5.9899,6.1682,3.1793000000000005,17.831183398766115,9.1692,11.971,67.13965227145256,17.9609,26.8748,150.72798653953998,32.8647
,0.5602,5.817,6.3772,9.870099999999999,17.618886112102818,15.6871,41.9923,74.95947875758657,47.8093,87.9801,157.0512317029632,93.7971
,0.37620000000000076,4.7734,5.1496,5.9446,15.801701222753824,10.718,28.589000000000002,75.99415204678348,33.3624,63.6342,169.14992025518308,68.4076
,0.3296999999999999,6.4988,6.8285,5.533399999999999,16.783136184410075,12.0322,26.5245,80.45040946314835,33.0233,70.7515,214.59356991204132,77.2503
,0.3680000000000003,13.8866,14.2546,7.263700000000002,19.738315217391293,21.1503,38.3878,104.31467391304338,52.2744,78.2372,212.60108695652156,92.1238
,0.4759999999999991,46.7105,47.1865,5.8126999999999995,12.211554621848762,52.5232,23.7417,49.87752100840346,70.4522,60.844199999999994,127.82394957983216,107.5547
,0.05910000000000082,5.7475,5.8066,0.8704000000000001,14.72758037225022,6.6179,3.8586,65.28934010152194,9.6061,8.150000000000002,137.90186125211318,13.8975
,0.16339999999999932,12.8331,12.9965,2.5150000000000006,15.391676866585135,15.3481,10.4611,64.02141982864164,23.2942,21.9745,134.48286413708746,34.8076
,0.7686000000000011,8.7181,9.4867,8.7609,11.39851678376267,17.479,41.0171,53.365990111891676,49.7352,85.6592,111.44834764506881,94.3773
,0.42400000000000126,9.7008,10.1248,6.0547,14.279952830188638,15.7555,32.2292,76.01226415094317,41.93,66.6368,157.16226415094292,76.3376
,0.05770000000000053,10.5519,10.6096,0.8298000000000005,14.381282495667122,11.3817,3.408100000000001,59.065857885614726,13.96,7.587600000000002,131.50086655112534,18.1395
,0.20569999999999933,7.9713,8.177,3.759999999999999,18.27904715605256,11.7313,19.9663,97.06514341273731,27.9376,41.4095,201.31016042780814,49.3808
