run,t,gap4,r4,gap5,r5,gap6,r6
,0.35519999999999996,5.9388000000000005,16.719594594594597,24.8762,70.03434684684686,53.433899999999994,150.43327702702703
,0.18729999999999958,3.6308999999999996,19.38547784303261,15.127299999999998,80.76508275493877,35.8206,191.2471970101446
,0.5645999999999995,11.3925,20.178002125398528,51.529700000000005,91.26762309599725,103.62180000000001,183.5313496280554
,0.14440000000000097,2.0732,14.35734072022151,9.985,69.14819944598291,22.360999999999997,154.85457063711806
,0.045099999999999696,0.5514999999999999,12.228381374722918,3.6403,80.71618625277216,7.1865000000000006,159.34589800443567
,0.19430000000000014,3.7243999999999993,19.168296448790514,17.8816,92.03088008234681,37.1101,190.9938239835305
,0.07759999999999945,1.3117999999999999,16.904639175257852,6.8226,87.92010309278413,14.255399999999998,183.70360824742397
,0.2718999999999996,5.846100000000001,21.500919455682272,28.8968,106.27730783376256,55.5305,204.23133504965094
,0.04640000000000022,0.8385000000000016,18.07112068965512,3.7963000000000005,81.8168103448272,8.2448,177.68965517241296
,0.06349999999999945,0.9890999999999988,15.576377952756022,4.6898,73.85511811023686,9.567999999999998,150.67716535433198
,0.6119000000000003,14.1988,23.204445170779525,56.68059999999999,92.63049517895074,136.68019999999999,223.37015852263428
,0.1294000000000004,2.071299999999999,16.006955177743375,10.6083,81.98068006182355,24.0281,185.6885625965991
,0.5473999999999997,10.736,19.612714651077837,42.671899999999994,77.95378151260508,92.51,168.99890390938995
,0.22180000000000177,4.4389,20.013074842200023,24.2454,109.31199278629309,70.7918,319.16952209197217
,0.1404999999999994,1.818200000000001,12.940925266903976,8.804100000000002,62.662633451957575,18.1363,129.0839857651251
,0.1554000000000002,3.5694999999999997,22.969755469755437,15.778899999999998,101.53732303732289,34.0045,218.81917631917602
,1.2705999999999982,27.346799999999998,21.52274515976707,135.216,106.41901463875351,242.8331,191.11687391783437
,0.4369999999999994,5.802999999999999,13.279176201373014,37.18770000000001,85.09771167048068,69.8317,159.7979405034327
,0.3296999999999999,4.5337,13.750985744616322,23.401600000000002,70.97846527145893,57.892399999999995,175.59114346375497
,2.4665,19.1706,7.772390026353133,77.8683,31.57036286235557,167.0489,67.72710318264748
,0.17140000000000022,3.2108999999999988,18.733372228704752,17.057100000000002,99.51633605600922,35.7882,208.79929988331364
,0.7038999999999973,12.8063,18.19335132831375,85.9448,122.09802528768338,207.32659999999998,294.5398494104287
,0.6075000000000017,11.000800000000002,18.1083127572016,55.15899999999999,90.79670781892978,135.7654,223.48213991769484
,0.15990000000000038,2.3308,14.576610381488395,11.445,71.57598499061898,25.493000000000002,159.43089430894273
,0.06340000000000057,0.7838000000000003,12.362776025236487,3.6365,57.35804416403734,7.7745,122.62618296529858
,0.04439999999999955,0.6365999999999996,14.337837837837974,2.9833,67.19144144144212,6.7555,152.15090090090243
,0.33699999999999974,6.4166000000000025,19.040356083086074,34.3295,101.86795252225528,75.48849999999999,224.00148367952536
,2.601800000000001,43.2748,16.63263894227073,283.3048,108.88800061495884,595.4651,228.86659235913592
