run,poi,dk_from_poi1,d12
BSA_HSALTY182_2_3rd,4,4.532699999999998,0.24399999999999977
BSA_HSALTY182_2_3rd,5,20.8296,0.24399999999999977
BSA_HSALTY182_2_3rd,6,43.596399999999996,0.24399999999999977
M240913W4_4CP_C5_3rd,1,0.0,0.24589999999999979
M240913W4_4CP_C5_3rd,2,0.24589999999999979,0.24589999999999979
M240913W4_4CP_C5_3rd,3,0.3098000000000001,0.24589999999999979
M240913W4_4CP_C5_3rd,4,3.6582,0.24589999999999979
M240913W4_4CP_C5_3rd,5,16.1705,0.24589999999999979
M240913W4_4CP_C5_3rd,6,35.388,0.24589999999999979
M240625W8_1.6CP_F8_3rd,1,0.0,0.11850000000000094
M240625W8_1.6CP_F8_3rd,2,0.11850000000000094,0.11850000000000094
M240625W8_1.6CP_F8_3rd,3,0.1277000000000008,0.11850000000000094
M240625W8_1.6CP_F8_3rd,4,1.5252,0.11850000000000094
M240625W8_1.6CP_F8_3rd,5,12.118699999999999,0.11850000000000094
M240625W8_1.6CP_F8_3rd,6,27.137,0.11850000000000094
M240624W13_BSAPBS_265_2_3rd,1,0.0,0.4093
M240624W13_BSAPBS_265_2_3rd,2,0.4093,0.4093
M240624W13_BSAPBS_265_2_3rd,3,0.5413999999999994,0.4093
M240624W13_BSAPBS_265_2_3rd,4,6.8033,0.4093
M240624W13_BSAPBS_265_2_3rd,5,37.9155,0.4093
M240624W13_BSAPBS_265_2_3rd,6,91.2594,0.4093
IGG101_ACETATE_2_3rd,1,0.0,0.14099999999999824
IGG101_ACETATE_2_3rd,2,0.14099999999999824,0.14099999999999824
IGG101_ACETATE_2_3rd,3,0.19119999999999848,0.14099999999999824
IGG101_ACETATE_2_3rd,4,2.0980999999999987,0.14099999999999824
IGG101_ACETATE_2_3rd,5,10.164999999999996,0.14099999999999824
IGG101_ACETATE_2_3rd,6,27.537200000000002,0.14099999999999824
MC230521_W6_18CP_3_3rd,1,0.0,0.9425000000000026
MC230521_W6_18CP_3_3rd,2,0.9425000000000026,0.9425000000000026
MC230521_W6_18CP_3_3rd,3,1.063600000000001,0.9425000000000026
MC230521_W6_18CP_3_3rd,4,13.5365,0.9425000000000026
MC230521_W6_18CP_3_3rd,5,62.62190000000001,0.9425000000000026
MC230521_W6_18CP_3_3rd,6,139.3143,0.9425000000000026
MM231106W7_FV673_25X_A4_3rd,1,0.0,0.052999999999999936
MM231106W7_FV673_25X_A4_3rd,2,0.052999999999999936,0.052999999999999936
MM231106W7_FV673_25X_A4_3rd,3,0.0766,0.052999999999999936
MM231106W7_FV673_25X_A4_3rd,4,0.8716999999999997,0.052999999999999936
MM231106W7_FV673_25X_A4_3rd,5,4.840099999999999,0.052999999999999936
MM231106W7_FV673_25X_A4_3rd,6,19.6405,0.052999999999999936
M240625W8_4CP_I4_3rd,1,0.0,0.17790000000000106
M240625W8_4CP_I4_3rd,2,0.17790000000000106,0.17790000000000106
M240625W8_4CP_I4_3rd,3,0.20530000000000115,0.17790000000000106
M240625W8_4CP_I4_3rd,4,3.483500000000001,0.17790000000000106
M240625W8_4CP_I4_3rd,5,17.8647,0.17790000000000106
M240625W8_4CP_I4_3rd,6,38.469100000000005,0.17790000000000106
MM240625W1_10CP_C3_3rd,1,0.0,0.43129999999999846
MM240625W1_10CP_C3_3rd,2,0.43129999999999846,0.43129999999999846
MM240625W1_10CP_C3_3rd,3,0.44069999999999965,0.43129999999999846
MM240625W1_10CP_C3_3rd,4,7.796799999999999,0.43129999999999846
MM240625W1_10CP_C3_3rd,5,34.5438,0.43129999999999846
MM240625W1_10CP_C3_3rd,6,77.0732,0.43129999999999846
M240625W8_6CP_E8_3rd,1,0.0,0.27259999999999973
M240625W8_6CP_E8_3rd,2,0.27259999999999973,0.27259999999999973
M240625W8_6CP_E8_3rd,3,0.31429999999999936,0.27259999999999973
M240625W8_6CP_E8_3rd,4,5.089499999999999,0.27259999999999973
M240625W8_6CP_E8_3rd,5,27.008699999999997,0.27259999999999973
M240625W8_6CP_E8_3rd,6,54.1413,0.27259999999999973
MM230816W4_V63D1_1_3rd,1,0.0,0.06340000000000146
MM230816W4_V63D1_1_3rd,2,0.06340000000000146,0.06340000000000146
MM230816W4_V63D1_1_3rd,3,0.08200000000000074,0.06340000000000146
MM230816W4_V63D1_1_3rd,4,0.7212000000000014,0.06340000000000146
MM230816W4_V63D1_1_3rd,5,4.1668,0.06340000000000146
MM230816W4_V63D1_1_3rd,6,18.3136,0.06340000000000146
M240913W11_4CP_I10_3rd,1,0.0,0.2645999999999997
M240913W11_4CP_I10_3rd,2,0.2645999999999997,0.2645999999999997
M240913W11_4CP_I10_3rd,3,0.39729999999999954,0.2645999999999997
M240913W11_4CP_I10_3rd,4,4.564399999999999,0.2645999999999997
M240913W11_4CP_I10_3rd,5,18.9057,0.2645999999999997
M240913W11_4CP_I10_3rd,6,41.0325,0.2645999999999997
M240625W9B_10CP_2_3rd,1,0.0,0.3895999999999997
M240625W9B_10CP_2_3rd,2,0.3895999999999997,0.3895999999999997
M240625W9B_10CP_2_3rd,3,0.41359999999999886,0.3895999999999997
M240625W9B_10CP_2_3rd,4,8.397699999999999,0.3895999999999997
M240625W9B_10CP_2_3rd,5,40.5567,0.3895999999999997
M240625W9B_10CP_2_3rd,6,90.6435,0.3895999999999997
MM231106W6_C5_60P_3rd,1,0.0,0.35290000000000177
MM231106W6_C5_60P_3rd,2,0.35290000000000177,0.35290000000000177
MM231106W6_C5_60P_3rd,3,0.583400000000001,0.35290000000000177
MM231106W6_C5_60P_3rd,4,7.3584,0.35290000000000177
MM231106W6_C5_60P_3rd,5,30.618000000000002,0.35290000000000177
MM231106W6_C5_60P_3rd,6,70.9642,0.35290000000000177
DD240108W1_Q2_C8_40P_3rd,1,0.0,0.13309999999999977
DD240108W1_Q2_C8_40P_3rd,2,0.13309999999999977,0.13309999999999977
DD240108W1_Q2_C8_40P_3rd,3,0.17609999999999992,0.13309999999999977
DD240108W1_Q2_C8_40P_3rd,4,2.5427,0.13309999999999977
DD240108W1_Q2_C8_40P_3rd,5,12.979499999999998,0.13309999999999977
DD240108W1_Q2_C8_40P_3rd,6,26.635099999999998,0.13309999999999977
BGG159_SUCROSE0.476_ACETATE2_3rd,1,0.0,0.5044000000000004
BGG159_SUCROSE0.476_ACETATE2_3rd,2,0.5044000000000004,0.5044000000000004
BGG159_SUCROSE0.476_ACETATE2_3rd,3,0.5543999999999993,0.5044000000000004
BGG159_SUCROSE0.476_ACETATE2_3rd,4,8.3833,0.5044000000000004
BGG159_SUCROSE0.476_ACETATE2_3rd,5,39.5018,0.5044000000000004
BGG159_SUCROSE0.476_ACETATE2_3rd,6,86.2021,0.5044000000000004
MM231106W1_K3_40P_AVGIN5_CUT2DB_3rd,1,0.0,0.16850000000000165
MM231106W1_K3_40P_AVGIN5_CUT2DB_3rd,2,0.16850000000000165,0.16850000000000165
MM231106W1_K3_40P_AVGIN5_CUT2DB_3rd,3,0.3025000000000002,0.16850000000000165
MM231106W1_K3_40P_AVGIN5_CUT2DB_3rd,4,2.6281000000000017,0.16850000000000165
MM231106W1_K3_40P_AVGIN5_CUT2DB_3rd,5,11.899300000000002,0.16850000000000165
MM231106W1_K3_40P_AVGIN5_CUT2DB_3rd,6,26.049300000000002,0.16850000000000165
M12_IGG260_HUM55_OPEN_3rd,1,0.0,1.3399
M12_IGG260_HUM55_OPEN_3rd,2,1.3399,1.3399
M12_IGG260_HUM55_OPEN_3rd,3,1.4307999999999979,1.3399
M12_IGG260_HUM55_OPEN_3rd,4,24.7844,1.3399
M12_IGG260_HUM55_OPEN_3rd,5,117.68339999999999,1.3399
M12_IGG260_HUM55_OPEN_3rd,6,345.9385,1.3399
MM230816W4_40PAT15.5C_2_3rd,1,0.0,0.24019999999999797
MM230816W4_40PAT15.5C_2_3rd,2,0.24019999999999797,0.24019999999999797
MM230816W4_40PAT15.5C_2_3rd,3,0.2683,0.24019999999999797
MM230816W4_40PAT15.5C_2_3rd,4,4.343499999999999,0.24019999999999797
MM230816W4_40PAT15.5C_2_3rd,5,19.0681,0.24019999999999797
MM230816W4_40PAT15.5C_2_3rd,6,40.2592,0.24019999999999797
W9_QV1862_EL5_D11_3rd,1,0.0,0.07690000000000019
W9_QV1862_EL5_D11_3rd,2,0.07690000000000019,0.07690000000000019
W9_QV1862_EL5_D11_3rd,3,0.09469999999999956,0.07690000000000019
W9_QV1862_EL5_D11_3rd,4,1.4762000000000004,0.07690000000000019
W9_QV1862_EL5_D11_3rd,5,7.705,0.07690000000000019
W9_QV1862_EL5_D11_3rd,6,16.1787,0.07690000000000019
M240913W13_4CP_E9_3rd,1,0.0,0.19949999999999957
M240913W13_4CP_E9_3rd,2,0.19949999999999957,0.19949999999999957
M240913W13_4CP_E9_3rd,3,0.2171000000000003,0.19949999999999957
M240913W13_4CP_E9_3rd,4,3.8083,0.19949999999999957
M240913W13_4CP_E9_3rd,5,17.215,0.19949999999999957
M240913W13_4CP_E9_3rd,6,35.103899999999996,0.19949999999999957
W10_QV1860_EL3_K10_3rd,1,0.0,0.05259999999999998
W10_QV1860_EL3_K10_3rd,2,0.05259999999999998,0.05259999999999998
W10_QV1860_EL3_K10_3rd,3,0.07620000000000005,0.05259999999999998
W10_QV1860_EL3_K10_3rd,4,0.9078999999999997,0.05259999999999998
W10_QV1860_EL3_K10_3rd,5,3.8442000000000007,0.05259999999999998
W10_QV1860_EL3_K10_3rd,6,8.7628,0.05259999999999998
W9_QV1865_EL8_D10_3rd,1,0.0,0.05819999999999936
W9_QV1865_EL8_D10_3rd,2,0.05819999999999936,0.05819999999999936
W9_QV1865_EL8_D10_3rd,3,0.09299999999999997,0.05819999999999936
W9_QV1865_EL8_D10_3rd,4,1.2055000000000007,0.05819999999999936
W9_QV1865_EL8_D10_3rd,5,4.896000000000001,0.05819999999999936
W9_QV1865_EL8_D10_3rd,6,11.194199999999999,0.05819999999999936
D250224W3_4CP_B_1_3rd,1,0.0,0.2558000000000007
D250224W3_4CP_B_1_3rd,2,0.2558000000000007,0.2558000000000007
D250224W3_4CP_B_1_3rd,3,0.2887000000000022,0.2558000000000007
D250224W3_4CP_B_1_3rd,4,3.8507999999999996,0.2558000000000007
D250224W3_4CP_B_1_3rd,5,18.401000000000003,0.2558000000000007
D250224W3_4CP_B_1_3rd,6,37.317,0.2558000000000007
MM240625W3_10CP_G9_3rd,1,0.0,0.48930000000000007
MM240625W3_10CP_G9_3rd,2,0.48930000000000007,0.48930000000000007
MM240625W3_10CP_G9_3rd,3,0.5404,0.48930000000000007
MM240625W3_10CP_G9_3rd,4,9.206,0.48930000000000007
MM240625W3_10CP_G9_3rd,5,35.2532,0.48930000000000007
MM240625W3_10CP_G9_3rd,6,74.0665,0.48930000000000007
M240625W6_BSA200PBS_D11_3rd,1,0.0,0.2862999999999989
M240625W6_BSA200PBS_D11_3rd,2,0.2862999999999989,0.2862999999999989
M240625W6_BSA200PBS_D11_3rd,3,0.295399999999999,0.2862999999999989
M240625W6_BSA200PBS_D11_3rd,4,5.136099999999999,0.2862999999999989
M240625W6_BSA200PBS_D11_3rd,5,28.738300000000002,0.2862999999999989
M240625W6_BSA200PBS_D11_3rd,6,59.132400000000004,0.2862999999999989
M240625W12_BSAASE_193_3rd,1,0.0,0.24110000000000031
M240625W12_BSAASE_193_3rd,2,0.24110000000000031,0.24110000000000031
M240625W12_BSAASE_193_3rd,3,0.2958999999999996,0.24110000000000031
M240625W12_BSAASE_193_3rd,4,4.528899999999999,0.24110000000000031
M240625W12_BSAASE_193_3rd,5,22.1116,0.24110000000000031
M240625W12_BSAASE_193_3rd,6,42.0455,0.24110000000000031
MaB-I_(control)_3rd,1,0.0,0.42870000000000097
MaB-I_(control)_3rd,2,0.42870000000000097,0.42870000000000097
MaB-I_(control)_3rd,3,0.4382999999999999,0.42870000000000097
MaB-I_(control)_3rd,4,7.993499999999999,0.42870000000000097
MaB-I_(control)_3rd,5,38.8285,0.42870000000000097
MaB-I_(control)_3rd,6,84.74690000000001,0.42870000000000097
M240625W13_IGGHIS_66_3rd,1,0.0,0.09570000000000078
M240625W13_IGGHIS_66_3rd,2,0.09570000000000078,0.09570000000000078
M240625W13_IGGHIS_66_3rd,3,0.14119999999999955,0.09570000000000078
M240625W13_IGGHIS_66_3rd,4,1.4215,0.09570000000000078
M240625W13_IGGHIS_66_3rd,5,7.562000000000001,0.09570000000000078
M240625W13_IGGHIS_66_3rd,6,15.200099999999999,0.09570000000000078
M240625W10B_%50ETH_A2_3rd,1,0.0,0.13480000000000025
M240625W10B_%50ETH_A2_3rd,2,0.13480000000000025,0.13480000000000025
M240625W10B_%50ETH_A2_3rd,3,0.19090000000000007,0.13480000000000025
M240625W10B_%50ETH_A2_3rd,4,2.4827000000000004,0.13480000000000025
M240625W10B_%50ETH_A2_3rd,5,15.313100000000002,0.13480000000000025
M240625W10B_%50ETH_A2_3rd,6,46.1042,0.13480000000000025
M240625W8_4CP_M5_3rd,1,0.0,0.20480000000000054
M240625W8_4CP_M5_3rd,2,0.20480000000000054,0.20480000000000054
M240625W8_4CP_M5_3rd,3,0.24110000000000031,0.20480000000000054
M240625W8_4CP_M5_3rd,4,3.0621,0.20480000000000054
M240625W8_4CP_M5_3rd,5,16.1761,0.20480000000000054
M240625W8_4CP_M5_3rd,6,35.6878,0.20480000000000054
M240913W11_35CP_K8_3rd,1,0.0,2.4140999999999995
M240913W11_35CP_K8_3rd,2,2.4140999999999995,2.4140999999999995
M240913W11_35CP_K8_3rd,3,2.6288,2.4140999999999995
M240913W11_35CP_K8_3rd,4,41.149899999999995,2.4140999999999995
M240913W11_35CP_K8_3rd,5,194.57829999999998,2.4140999999999995
M240913W11_35CP_K8_3rd,6,481.2848,2.4140999999999995
M240625W6_IGG200PBS_J2_3rd,1,0.0,0.8224999999999998
M240625W6_IGG200PBS_J2_3rd,2,0.8224999999999998,0.8224999999999998
M240625W6_IGG200PBS_J2_3rd,3,0.8315999999999999,0.8224999999999998
M240625W6_IGG200PBS_J2_3rd,4,11.5696,0.8224999999999998
M240625W6_IGG200PBS_J2_3rd,5,65.2591,0.8224999999999998
M240625W6_IGG200PBS_J2_3rd,6,153.93980000000002,0.8224999999999998
MM240625W2_10CP_36C_2_3rd,1,0.0,0.24579999999999913
MM240625W2_10CP_36C_2_3rd,2,0.24579999999999913,0.24579999999999913
MM240625W2_10CP_36C_2_3rd,3,0.3094000000000001,0.24579999999999913
MM240625W2_10CP_36C_2_3rd,4,4.315000000000001,0.24579999999999913
MM240625W2_10CP_36C_2_3rd,5,25.785500000000003,0.24579999999999913
MM240625W2_10CP_36C_2_3rd,6,61.77289999999999,0.24579999999999913
DD240125W1_D4_80P_3rd,1,0.0,2.4635
DD240125W1_D4_80P_3rd,2,2.4635,2.4635
DD240125W1_D4_80P_3rd,3,2.4726999999999997,2.4635
DD240125W1_D4_80P_3rd,4,35.6261,2.4635
DD240125W1_D4_80P_3rd,5,156.0223,2.4635
DD240125W1_D4_80P_3rd,6,194.8719,2.4635
HUMIRA_HIS1X_75S_3rd,1,0.0,0.11369999999999969
HUMIRA_HIS1X_75S_3rd,2,0.11369999999999969,0.11369999999999969
HUMIRA_HIS1X_75S_3rd,3,0.2140000000000004,0.11369999999999969
HUMIRA_HIS1X_75S_3rd,4,2.0761000000000003,0.11369999999999969
HUMIRA_HIS1X_75S_3rd,5,11.5045,0.11369999999999969
HUMIRA_HIS1X_75S_3rd,6,28.698700000000002,0.11369999999999969
DD230517_W1_XANTAN0.35_3rd,1,0.0,0.1847999999999992
DD230517_W1_XANTAN0.35_3rd,2,0.1847999999999992,0.1847999999999992
DD230517_W1_XANTAN0.35_3rd,3,0.22250000000000014,0.1847999999999992
DD230517_W1_XANTAN0.35_3rd,4,5.531199999999998,0.1847999999999992
DD230517_W1_XANTAN0.35_3rd,5,46.5264,0.1847999999999992
DD230517_W1_XANTAN0.35_3rd,6,126.4185,0.1847999999999992
MM240625_IGG200PBS_J6_3rd,1,0.0,0.5373999999999981
MM240625_IGG200PBS_J6_3rd,2,0.5373999999999981,0.5373999999999981
MM240625_IGG200PBS_J6_3rd,3,0.5464999999999982,0.5373999999999981
MM240625_IGG200PBS_J6_3rd,4,9.651799999999998,0.5373999999999981
MM240625_IGG200PBS_J6_3rd,5,51.904399999999995,0.5373999999999981
MM240625_IGG200PBS_J6_3rd,6,121.1965,0.5373999999999981
M250324W5_10CP_D9_3rd,1,0.0,0.7854999999999999
M250324W5_10CP_D9_3rd,2,0.7854999999999999,0.7854999999999999
M250324W5_10CP_D9_3rd,3,0.8049,0.7854999999999999
M250324W5_10CP_D9_3rd,4,10.9142,0.7854999999999999
M250324W5_10CP_D9_3rd,5,43.8716,0.7854999999999999
M250324W5_10CP_D9_3rd,6,90.6425,0.7854999999999999
M240913W10_IGGHIS_E3_3rd,1,0.0,0.5175999999999998
M240913W10_IGGHIS_E3_3rd,2,0.5175999999999998,0.5175999999999998
M240913W10_IGGHIS_E3_3rd,3,0.6086,0.5175999999999998
M240913W10_IGGHIS_E3_3rd,4,8.6934,0.5175999999999998
M240913W10_IGGHIS_E3_3rd,5,42.5309,0.5175999999999998
M240913W10_IGGHIS_E3_3rd,6,89.4908,0.5175999999999998
M240625W7_BSA100_D7_3rd,1,0.0,0.12740000000000062
M240625W7_BSA100_D7_3rd,2,0.12740000000000062,0.12740000000000062
M240625W7_BSA100_D7_3rd,3,0.16830000000000034,0.12740000000000062
M240625W7_BSA100_D7_3rd,4,2.0512000000000006,0.12740000000000062
M240625W7_BSA100_D7_3rd,5,10.8138,0.12740000000000062
M240625W7_BSA100_D7_3rd,6,26.6293,0.12740000000000062
MM2311-6W3_E5_45S_WEIRD_10MIN_3rd,1,0.0,0.23680000000000057
MM2311-6W3_E5_45S_WEIRD_10MIN_3rd,2,0.23680000000000057,0.23680000000000057
MM2311-6W3_E5_45S_WEIRD_10MIN_3rd,3,0.2953999999999999,0.23680000000000057
MM2311-6W3_E5_45S_WEIRD_10MIN_3rd,4,4.250100000000001,0.23680000000000057
MM2311-6W3_E5_45S_WEIRD_10MIN_3rd,5,18.0448,0.23680000000000057
MM2311-6W3_E5_45S_WEIRD_10MIN_3rd,6,43.622099999999996,0.23680000000000057
M240913W13_4CP_C2_3rd,1,0.0,0.22199999999999953
M240913W13_4CP_C2_3rd,2,0.22199999999999953,0.22199999999999953
M240913W13_4CP_C2_3rd,3,0.25479999999999947,0.22199999999999953
M240913W13_4CP_C2_3rd,4,3.6708,0.22199999999999953
M240913W13_4CP_C2_3rd,5,17.0995,0.22199999999999953
M240913W13_4CP_C2_3rd,6,38.2167,0.22199999999999953
W9_QV1863_EL6_K1_3rd,1,0.0,0.04109999999999925
W9_QV1863_EL6_K1_3rd,2,0.04109999999999925,0.04109999999999925
W9_QV1863_EL6_K1_3rd,3,0.07029999999999959,0.04109999999999925
W9_QV1863_EL6_K1_3rd,4,0.7488000000000001,0.04109999999999925
W9_QV1863_EL6_K1_3rd,5,3.7823,0.04109999999999925
W9_QV1863_EL6_K1_3rd,6,8.020900000000001,0.04109999999999925
mAb-I_+_PS20_3rd,1,0.0,0.18189999999999884
mAb-I_+_PS20_3rd,2,0.18189999999999884,0.18189999999999884
mAb-I_+_PS20_3rd,3,0.3362999999999996,0.18189999999999884
mAb-I_+_PS20_3rd,4,5.674999999999999,0.18189999999999884
mAb-I_+_PS20_3rd,5,24.104,0.18189999999999884
mAb-I_+_PS20_3rd,6,52.46789999999999,0.18189999999999884
W0323A_10CP_25C_3rd,1,0.0,0.45149999999999935
W0323A_10CP_25C_3rd,2,0.45149999999999935,0.45149999999999935
W0323A_10CP_25C_3rd,3,0.5240000000000009,0.45149999999999935
W0323A_10CP_25C_3rd,4,10.362599999999997,0.45149999999999935
W0323A_10CP_25C_3rd,5,49.884,0.45149999999999935
W0323A_10CP_25C_3rd,6,119.23680000000002,0.45149999999999935
DD240419W1_60P_B1_3rd,1,0.0,0.2571000000000012
DD240419W1_60P_B1_3rd,2,0.2571000000000012,0.2571000000000012
DD240419W1_60P_B1_3rd,3,0.2931000000000026,0.2571000000000012
DD240419W1_60P_B1_3rd,4,5.909300000000002,0.2571000000000012
DD240419W1_60P_B1_3rd,5,30.408,0.2571000000000012
DD240419W1_60P_B1_3rd,6,64.7019,0.2571000000000012
MM231106W1_2DAYSONI_2_3rd,1,0.0,0.23749999999999893
MM231106W1_2DAYSONI_2_3rd,2,0.23749999999999893,0.23749999999999893
MM231106W1_2DAYSONI_2_3rd,3,0.2917000000000005,0.23749999999999893
MM231106W1_2DAYSONI_2_3rd,4,4.5344999999999995,0.23749999999999893
MM231106W1_2DAYSONI_2_3rd,5,20.8005,0.23749999999999893
MM231106W1_2DAYSONI_2_3rd,6,45.046800000000005,0.23749999999999893
W8_HISTIDINE_D7_3rd,1,0.0,0.06400000000000006
W8_HISTIDINE_D7_3rd,2,0.06400000000000006,0.06400000000000006
W8_HISTIDINE_D7_3rd,3,0.09880000000000067,0.06400000000000006
W8_HISTIDINE_D7_3rd,4,1.0772000000000013,0.06400000000000006
W8_HISTIDINE_D7_3rd,5,5.4274000000000004,0.06400000000000006
W8_HISTIDINE_D7_3rd,6,11.703400000000002,0.06400000000000006
M240625W9B_DMSO3_3rd,1,0.0,0.10989999999999966
M240625W9B_DMSO3_3rd,2,0.10989999999999966,0.10989999999999966
M240625W9B_DMSO3_3rd,3,0.11470000000000091,0.10989999999999966
M240625W9B_DMSO3_3rd,4,2.282300000000001,0.10989999999999966
M240625W9B_DMSO3_3rd,5,11.219800000000001,0.10989999999999966
M240625W9B_DMSO3_3rd,6,24.5798,0.10989999999999966
MM230816W4_V63D5_4_3rd,1,0.0,0.04380000000000006
MM230816W4_V63D5_4_3rd,2,0.04380000000000006,0.04380000000000006
MM230816W4_V63D5_4_3rd,3,0.05109999999999992,0.04380000000000006
MM230816W4_V63D5_4_3rd,4,0.6608999999999998,0.04380000000000006
MM230816W4_V63D5_4_3rd,5,3.2874,0.04380000000000006
MM230816W4_V63D5_4_3rd,6,7.8134999999999994,0.04380000000000006
MM231106W2_20P_D4_13S_3rd,1,0.0,0.10679999999999978
MM231106W2_20P_D4_13S_3rd,2,0.10679999999999978,0.10679999999999978
MM231106W2_20P_D4_13S_3rd,3,0.1861000000000006,0.10679999999999978
MM231106W2_20P_D4_13S_3rd,4,1.2501000000000007,0.10679999999999978
MM231106W2_20P_D4_13S_3rd,5,6.1229000000000005,0.10679999999999978
MM231106W2_20P_D4_13S_3rd,6,13.3276,0.10679999999999978
MM230816W3_V63D25_1_3rd,1,0.0,0.05569999999999986
MM230816W3_V63D25_1_3rd,2,0.05569999999999986,0.05569999999999986
MM230816W3_V63D25_1_3rd,3,0.07059999999999977,0.05569999999999986
MM230816W3_V63D25_1_3rd,4,0.8316999999999997,0.05569999999999986
MM230816W3_V63D25_1_3rd,5,4.1008000000000004,0.05569999999999986
MM230816W3_V63D25_1_3rd,6,8.536000000000001,0.05569999999999986
DD240125W1_J2_40P_3rd,1,0.0,0.25229999999999997
DD240125W1_J2_40P_3rd,2,0.25229999999999997,0.25229999999999997
DD240125W1_J2_40P_3rd,3,0.30790000000000006,0.25229999999999997
DD240125W1_J2_40P_3rd,4,2.5512999999999995,0.25229999999999997
DD240125W1_J2_40P_3rd,5,12.0881,0.25229999999999997
DD240125W1_J2_40P_3rd,6,25.700200000000002,0.25229999999999997
MM231106W5_A3_40P_3rd,1,0.0,0.20019999999999882
MM231106W5_A3_40P_3rd,2,0.20019999999999882,0.20019999999999882
MM231106W5_A3_40P_3rd,3,0.26370000000000005,0.20019999999999882
MM231106W5_A3_40P_3rd,4,2.7357000000000014,0.20019999999999882
MM231106W5_A3_40P_3rd,5,13.1406,0.20019999999999882
MM231106W5_A3_40P_3rd,6,27.301099999999998,0.20019999999999882
M240625W12_IGGPBS_WIPE30_3rd,1,0.0,1.1753999999999998
M240625W12_IGGPBS_WIPE30_3rd,2,1.1753999999999998,1.1753999999999998
