poi,n,mean_dk,std_dk,mean_d12,std_d12,r,p_value,slope,intercept
1,2675,0.0,0.0,0.4836272523364487,1.9754060799199318,0.0,1.0,0.0,0.0
2,2675,0.4836272523364487,1.9754060799199318,0.4836272523364487,1.9754060799199318,1.0,0.0,1.0,0.0
3,2675,0.5930851962616822,2.273810060312673,0.4836272523364487,1.9754060799199318,0.9667799554983207,0.0,1.1128213136864606,0.05489448198206193
4,2675,8.303289121495327,29.366721386956147,0.4836272523364487,1.9754060799199318,0.8183860114745808,0.0,12.166265068360245,2.4193517752873452
5,2675,36.80775865420561,68.97485279335885,0.4836272523364487,1.9754060799199318,0.6867843956667841,0.0,23.980311224825446,25.21022662637038
6,2675,76.22606048598131,115.09451939142326,0.4836272523364487,1.9754060799199318,0.5358932750636133,9.230384535558546e-199,31.223139163894018,61.12569948282868
