epoch,log_time_delta_loss,log_time_delta_mae,loss,lr,near_stop_accuracy,near_stop_loss,time_delta_loss,time_delta_mae,time_delta_mse,val_log_time_delta_loss,val_log_time_delta_mae,val_loss,val_near_stop_accuracy,val_near_stop_loss,val_time_delta_loss,val_time_delta_mae,val_time_delta_mse
0,0.46214228868484497,0.44807571172714233,85.88463592529297,0.0005,0.9988487362861633,0.0024656520690768957,42.59849166870117,42.59852600097656,9036.873046875,0.9808880090713501,0.7909093499183655,206.7966766357422,1.0,0.0,102.76412200927734,102.76457214355469,33092.84765625
1,0.24044255912303925,0.3219231069087982,67.2417984008789,0.000275,1.0,3.318297103760415e-07,33.34962844848633,33.34966278076172,5624.3291015625,1.1695493459701538,0.8545278310775757,249.3255615234375,1.0,0.0,123.92008209228516,123.91856384277344,46278.30859375
