Date,Time,Relative_time,Ambient,Temperature,Peak Magnitude (RAW),Resonance_Frequency,Dissipation,Class,Difference,Pooling
2024-02-23,10:25:39,0.0516,27.31,24.5,3154,14983443.0,3.305570233492295e-05,0,-421.8264245478915,5.354206220805871e-08
2024-02-23,10:25:39,0.0803,27.31,24.5,3263,14983748.0,2.776722671802583e-05,0,-647.5864630714049,3.980456171967695e-08
2024-02-23,10:25:39,0.1144,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,2.592458317866415e-08
2024-02-23,10:25:39,0.1256,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,1.3654515324423275e-08
2024-02-23,10:25:39,0.1367,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,4.915861825207353e-09
2024-02-23,10:25:39,0.1478,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,-9.154077823062969e-12
2024-02-23,10:25:39,0.1591,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,-2.0324063402015035e-09
2024-02-23,10:25:39,0.1704,27.31,24.5,3406,14983683.0,2.209029161576024e-05,0,-497.52601250021127,-2.311432377423831e-09
2024-02-23,10:25:39,0.1815,27.31,24.5,3406,14983683.0,2.209029161576024e-05,0,-497.52601250021127,-1.792824571490591e-09
2024-02-23,10:25:39,0.1926,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,-1.082416129638159e-09
2024-02-23,10:25:39,0.2038,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,-4.833212906821987e-10
2024-02-23,10:25:39,0.2149,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,-9.162812476558876e-11
2024-02-23,10:25:39,0.226,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,1.0871068577823153e-10
2024-02-23,10:25:39,0.2372,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,1.759558217323321e-10
2024-02-23,10:25:39,0.2483,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,1.701111837667657e-10
2024-02-23,10:25:39,0.2594,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,1.357729878627988e-10
2024-02-23,10:25:39,0.2707,27.31,24.5,3405,14983684.0,2.212565171830715e-05,0,-499.0558311789,9.92279622347069e-11
2024-02-23,10:25:39,0.282,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,7.219135688376948e-11
2024-02-23,10:25:39,0.2931,27.31,24.5,3405,14983684.0,2.212565171830715e-05,0,-499.0558311789,5.7219102460027576e-11
2024-02-23,10:25:39,0.3042,27.31,24.5,3405,14983684.0,2.212565171830715e-05,0,-499.0558311789,5.2250712203557695e-11
2024-02-23,10:25:39,0.3154,27.31,24.5,3405,14983684.0,2.212565171830715e-05,0,-499.0558311789,5.3431549667633013e-11
2024-02-23,10:25:39,0.3265,27.31,24.5,3404,14983684.0,2.216106842204673e-05,0,-499.5864979424909,5.660954767005255e-11
2024-02-23,10:25:39,0.3377,27.31,24.5,3404,14983683.0,2.216106842204673e-05,0,-498.5864979424909,5.861534020931231e-11
2024-02-23,10:25:40,0.3488,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,5.838407294821811e-11
2024-02-23,10:25:40,0.3601,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,5.669555430898011e-11
2024-02-23,10:25:40,0.3713,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,5.474346338520276e-11
2024-02-23,10:25:40,0.3825,27.31,24.5,3405,14983684.0,2.212565171830715e-05,0,-499.0558311789,5.320563168429487e-11
2024-02-23,10:25:40,0.3935,27.31,24.5,3405,14983684.0,2.212565171830715e-05,0,-499.0558311789,5.224798663395417e-11
2024-02-23,10:25:40,0.4046,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,5.1781138210811405e-11
2024-02-23,10:25:40,0.4157,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,5.163715584359798e-11
2024-02-23,10:25:40,0.4269,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,5.1666712232243775e-11
2024-02-23,10:25:40,0.4381,27.31,24.5,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,5.1777644677792516e-11
2024-02-23,10:25:40,0.4493,27.31,24.75,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,5.193786949389896e-11
2024-02-23,10:25:40,0.4714,27.31,24.75,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,5.215864670165329e-11
2024-02-23,10:25:40,0.4826,27.31,24.75,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,5.246532917576245e-11
2024-02-23,10:25:40,0.4937,27.31,24.75,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,5.2856189779193535e-11
2024-02-23,10:25:40,0.505,27.31,24.75,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,5.324848585654382e-11
2024-02-23,10:25:40,0.5161,27.31,24.75,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,5.341682183751797e-11
2024-02-23,10:25:40,0.5272,27.31,24.75,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,5.294383810780214e-11
2024-02-23,10:25:40,0.5385,27.31,24.75,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,5.12273262156937e-11
2024-02-23,10:25:40,0.5496,27.31,24.75,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,4.761675027511491e-11
2024-02-23,10:25:40,0.5608,27.31,24.75,3405,14983684.0,2.212565171830715e-05,0,-499.0558311789,4.177334383281601e-11
2024-02-23,10:25:40,0.5719,27.31,24.75,3405,14983684.0,2.212565171830715e-05,0,-499.0558311789,3.433675934293392e-11
2024-02-23,10:25:40,0.583,27.31,24.75,3406,14983684.0,2.209029161576024e-05,0,-498.52601250021127,2.732551664193425e-11
2024-02-23,10:25:40,0.5942,27.31,24.75,3406,14983684.0,2.209029161576024e-05,0,-498.52601250021127,2.2975699581409727e-11
2024-02-23,10:25:40,0.6053,27.31,24.75,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,2.191173901396098e-11
2024-02-23,10:25:40,0.6276,27.31,24.75,3406,14983683.0,2.209029161576024e-05,0,-497.52601250021127,2.328478784448137e-11
2024-02-23,10:25:40,0.6387,27.31,24.75,3407,14983683.0,2.205498802394887e-05,0,-496.99704055105894,2.6130458047440715e-11
2024-02-23,10:25:40,0.6498,27.31,24.75,3406,14983683.0,2.209029161576024e-05,0,-497.52601250021127,2.96288571459979e-11
2024-02-23,10:25:40,0.661,27.31,24.75,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,3.257063906724375e-11
2024-02-23,10:25:40,0.6721,27.31,24.75,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,3.352474242742265e-11
2024-02-23,10:25:40,0.6834,27.31,24.75,3405,14983683.0,2.212565171830715e-05,0,-498.0558311789,3.2323461461926585e-11
2024-02-23,10:25:40,0.6945,27.31,24.75,3406,14983684.0,2.209029161576024e-05,0,-498.52601250021127,3.110857897584145e-11
2024-02-23,10:25:40,0.7057,27.31,24.75,3406,14983684.0,2.209029161576024e-05,0,-498.52601250021127,3.263322240233723e-11
2024-02-23,10:25:40,0.7168,27.31,24.75,3405,14983684.0,2.212565171830715e-05,0,-499.0558311789,3.736478236751507e-11
2024-02-23,10:25:40,0.7279,27.31,24.75,3405,14983684.0,2.212565171830715e-05,0,-499.0558311789,4.317480468527713e-11
2024-02-23,10:25:40,0.7391,27.31,24.75,3405,14983684.0,2.212565171830715e-05,0,-499.0558311789,4.7560770783478483e-11
2024-02-23,10:25:40,0.7502,27.31,24.75,3405,14983684.0,2.212565171830715e-05,0,-499.0558311789,4.913694843227554e-11
