Date,Time,Relative_time,Ambient,Temperature,Peak Magnitude (RAW),Resonance_Frequency,Dissipation,Class,Difference,Pooling
2023-10-11,13:13:43,0.054,27.31,25.25,3326,15113410.0,2.510563851302276e-05,0,-515.8201143127237,-3.0307897643942934e-20
2023-10-11,13:13:43,0.0823,27.31,25.25,3298,15113694.0,2.625552513844194e-05,0,-817.1986655011735,2.677216743573983e-07
2023-10-11,13:13:43,0.1125,27.31,25.25,3305,15113624.0,2.596320781954575e-05,0,-742.7807938802597,5.206295294903956e-07
2023-10-11,13:13:43,0.1161,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,7.365718870100755e-07
2023-10-11,13:13:43,0.1198,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,8.941456031805362e-07
2023-10-11,13:13:43,0.1234,27.31,25.25,3297,15113625.0,2.62975525628629e-05,0,-748.8338374654984,9.878709671801372e-07
2023-10-11,13:13:43,0.1271,27.31,25.25,3296,15113625.0,2.633964726091078e-05,0,-749.4700261545536,1.0299505489720566e-06
2023-10-11,13:13:43,0.1307,27.31,25.25,3296,15113625.0,2.633964726091078e-05,0,-749.4700261545536,1.0393567104740446e-06
2023-10-11,13:13:43,0.1344,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,1.032737251063461e-06
2023-10-11,13:13:43,0.1381,27.31,25.25,3297,15113625.0,2.62975525628629e-05,0,-748.8338374654984,1.021288459519421e-06
2023-10-11,13:13:43,0.1417,27.31,25.25,3297,15113625.0,2.62975525628629e-05,0,-748.8338374654984,1.0109352374294272e-06
2023-10-11,13:13:43,0.1453,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,1.0038277858867265e-06
2023-10-11,13:13:43,0.149,27.31,25.25,3296,15113627.0,2.633964726091078e-05,0,-751.4700261545536,9.999779339738148e-07
2023-10-11,13:13:43,0.1526,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,9.985115956544726e-07
2023-10-11,13:13:43,0.1563,27.31,25.25,3296,15113625.0,2.633964726091078e-05,0,-749.4700261545536,9.984248245687618e-07
2023-10-11,13:13:43,0.16,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,9.989309537159527e-07
2023-10-11,13:13:43,0.1636,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,9.995452687157647e-07
2023-10-11,13:13:43,0.1673,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,1.0000384878781776e-06
2023-10-11,13:13:43,0.1709,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,1.00034863757086e-06
2023-10-11,13:13:43,0.1745,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,1.000499530981208e-06
2023-10-11,13:13:43,0.1781,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,1.0005439689170436e-06
2023-10-11,13:13:43,0.1819,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,1.000532471524897e-06
2023-10-11,13:13:43,0.1854,27.31,25.25,3297,15113625.0,2.62975525628629e-05,0,-748.8338374654984,1.0005009860563903e-06
2023-10-11,13:13:43,0.1927,27.31,25.25,3296,15113625.0,2.633964726091078e-05,0,-749.4700261545536,1.0004697446924684e-06
2023-10-11,13:13:43,0.1963,27.31,25.25,3295,15113625.0,2.638180934027105e-05,0,-750.1072331958189,1.00044703333666e-06
2023-10-11,13:13:43,0.2,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,1.00043397080486e-06
2023-10-11,13:13:43,0.2036,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,1.0004284156358912e-06
2023-10-11,13:13:43,0.2109,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,1.0004274586930198e-06
2023-10-11,13:13:43,0.2146,27.31,25.25,3297,15113625.0,2.62975525628629e-05,0,-748.8338374654984,1.0004286594306727e-06
2023-10-11,13:13:43,0.2181,27.31,25.25,3297,15113625.0,2.62975525628629e-05,0,-748.8338374654984,1.0004304298773346e-06
2023-10-11,13:13:43,0.2218,27.31,25.25,3297,15113625.0,2.62975525628629e-05,0,-748.8338374654984,1.0004319628990762e-06
2023-10-11,13:13:43,0.229,27.31,25.25,3297,15113625.0,2.62975525628629e-05,0,-748.8338374654984,1.0004329911309097e-06
2023-10-11,13:13:43,0.2327,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,1.0004335401834414e-06
2023-10-11,13:13:43,0.2363,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,1.0004337450411907e-06
2023-10-11,13:13:43,0.24,27.31,25.25,3297,15113625.0,2.62975525628629e-05,0,-748.8338374654984,1.0004337413261603e-06
2023-10-11,13:13:43,0.2473,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,1.0004336172088307e-06
2023-10-11,13:13:43,0.251,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,1.0004334062883002e-06
2023-10-11,13:13:43,0.2546,27.31,25.25,3297,15113622.0,2.62975525628629e-05,0,-745.8338374654984,1.0004331065192996e-06
2023-10-11,13:13:43,0.2619,27.31,25.25,3296,15113627.0,2.633964726091078e-05,0,-751.4700261545536,1.0004327175913791e-06
2023-10-11,13:13:43,0.2655,27.31,25.25,3295,15113626.0,2.638180934027105e-05,0,-751.1072331958189,1.000432293824804e-06
2023-10-11,13:13:43,0.2691,27.31,25.25,3296,15113625.0,2.633964726091078e-05,0,-749.4700261545536,1.0004320079734413e-06
2023-10-11,13:13:43,0.2727,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,1.000432210728214e-06
2023-10-11,13:13:43,0.2801,27.31,25.25,3297,15113625.0,2.62975525628629e-05,0,-748.8338374654984,1.0004334502063863e-06
2023-10-11,13:13:43,0.2837,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,1.0004363878587482e-06
2023-10-11,13:13:43,0.2873,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,1.0004415215419198e-06
2023-10-11,13:13:43,0.2909,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,1.0004486235196006e-06
2023-10-11,13:13:43,0.2982,27.31,25.25,3296,15113627.0,2.633964726091078e-05,0,-751.4700261545536,1.000455855146909e-06
2023-10-11,13:13:43,0.3019,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,1.0004586764713376e-06
2023-10-11,13:13:43,0.3055,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,1.0004489711751332e-06
2023-10-11,13:13:43,0.3091,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,1.0004152647086154e-06
2023-10-11,13:13:43,0.3164,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,1.0003454478068643e-06
2023-10-11,13:13:43,0.32,27.31,25.25,3296,15113627.0,2.633964726091078e-05,0,-751.4700261545536,1.0002337889241336e-06
2023-10-11,13:13:43,0.3236,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,1.0000937528556138e-06
2023-10-11,13:13:43,0.3309,27.31,25.25,3295,15113626.0,2.638180934027105e-05,0,-751.1072331958189,9.999765060130423e-07
2023-10-11,13:13:43,0.3346,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,9.999911018122628e-07
2023-10-11,13:13:43,0.3383,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,1.0003155422595968e-06
2023-10-11,13:13:43,0.3419,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,1.0011785071846683e-06
2023-10-11,13:13:43,0.3491,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,1.0027819690928588e-06
2023-10-11,13:13:43,0.3527,27.31,25.25,3296,15113625.0,2.633964726091078e-05,0,-749.4700261545536,1.005131186687001e-06
2023-10-11,13:13:43,0.3564,27.31,25.25,3295,15113625.0,2.638180934027105e-05,0,-750.1072331958189,1.0077514478672508e-06
2023-10-11,13:13:43,0.3601,27.31,25.25,3295,15113626.0,2.638180934027105e-05,0,-751.1072331958189,1.0093156129593289e-06
2023-10-11,13:13:43,0.3674,27.31,25.25,3296,15113625.0,2.633964726091078e-05,0,-749.4700261545536,1.007299024411144e-06
2023-10-11,13:13:43,0.371,27.31,25.25,3296,15113625.0,2.633964726091078e-05,0,-749.4700261545536,9.979262736723867e-07
2023-10-11,13:13:44,0.3746,27.31,25.25,3296,15113625.0,2.633964726091078e-05,0,-749.4700261545536,9.768597786748844e-07
2023-10-11,13:13:44,0.3783,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,9.41235298614142e-07
2023-10-11,13:13:44,0.3855,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,8.936298842554402e-07
2023-10-11,13:13:44,0.3891,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,8.481175111118947e-07
2023-10-11,13:13:44,0.3927,27.31,25.25,3298,15113625.0,2.625552513844194e-05,0,-748.1986655011735,8.285827026085135e-07
2023-10-11,13:13:44,0.4001,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,8.481175111119262e-07
2023-10-11,13:13:44,0.4037,27.31,25.25,3296,15113625.0,2.633964726091078e-05,0,-749.4700261545536,8.936298842554197e-07
2023-10-11,13:13:44,0.4073,27.31,25.25,3296,15113625.0,2.633964726091078e-05,0,-749.4700261545536,9.412352986139046e-07
2023-10-11,13:13:44,0.411,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,9.76859778674202e-07
2023-10-11,13:13:44,0.4182,27.31,25.25,3295,15113625.0,2.638180934027105e-05,0,-750.1072331958189,9.979262736710294e-07
2023-10-11,13:13:44,0.4219,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,1.007299024409021e-06
2023-10-11,13:13:44,0.4255,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,1.0093156129567361e-06
2023-10-11,13:13:44,0.4291,27.31,25.25,3297,15113625.0,2.62975525628629e-05,0,-748.8338374654984,1.0077514478652197e-06
2023-10-11,13:13:44,0.4364,27.31,25.25,3295,15113626.0,2.638180934027105e-05,0,-751.1072331958189,1.0051311866876639e-06
2023-10-11,13:13:44,0.4401,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,1.0027819690996196e-06
2023-10-11,13:13:44,0.4437,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,1.0011785072017856e-06
2023-10-11,13:13:44,0.4474,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,1.0003155422906158e-06
2023-10-11,13:13:44,0.4547,27.31,25.25,3296,15113626.0,2.633964726091078e-05,0,-750.4700261545536,9.999911018566838e-07
2023-10-11,13:13:44,0.4583,27.31,25.25,3297,15113626.0,2.62975525628629e-05,0,-749.8338374654984,9.99976506060894e-07
2023-10-11,13:13:44,0.462,27.31,25.25,3296,15113625.0,2.633964726091078e-05,0,-749.4700261545536,1.0000937528804985e-06
