Date,Time,Relative_time,Ambient,Temperature,Peak Magnitude (RAW),Resonance_Frequency,Dissipation,Class,Difference,Pooling
2024-04-24,12:07:20,0.0528,27.0,24.75,3255,15059996.0,2.812480296030659e-05,0,-435.23633867663074,8.99317564997844e-06
2024-04-24,12:07:20,0.0806,27.0,24.75,3259,15060318.0,2.794544292364388e-05,0,-754.5351793363619,1.3236117631093625e-05
2024-04-24,12:07:20,0.1117,27.0,24.75,3316,15060255.0,2.551041355212326e-05,0,-654.8636751758183,1.7370580344830577e-05
2024-04-24,12:07:20,0.1176,27.0,24.75,3316,15060255.0,2.551041355212326e-05,0,-654.8636751758183,2.0981686372712533e-05
2024-04-24,12:07:20,0.1235,27.0,24.75,3315,15060255.0,2.555124827060083e-05,0,-655.4786453959146,2.3628531187264318e-05
2024-04-24,12:07:20,0.1293,27.0,24.75,3315,15060255.0,2.555124827060083e-05,0,-655.4786453959146,2.515912947898906e-05
2024-04-24,12:07:20,0.1352,27.0,24.75,3315,15060255.0,2.555124827060083e-05,0,-655.4786453959146,2.5686075287092706e-05
2024-04-24,12:07:20,0.1411,27.0,24.75,3315,15060256.0,2.555124827060083e-05,0,-656.4786453959146,2.545537223672651e-05
2024-04-24,12:07:20,0.147,27.0,24.75,3315,15060255.0,2.555124827060083e-05,0,-655.4786453959146,2.4768981486651037e-05
2024-04-24,12:07:20,0.1528,27.0,24.75,3316,15060255.0,2.551041355212326e-05,0,-654.8636751758183,2.3961706479226303e-05
2024-04-24,12:07:20,0.1586,27.0,24.75,3316,15060255.0,2.551041355212326e-05,0,-654.8636751758183,2.334402226599247e-05
2024-04-24,12:07:20,0.1645,27.0,24.75,3316,15060255.0,2.551041355212326e-05,0,-654.8636751758183,2.3094018937528055e-05
2024-04-24,12:07:20,0.1705,27.0,24.75,3316,15060255.0,2.551041355212326e-05,0,-654.8636751758183,2.3201932888083935e-05
2024-04-24,12:07:20,0.1763,27.0,24.75,3315,15060255.0,2.555124827060083e-05,0,-655.4786453959146,2.3515099427863984e-05
2024-04-24,12:07:20,0.1821,27.0,24.75,3315,15060255.0,2.555124827060083e-05,0,-655.4786453959146,2.3881084677718014e-05
2024-04-24,12:07:20,0.188,27.0,24.75,3315,15060255.0,2.555124827060083e-05,0,-655.4786453959146,2.432894878142539e-05
2024-04-24,12:07:20,0.1938,27.0,24.75,3316,15060255.0,2.551041355212326e-05,0,-654.8636751758183,2.5113662944869863e-05
2024-04-24,12:07:20,0.1996,27.0,24.75,3316,15060255.0,2.551041355212326e-05,0,-654.8636751758183,2.650311202582371e-05
2024-04-24,12:07:20,0.2055,27.0,24.75,3315,15060255.0,2.555124827060083e-05,0,-655.4786453959146,2.843019919982918e-05
2024-04-24,12:07:20,0.2114,27.0,24.75,3316,15060255.0,2.551041355212326e-05,0,-654.8636751758183,3.0216538183651215e-05
2024-04-24,12:07:20,0.2172,27.0,24.75,3317,15060255.0,2.546964409363674e-05,0,-654.2496877701642,3.0771558278843037e-05
2024-04-24,12:07:20,0.2231,27.0,24.75,3316,15060256.0,2.551041355212326e-05,0,-655.8636751758183,2.962520785400565e-05
2024-04-24,12:07:20,0.229,27.0,24.75,3316,15060256.0,2.551041355212326e-05,0,-655.8636751758183,2.764394701909033e-05
2024-04-24,12:07:20,0.2348,27.0,24.75,3316,15060256.0,2.551041355212326e-05,0,-655.8636751758183,2.6235386560213993e-05
2024-04-24,12:07:20,0.2407,27.0,24.75,3316,15060256.0,2.551041355212326e-05,0,-655.8636751758183,2.624765355336062e-05
2024-04-24,12:07:20,0.2466,27.0,24.75,3316,15060256.0,2.551041355212326e-05,0,-655.8636751758183,2.770104411179006e-05
2024-04-24,12:07:20,0.2524,27.0,24.75,3316,15060256.0,2.551041355212326e-05,0,-655.8636751758183,2.9784070173716194e-05
2024-04-24,12:07:20,0.2583,27.0,24.75,3317,15060256.0,2.546964409363674e-05,0,-655.2496877701642,3.111066942504061e-05
2024-04-24,12:07:20,0.2642,27.0,24.75,3316,15060255.0,2.551041355212326e-05,0,-654.8636751758183,3.0800991753287184e-05
